ticker,model,session,rows,MAE,MSE,RMSE,MAPE,R2,EVS
AAPL,_NaiveModel,after_hours,1,1.07,1.1449,1.07,0.0032,,1.0
AMD,_NaiveModel,after_hours,1,8.3,68.8898,8.3,0.0162,,1.0
AMZN,_NaiveModel,after_hours,1,2.46,6.0516,2.46,0.01,,1.0
ASML,_NaiveModel,after_hours,1,10.74,115.3474,10.74,0.0067,,1.0
AVGO,_NaiveModel,after_hours,1,0.24,0.0576,0.24,0.0007,,1.0
BRK-B,_NaiveModel,after_hours,1,3.04,9.2415,3.04,0.0058,,1.0
CAT,_NaiveModel,after_hours,1,0.82,0.6724,0.82,0.001,,1.0
COST,_NaiveModel,after_hours,1,7.61,57.9119,7.61,0.0085,,1.0
CRM,_NaiveModel,after_hours,1,5.11,26.1121,5.11,0.0204,,1.0
GOOGL,_NaiveModel,after_hours,1,2.11,4.4522,2.11,0.0062,,1.0
JNJ,_NaiveModel,after_hours,1,0.08,0.0064,0.08,0.0003,,1.0
JPM,_NaiveModel,after_hours,1,3.57,12.7447,3.57,0.0102,,1.0
LLY,_NaiveModel,after_hours,1,1.71,2.924,1.71,0.0015,,1.0
LMT,_NaiveModel,after_hours,1,3.79,14.3639,3.79,0.0071,,1.0
MA,_NaiveModel,after_hours,1,5.52,30.4706,5.52,0.0097,,1.0
MCD,_NaiveModel,after_hours,1,4.22,17.8084,4.22,0.017,,1.0
META,_NaiveModel,after_hours,1,3.07,9.4249,3.07,0.0046,,1.0
MRK,_NaiveModel,after_hours,1,1.12,1.2544,1.12,0.0077,,1.0
MSFT,_NaiveModel,after_hours,1,6.82,46.5125,6.82,0.0139,,1.0
NEE,_NaiveModel,after_hours,1,0.7,0.49,0.7,0.0087,,1.0
NVDA,_NaiveModel,after_hours,1,1.73,2.9929,1.73,0.0081,,1.0
ORCL,_NaiveModel,after_hours,1,2.81,7.8961,2.81,0.0196,,1.0
PG,_NaiveModel,after_hours,1,0.35,0.1225,0.35,0.0024,,1.0
PLTR,_NaiveModel,after_hours,1,1.78,3.1684,1.78,0.0102,,1.0
TSLA,_NaiveModel,after_hours,1,1.5,2.25,1.5,0.0042,,1.0
TSM,_NaiveModel,after_hours,1,3.97,15.7609,3.97,0.0095,,1.0
UNH,_NaiveModel,after_hours,1,0.67,0.4489,0.67,0.0018,,1.0
V,_NaiveModel,after_hours,1,4.69,21.9961,4.69,0.0126,,1.0
WMT,_NaiveModel,after_hours,1,0.59,0.3481,0.59,0.0055,,1.0
XOM,_NaiveModel,after_hours,1,6.0,36.0,6.0,0.0367,,1.0
