ticker,model,event_type,rows,MAE,MSE,RMSE,MAPE,R2,EVS
AAPL,_NaiveModel,no_event_day,1,4.44,19.7136,4.44,0.0143,,1.0
AMD,_NaiveModel,no_event_day,1,21.61,466.9915,21.61,0.0446,,1.0
AMZN,_NaiveModel,no_event_day,1,1.86,3.4595,1.86,0.0072,,1.0
ASML,_NaiveModel,no_event_day,1,80.14,6422.4219,80.14,0.0444,,1.0
AVGO,_NaiveModel,no_event_day,1,12.43,154.5047,12.43,0.0327,,1.0
BRK-B,_NaiveModel,no_event_day,1,4.73,22.3727,4.73,0.0094,,1.0
CAT,_NaiveModel,no_event_day,1,40.78,1663.0108,40.78,0.0485,,1.0
COST,_NaiveModel,no_event_day,1,7.85,61.6221,7.85,0.0082,,1.0
CRM,_NaiveModel,no_event_day,1,5.17,26.7289,5.17,0.0264,,1.0
GOOGL,_NaiveModel,no_event_day,1,0.2,0.04,0.2,0.0006,,1.0
JNJ,_NaiveModel,no_event_day,1,8.74,76.3874,8.74,0.0322,,1.0
JPM,_NaiveModel,no_event_day,1,2.29,5.2441,2.29,0.0063,,1.0
LLY,_NaiveModel,no_event_day,1,42.5699,1812.2003,42.5699,0.0347,,1.0
LMT,_NaiveModel,no_event_day,1,13.43,180.3647,13.43,0.0221,,1.0
MA,_NaiveModel,no_event_day,1,12.05,145.2022,12.05,0.021,,1.0
MCD,_NaiveModel,no_event_day,1,1.46,2.1316,1.46,0.0055,,1.0
META,_NaiveModel,no_event_day,1,25.3,640.0894,25.3,0.0465,,1.0
MRK,_NaiveModel,no_event_day,1,0.8,0.64,0.8,0.0059,,1.0
MSFT,_NaiveModel,no_event_day,1,1.28,1.6384,1.28,0.0027,,1.0
NEE,_NaiveModel,no_event_day,1,0.0,0.0,0.0,0.0,,1.0
NVDA,_NaiveModel,no_event_day,1,5.27,27.7728,5.27,0.024,,1.0
ORCL,_NaiveModel,no_event_day,1,3.86,14.8996,3.86,0.027,,1.0
PG,_NaiveModel,no_event_day,1,0.33,0.1089,0.33,0.0023,,1.0
PLTR,_NaiveModel,no_event_day,1,1.01,1.0201,1.01,0.0059,,1.0
TSLA,_NaiveModel,no_event_day,1,2.43,5.9049,2.43,0.0072,,1.0
TSM,_NaiveModel,no_event_day,1,17.56,308.3535,17.56,0.0425,,1.0
UNH,_NaiveModel,no_event_day,1,1.69,2.8561,1.69,0.0043,,1.0
V,_NaiveModel,no_event_day,1,5.41,29.2681,5.41,0.0149,,1.0
WMT,_NaiveModel,no_event_day,1,0.87,0.7569,0.87,0.0076,,1.0
XOM,_NaiveModel,no_event_day,1,4.1,16.8099,4.1,0.0248,,1.0
