ticker,model,event_type,rows,MAE,MSE,RMSE,MAPE,R2,EVS
AAPL,_NaiveModel,no_event_day,1,0.9,0.81,0.9,0.0029,,1.0
AMD,_NaiveModel,no_event_day,1,11.17,124.7699,11.17,0.02,,1.0
AMZN,_NaiveModel,no_event_day,1,1.7,2.89,1.7,0.0069,,1.0
ASML,_NaiveModel,no_event_day,1,6.9301,48.0256,6.9301,0.0039,,1.0
AVGO,_NaiveModel,no_event_day,1,1.14,1.2996,1.14,0.0029,,1.0
BRK-B,_NaiveModel,no_event_day,1,1.74,3.0277,1.74,0.0035,,1.0
CAT,_NaiveModel,no_event_day,1,14.02,196.5592,14.02,0.0147,,1.0
COST,_NaiveModel,no_event_day,1,3.28,10.7586,3.28,0.0036,,1.0
CRM,_NaiveModel,no_event_day,1,0.82,0.6724,0.82,0.005,,1.0
GOOGL,_NaiveModel,no_event_day,1,1.71,2.9242,1.71,0.0048,,1.0
JNJ,_NaiveModel,no_event_day,1,2.12,4.4944,2.12,0.0082,,1.0
JPM,_NaiveModel,no_event_day,1,1.0,1.0,1.0,0.003,,1.0
LLY,_NaiveModel,no_event_day,1,28.37,804.8566,28.37,0.0239,,1.0
LMT,_NaiveModel,no_event_day,1,4.96,24.6012,4.96,0.0095,,1.0
MA,_NaiveModel,no_event_day,1,3.54,12.5314,3.54,0.0067,,1.0
MCD,_NaiveModel,no_event_day,1,1.89,3.572,1.89,0.0069,,1.0
META,_NaiveModel,no_event_day,1,37.73,1423.556,37.73,0.0564,,1.0
MRK,_NaiveModel,no_event_day,1,1.53,2.3409,1.53,0.0124,,1.0
MSFT,_NaiveModel,no_event_day,1,0.74,0.5476,0.74,0.0019,,1.0
NEE,_NaiveModel,no_event_day,1,0.86,0.7396,0.86,0.0098,,1.0
NVDA,_NaiveModel,no_event_day,1,8.18,66.9125,8.18,0.0388,,1.0
ORCL,_NaiveModel,no_event_day,1,3.58,12.8164,3.58,0.0255,,1.0
PG,_NaiveModel,no_event_day,1,0.19,0.0361,0.19,0.0013,,1.0
PLTR,_NaiveModel,no_event_day,1,2.25,5.0625,2.25,0.0177,,1.0
TSLA,_NaiveModel,no_event_day,1,1.21,1.4642,1.21,0.003,,1.0
TSM,_NaiveModel,no_event_day,1,2.85,8.1225,2.85,0.0066,,1.0
UNH,_NaiveModel,no_event_day,1,7.06,49.8436,7.06,0.0166,,1.0
V,_NaiveModel,no_event_day,1,0.77,0.5929,0.77,0.0022,,1.0
WMT,_NaiveModel,no_event_day,1,1.69,2.8561,1.69,0.0148,,1.0
XOM,_NaiveModel,no_event_day,1,1.42,2.0164,1.42,0.0102,,1.0
