ticker,model,event_type,rows,MAE,MSE,RMSE,MAPE,R2,EVS
AAPL,_NaiveModel,no_event_day,1,0.87,0.7569,0.87,0.0026,,1.0
AMD,_NaiveModel,no_event_day,1,14.73,216.9723,14.73,0.0263,,1.0
AMZN,_NaiveModel,no_event_day,1,2.52,6.3504,2.52,0.0099,,1.0
ASML,_NaiveModel,no_event_day,1,50.25,2525.0625,50.25,0.0299,,1.0
AVGO,_NaiveModel,no_event_day,1,10.31,106.296,10.31,0.0288,,1.0
BRK-B,_NaiveModel,no_event_day,1,0.57,0.3249,0.57,0.0011,,1.0
CAT,_NaiveModel,no_event_day,1,10.42,108.576,10.42,0.0129,,1.0
COST,_NaiveModel,no_event_day,1,1.38,1.9044,1.38,0.0015,,1.0
CRM,_NaiveModel,no_event_day,1,4.93,24.305,4.93,0.0207,,1.0
GOOGL,_NaiveModel,no_event_day,1,2.21,4.8842,2.21,0.0063,,1.0
JNJ,_NaiveModel,no_event_day,1,0.23,0.0529,0.23,0.0009,,1.0
JPM,_NaiveModel,no_event_day,1,0.36,0.1296,0.36,0.001,,1.0
LLY,_NaiveModel,no_event_day,1,0.4901,0.2402,0.4901,0.0004,,1.0
LMT,_NaiveModel,no_event_day,1,4.71,22.1843,4.71,0.0088,,1.0
MA,_NaiveModel,no_event_day,1,0.49,0.2401,0.49,0.0009,,1.0
MCD,_NaiveModel,no_event_day,1,0.24,0.0576,0.24,0.001,,1.0
META,_NaiveModel,no_event_day,1,16.56,274.2335,16.56,0.0249,,1.0
MRK,_NaiveModel,no_event_day,1,0.28,0.0784,0.28,0.0019,,1.0
MSFT,_NaiveModel,no_event_day,1,3.97,15.7609,3.97,0.008,,1.0
NEE,_NaiveModel,no_event_day,1,0.81,0.6561,0.81,0.0101,,1.0
NVDA,_NaiveModel,no_event_day,1,2.93,8.5849,2.93,0.0132,,1.0
ORCL,_NaiveModel,no_event_day,1,2.98,8.8804,2.98,0.0202,,1.0
PG,_NaiveModel,no_event_day,1,1.16,1.3456,1.16,0.0079,,1.0
PLTR,_NaiveModel,no_event_day,1,1.4,1.96,1.4,0.0079,,1.0
TSLA,_NaiveModel,no_event_day,1,1.93,3.725,1.93,0.0053,,1.0
TSM,_NaiveModel,no_event_day,1,4.41,19.4481,4.41,0.0101,,1.0
UNH,_NaiveModel,no_event_day,1,1.69,2.8561,1.69,0.0045,,1.0
V,_NaiveModel,no_event_day,1,1.64,2.6895,1.64,0.0045,,1.0
WMT,_NaiveModel,no_event_day,1,0.06,0.0036,0.06,0.0006,,1.0
XOM,_NaiveModel,no_event_day,1,0.27,0.0729,0.27,0.0017,,1.0
