ticker,model,session,rows,MAE,MSE,RMSE,MAPE,R2,EVS
AAPL,_NaiveModel,after_hours,1,0.45,0.2025,0.45,0.0014,,1.0
AMD,_NaiveModel,after_hours,1,1.9901,3.9603,1.9901,0.0039,,1.0
AMZN,_NaiveModel,after_hours,1,3.36,11.2895,3.36,0.0124,,1.0
ASML,_NaiveModel,after_hours,1,6.99,48.86,6.99,0.0043,,1.0
AVGO,_NaiveModel,after_hours,1,20.19,407.6362,20.19,0.0452,,1.0
BRK-B,_NaiveModel,after_hours,1,2.94,8.6436,2.94,0.0062,,1.0
CAT,_NaiveModel,after_hours,1,11.8,139.2397,11.8,0.0135,,1.0
COST,_NaiveModel,after_hours,1,38.88,1511.6548,38.88,0.0407,,1.0
CRM,_NaiveModel,after_hours,1,14.93,222.9051,14.93,0.0781,,1.0
GOOGL,_NaiveModel,after_hours,1,9.79,95.8443,9.79,0.0257,,1.0
JNJ,_NaiveModel,after_hours,1,5.47,29.9209,5.47,0.0243,,1.0
JPM,_NaiveModel,after_hours,1,2.58,6.6563,2.58,0.0086,,1.0
LLY,_NaiveModel,after_hours,1,21.8,475.2421,21.8,0.0197,,1.0
LMT,_NaiveModel,after_hours,1,6.76,45.6977,6.76,0.0127,,1.0
MA,_NaiveModel,after_hours,1,0.23,0.0529,0.23,0.0005,,1.0
MCD,_NaiveModel,after_hours,1,1.23,1.5129,1.23,0.0044,,1.0
META,_NaiveModel,after_hours,1,2.78,7.7282,2.78,0.0044,,1.0
MRK,_NaiveModel,after_hours,1,1.17,1.3689,1.17,0.0099,,1.0
MSFT,_NaiveModel,after_hours,1,23.25,540.5625,23.25,0.0516,,1.0
NEE,_NaiveModel,after_hours,1,0.24,0.0576,0.24,0.0028,,1.0
NVDA,_NaiveModel,after_hours,1,3.11,9.6721,3.11,0.0147,,1.0
ORCL,_NaiveModel,after_hours,1,22.08,487.5265,22.08,0.0978,,1.0
PG,_NaiveModel,after_hours,1,2.35,5.5225,2.35,0.0164,,1.0
PLTR,_NaiveModel,after_hours,1,13.2,174.2399,13.2,0.0843,,1.0
TSLA,_NaiveModel,after_hours,1,6.31,39.8161,6.31,0.0145,,1.0
TSM,_NaiveModel,after_hours,1,6.41,41.0878,6.41,0.0153,,1.0
UNH,_NaiveModel,after_hours,1,2.22,4.9284,2.22,0.0058,,1.0
V,_NaiveModel,after_hours,1,1.41,1.988,1.41,0.0043,,1.0
WMT,_NaiveModel,after_hours,1,3.15,9.9225,3.15,0.0272,,1.0
XOM,_NaiveModel,after_hours,1,1.7,2.89,1.7,0.0117,,1.0
