strategy,initial_budget,ending_equity,return_pct,latest_action,latest_action_date,buy_count,sell_count,hold_count
winner_take_all,10000.0,0.0,0.0,HOLD,2026-06-16,0,0,5
top3_ensemble,10000.0,0.0,0.0,HOLD,2026-06-16,0,0,5
consensus_vote,10000.0,0.0,0.0,HOLD,2026-06-16,0,0,5
risk_adjusted_edge,10000.0,0.0,0.0,HOLD,2026-06-16,0,0,5
downtrend_rebound,10000.0,0.0,0.0,HOLD,2026-06-16,0,0,5
