model,feature,importance,run_date
EEM_linreg,kurt_20,0.026948798688313166,2025-07-06T05:43:20.792026+00:00
EEM_linreg,sin_year,-0.054052249542427266,2025-07-06T05:43:20.792026+00:00
EEM_linreg,std_ratio_5_20,-0.10351808393300838,2025-07-06T05:43:20.792026+00:00
EEM_linreg,sin_month,-0.026892784357513185,2025-07-06T05:43:20.792026+00:00
EEM_linreg,kurt_5,-0.04155441648674193,2025-07-06T05:43:20.792026+00:00
EEM_linreg,kurt_10,-0.038874098590342576,2025-07-06T05:43:20.792026+00:00
EEM_linreg,max_5,0.030977782815559386,2025-07-06T05:43:20.792026+00:00
EEM_linreg,median_20,-0.047145199624217225,2025-07-06T05:43:20.792026+00:00
EEM_linreg,skew_5,0.05312405358251147,2025-07-06T05:43:20.792026+00:00
EEM_linreg,Low,-0.09384954877490195,2025-07-06T05:43:20.792026+00:00
EEM_linreg,dom,-0.004384342690420064,2025-07-06T05:43:20.792026+00:00
EEM_linreg,std_10,0.14976769832190698,2025-07-06T05:43:20.792026+00:00
EEM_linreg,macd_diff,0.027064366709686285,2025-07-06T05:43:20.792026+00:00
EEM_linreg,std_5,-0.017340451593172202,2025-07-06T05:43:20.792026+00:00
EEM_linreg,volatility_5,-0.005700092338809325,2025-07-06T05:43:20.792026+00:00
EEM_linreg,norm_band_50,0.018351310926300705,2025-07-06T05:43:20.792026+00:00
EEM_rf,kurt_20,0.058646315359647296,2025-07-06T05:43:20.792026+00:00
EEM_rf,sin_year,0.16812714649922875,2025-07-06T05:43:20.792026+00:00
EEM_rf,std_ratio_5_20,0.0330439215090524,2025-07-06T05:43:20.792026+00:00
EEM_rf,sin_month,0.019079805754894673,2025-07-06T05:43:20.792026+00:00
EEM_rf,kurt_5,0.09576766508948005,2025-07-06T05:43:20.792026+00:00
EEM_rf,kurt_10,0.025642485645372467,2025-07-06T05:43:20.792026+00:00
EEM_rf,max_5,0.04186788561976222,2025-07-06T05:43:20.792026+00:00
EEM_rf,median_20,0.098126112579312,2025-07-06T05:43:20.792026+00:00
EEM_rf,skew_5,0.05099265037037877,2025-07-06T05:43:20.792026+00:00
EEM_rf,Low,0.12453219248229896,2025-07-06T05:43:20.792026+00:00
EEM_rf,dom,0.018601899632536726,2025-07-06T05:43:20.792026+00:00
EEM_rf,std_10,0.07165004765452329,2025-07-06T05:43:20.792026+00:00
EEM_rf,macd_diff,0.062100620077892896,2025-07-06T05:43:20.792026+00:00
EEM_rf,std_5,0.054229141908133334,2025-07-06T05:43:20.792026+00:00
EEM_rf,volatility_5,0.01922790206770786,2025-07-06T05:43:20.792026+00:00
EEM_rf,norm_band_50,0.05836420774977829,2025-07-06T05:43:20.792026+00:00
EEM_xgb,kurt_20,0.0657712072134018,2025-07-06T05:43:20.792026+00:00
EEM_xgb,sin_year,0.07932131737470627,2025-07-06T05:43:20.792026+00:00
EEM_xgb,std_ratio_5_20,0.04458654299378395,2025-07-06T05:43:20.792026+00:00
EEM_xgb,sin_month,0.046967338770627975,2025-07-06T05:43:20.792026+00:00
EEM_xgb,kurt_5,0.08182147145271301,2025-07-06T05:43:20.792026+00:00
EEM_xgb,kurt_10,0.05317843332886696,2025-07-06T05:43:20.792026+00:00
EEM_xgb,max_5,0.06929772347211838,2025-07-06T05:43:20.792026+00:00
EEM_xgb,median_20,0.07378582656383514,2025-07-06T05:43:20.792026+00:00
EEM_xgb,skew_5,0.048421844840049744,2025-07-06T05:43:20.792026+00:00
EEM_xgb,Low,0.08632391691207886,2025-07-06T05:43:20.792026+00:00
EEM_xgb,dom,0.05737476050853729,2025-07-06T05:43:20.792026+00:00
EEM_xgb,std_10,0.0648166835308075,2025-07-06T05:43:20.792026+00:00
EEM_xgb,macd_diff,0.0755985751748085,2025-07-06T05:43:20.792026+00:00
EEM_xgb,std_5,0.04515575245022774,2025-07-06T05:43:20.792026+00:00
EEM_xgb,volatility_5,0.054713744670152664,2025-07-06T05:43:20.792026+00:00
EEM_xgb,norm_band_50,0.05286484584212303,2025-07-06T05:43:20.792026+00:00
EEM_lgbm,kurt_20,19.0,2025-07-06T05:43:20.792026+00:00
EEM_lgbm,sin_year,4.0,2025-07-06T05:43:20.792026+00:00
EEM_lgbm,std_ratio_5_20,4.0,2025-07-06T05:43:20.792026+00:00
EEM_lgbm,sin_month,9.0,2025-07-06T05:43:20.792026+00:00
EEM_lgbm,kurt_5,49.0,2025-07-06T05:43:20.792026+00:00
EEM_lgbm,kurt_10,6.0,2025-07-06T05:43:20.792026+00:00
EEM_lgbm,max_5,4.0,2025-07-06T05:43:20.792026+00:00
EEM_lgbm,median_20,34.0,2025-07-06T05:43:20.792026+00:00
EEM_lgbm,skew_5,5.0,2025-07-06T05:43:20.792026+00:00
EEM_lgbm,Low,18.0,2025-07-06T05:43:20.792026+00:00
EEM_lgbm,dom,9.0,2025-07-06T05:43:20.792026+00:00
