model,feature,importance,run_date
EEM_linreg,stl_resid,-0.5216414041625216,2025-07-05T18:19:54.359233+00:00
EEM_linreg,stl_seasonal,-0.7777276660415757,2025-07-05T18:19:54.359233+00:00
EEM_linreg,sin_year,-0.10557285992222529,2025-07-05T18:19:54.359233+00:00
EEM_linreg,median_20,-0.11769075166631951,2025-07-05T18:19:54.359233+00:00
EEM_linreg,max_5,-0.024631847319672787,2025-07-05T18:19:54.359233+00:00
EEM_linreg,dom,-0.003303757005151134,2025-07-05T18:19:54.359233+00:00
EEM_linreg,std_5,-0.34415546200174624,2025-07-05T18:19:54.359233+00:00
EEM_linreg,std_10,0.2088209889337998,2025-07-05T18:19:54.359233+00:00
EEM_linreg,sin_month,-0.01788519033476367,2025-07-05T18:19:54.359233+00:00
EEM_linreg,close_lag_14,0.04768749999391148,2025-07-05T18:19:54.359233+00:00
EEM_linreg,stoch,0.005307732312496236,2025-07-05T18:19:54.359233+00:00
EEM_linreg,close_lag_7,0.03678863899913847,2025-07-05T18:19:54.359233+00:00
EEM_linreg,macd_diff,0.10390274433908767,2025-07-05T18:19:54.359233+00:00
EEM_linreg,volatility_5,-0.03233909249897954,2025-07-05T18:19:54.359233+00:00
EEM_linreg,std_50,0.24658748290329194,2025-07-05T18:19:54.359233+00:00
EEM_rf,stl_resid,0.2746827650142636,2025-07-05T18:19:54.359233+00:00
EEM_rf,stl_seasonal,0.13523548754966677,2025-07-05T18:19:54.359233+00:00
EEM_rf,sin_year,0.12811567401580562,2025-07-05T18:19:54.359233+00:00
EEM_rf,median_20,0.036658905428185284,2025-07-05T18:19:54.359233+00:00
EEM_rf,max_5,0.04238919467494736,2025-07-05T18:19:54.359233+00:00
EEM_rf,dom,0.035981017851001704,2025-07-05T18:19:54.359233+00:00
EEM_rf,std_5,0.022748509491970034,2025-07-05T18:19:54.359233+00:00
EEM_rf,std_10,0.05858279801992207,2025-07-05T18:19:54.359233+00:00
EEM_rf,sin_month,0.016376838952954925,2025-07-05T18:19:54.359233+00:00
EEM_rf,close_lag_14,0.04187493050789533,2025-07-05T18:19:54.359233+00:00
EEM_rf,stoch,0.060315570262578715,2025-07-05T18:19:54.359233+00:00
EEM_rf,close_lag_7,0.051259534408245676,2025-07-05T18:19:54.359233+00:00
EEM_rf,macd_diff,0.045502291104349175,2025-07-05T18:19:54.359233+00:00
EEM_rf,volatility_5,0.016059273401732622,2025-07-05T18:19:54.359233+00:00
EEM_rf,std_50,0.034217209316480916,2025-07-05T18:19:54.359233+00:00
EEM_xgb,stl_resid,0.1055905669927597,2025-07-05T18:19:54.359233+00:00
EEM_xgb,stl_seasonal,0.08248737454414368,2025-07-05T18:19:54.359233+00:00
EEM_xgb,sin_year,0.09981795400381088,2025-07-05T18:19:54.359233+00:00
EEM_xgb,median_20,0.058496538549661636,2025-07-05T18:19:54.359233+00:00
EEM_xgb,max_5,0.06320729106664658,2025-07-05T18:19:54.359233+00:00
EEM_xgb,dom,0.05561143159866333,2025-07-05T18:19:54.359233+00:00
EEM_xgb,std_5,0.055529188364744186,2025-07-05T18:19:54.359233+00:00
EEM_xgb,std_10,0.06407186388969421,2025-07-05T18:19:54.359233+00:00
EEM_xgb,sin_month,0.05271423980593681,2025-07-05T18:19:54.359233+00:00
EEM_xgb,close_lag_14,0.055357590317726135,2025-07-05T18:19:54.359233+00:00
EEM_xgb,stoch,0.07175544649362564,2025-07-05T18:19:54.359233+00:00
EEM_xgb,close_lag_7,0.06467647850513458,2025-07-05T18:19:54.359233+00:00
EEM_xgb,macd_diff,0.0734344944357872,2025-07-05T18:19:54.359233+00:00
EEM_xgb,volatility_5,0.04730594530701637,2025-07-05T18:19:54.359233+00:00
EEM_xgb,std_50,0.04994361847639084,2025-07-05T18:19:54.359233+00:00
EEM_lgbm,stl_resid,170.0,2025-07-05T18:19:54.359233+00:00
EEM_lgbm,stl_seasonal,74.0,2025-07-05T18:19:54.359233+00:00
EEM_lgbm,sin_year,0.0,2025-07-05T18:19:54.359233+00:00
EEM_lgbm,median_20,1.0,2025-07-05T18:19:54.359233+00:00
EEM_lgbm,max_5,5.0,2025-07-05T18:19:54.359233+00:00
EEM_lgbm,dom,5.0,2025-07-05T18:19:54.359233+00:00
EEM_lgbm,std_5,10.0,2025-07-05T18:19:54.359233+00:00
EEM_lgbm,std_10,54.0,2025-07-05T18:19:54.359233+00:00
EEM_lgbm,sin_month,1.0,2025-07-05T18:19:54.359233+00:00
EEM_lgbm,close_lag_14,28.0,2025-07-05T18:19:54.359233+00:00
EEM_lgbm,stoch,66.0,2025-07-05T18:19:54.359233+00:00
EEM_lgbm,close_lag_7,22.0,2025-07-05T18:19:54.359233+00:00
EEM_lgbm,macd_diff,7.0,2025-07-05T18:19:54.359233+00:00
EEM_lgbm,volatility_5,0.0,2025-07-05T18:19:54.359233+00:00
EEM_lgbm,std_50,1.0,2025-07-05T18:19:54.359233+00:00
EEM_arima,const,0.004639644182920651,2025-07-05T18:19:54.359233+00:00
EEM_arima,ar.L1,-0.009053569711400306,2025-07-05T18:19:54.359233+00:00
EEM_arima,sigma2,0.2765050376122203,2025-07-05T18:19:54.359233+00:00
GLD_linreg,stl_resid,-0.506754943523016,2025-07-05T18:19:54.359233+00:00
GLD_linreg,Volume,-1.9641883566281862e-07,2025-07-05T18:19:54.359233+00:00
GLD_linreg,stl_seasonal,-0.6585302094911194,2025-07-05T18:19:54.359233+00:00
GLD_linreg,std_5,-0.012237431621078028,2025-07-05T18:19:54.359233+00:00
GLD_linreg,sin_quarter,0.0972211753227309,2025-07-05T18:19:54.359233+00:00
GLD_linreg,obv,1.431407786005747e-09,2025-07-05T18:19:54.359233+00:00
GLD_linreg,volatility_5,0.01207897060159457,2025-07-05T18:19:54.359233+00:00
GLD_linreg,stoch,0.0252083225258445,2025-07-05T18:19:54.359233+00:00
GLD_linreg,volatility_10,0.010195486256182253,2025-07-05T18:19:54.359233+00:00
GLD_linreg,sin_month,0.29624334430645427,2025-07-05T18:19:54.359233+00:00
GLD_linreg,std_10,0.3021048423226249,2025-07-05T18:19:54.359233+00:00
