model,feature,importance,run_date
BIMBOA.MX_linreg,High,-0.03068268376652096,2025-07-09T05:46:13.809461+00:00
BIMBOA.MX_linreg,std_20,-0.07900531098215967,2025-07-09T05:46:13.809461+00:00
BIMBOA.MX_linreg,Volume,-4.0694426867501535e-09,2025-07-09T05:46:13.809461+00:00
BIMBOA.MX_linreg,sin_quarter,0.13935321591283037,2025-07-09T05:46:13.809461+00:00
BIMBOA.MX_linreg,ema_50,0.01155036179128478,2025-07-09T05:46:13.809461+00:00
BIMBOA.MX_linreg,macd_diff,-0.24290337137394266,2025-07-09T05:46:13.809461+00:00
BIMBOA.MX_linreg,delta,-0.05374753538267389,2025-07-09T05:46:13.809461+00:00
BIMBOA.MX_linreg,stl_resid_90,0.1693371640908996,2025-07-09T05:46:13.809461+00:00
BIMBOA.MX_linreg,stl_seasonal_90,0.21655451340180892,2025-07-09T05:46:13.809461+00:00
BIMBOA.MX_linreg,stl_seasonal_30,-0.20940712082228896,2025-07-09T05:46:13.809461+00:00
BIMBOA.MX_linreg,sin_month,0.04915631854728873,2025-07-09T05:46:13.809461+00:00
BIMBOA.MX_linreg,norm_band_20,-0.008367541114871674,2025-07-09T05:46:13.809461+00:00
BIMBOA.MX_linreg,std_10,-0.07410572082177257,2025-07-09T05:46:13.809461+00:00
BIMBOA.MX_linreg,volatility_10,0.017349989290664305,2025-07-09T05:46:13.809461+00:00
BIMBOA.MX_rf,High,0.21468963462519647,2025-07-09T05:46:13.809461+00:00
BIMBOA.MX_rf,std_20,0.05654107954611443,2025-07-09T05:46:13.809461+00:00
BIMBOA.MX_rf,Volume,0.0669542086435986,2025-07-09T05:46:13.809461+00:00
BIMBOA.MX_rf,sin_quarter,0.04738262982986089,2025-07-09T05:46:13.809461+00:00
BIMBOA.MX_rf,ema_50,0.05993731189589146,2025-07-09T05:46:13.809461+00:00
BIMBOA.MX_rf,macd_diff,0.11057713445430843,2025-07-09T05:46:13.809461+00:00
BIMBOA.MX_rf,delta,0.06959387624889761,2025-07-09T05:46:13.809461+00:00
BIMBOA.MX_rf,stl_resid_90,0.06418435926300223,2025-07-09T05:46:13.809461+00:00
BIMBOA.MX_rf,stl_seasonal_90,0.0628873065907167,2025-07-09T05:46:13.809461+00:00
BIMBOA.MX_rf,stl_seasonal_30,0.05437094299562344,2025-07-09T05:46:13.809461+00:00
BIMBOA.MX_rf,sin_month,0.04708586639635697,2025-07-09T05:46:13.809461+00:00
BIMBOA.MX_rf,norm_band_20,0.06866514410366532,2025-07-09T05:46:13.809461+00:00
BIMBOA.MX_rf,std_10,0.054677083939500715,2025-07-09T05:46:13.809461+00:00
BIMBOA.MX_rf,volatility_10,0.022453421467266494,2025-07-09T05:46:13.809461+00:00
BIMBOA.MX_xgb,High,0.09909720718860626,2025-07-09T05:46:13.809461+00:00
BIMBOA.MX_xgb,std_20,0.078501857817173,2025-07-09T05:46:13.809461+00:00
BIMBOA.MX_xgb,Volume,0.07494089007377625,2025-07-09T05:46:13.809461+00:00
BIMBOA.MX_xgb,sin_quarter,0.06555716693401337,2025-07-09T05:46:13.809461+00:00
BIMBOA.MX_xgb,ema_50,0.049023114144802094,2025-07-09T05:46:13.809461+00:00
BIMBOA.MX_xgb,macd_diff,0.08410090953111649,2025-07-09T05:46:13.809461+00:00
BIMBOA.MX_xgb,delta,0.09511476010084152,2025-07-09T05:46:13.809461+00:00
BIMBOA.MX_xgb,stl_resid_90,0.06575798988342285,2025-07-09T05:46:13.809461+00:00
BIMBOA.MX_xgb,stl_seasonal_90,0.06111130490899086,2025-07-09T05:46:13.809461+00:00
BIMBOA.MX_xgb,stl_seasonal_30,0.0641554519534111,2025-07-09T05:46:13.809461+00:00
BIMBOA.MX_xgb,sin_month,0.06440433859825134,2025-07-09T05:46:13.809461+00:00
BIMBOA.MX_xgb,norm_band_20,0.07349970936775208,2025-07-09T05:46:13.809461+00:00
BIMBOA.MX_xgb,std_10,0.06596130132675171,2025-07-09T05:46:13.809461+00:00
BIMBOA.MX_xgb,volatility_10,0.0587739571928978,2025-07-09T05:46:13.809461+00:00
BIMBOA.MX_lgbm,High,38.0,2025-07-09T05:46:13.809461+00:00
BIMBOA.MX_lgbm,std_20,0.0,2025-07-09T05:46:13.809461+00:00
BIMBOA.MX_lgbm,Volume,28.0,2025-07-09T05:46:13.809461+00:00
BIMBOA.MX_lgbm,sin_quarter,0.0,2025-07-09T05:46:13.809461+00:00
BIMBOA.MX_lgbm,ema_50,0.0,2025-07-09T05:46:13.809461+00:00
BIMBOA.MX_lgbm,macd_diff,24.0,2025-07-09T05:46:13.809461+00:00
BIMBOA.MX_lgbm,delta,10.0,2025-07-09T05:46:13.809461+00:00
BIMBOA.MX_lgbm,stl_resid_90,3.0,2025-07-09T05:46:13.809461+00:00
BIMBOA.MX_lgbm,stl_seasonal_90,0.0,2025-07-09T05:46:13.809461+00:00
BIMBOA.MX_lgbm,stl_seasonal_30,0.0,2025-07-09T05:46:13.809461+00:00
BIMBOA.MX_lgbm,sin_month,0.0,2025-07-09T05:46:13.809461+00:00
BIMBOA.MX_lgbm,norm_band_20,4.0,2025-07-09T05:46:13.809461+00:00
BIMBOA.MX_lgbm,std_10,0.0,2025-07-09T05:46:13.809461+00:00
BIMBOA.MX_lgbm,volatility_10,8.0,2025-07-09T05:46:13.809461+00:00
BIMBOA.MX_arima,const,-0.04782223572465547,2025-07-09T05:46:13.809461+00:00
BIMBOA.MX_arima,ar.L1,-0.0524332053706838,2025-07-09T05:46:13.809461+00:00
BIMBOA.MX_arima,sigma2,1.644684340546888,2025-07-09T05:46:13.809461+00:00
CEMEXCPO.MX_linreg,kurt_20,-0.0019428245474569477,2025-07-09T05:46:13.809461+00:00
CEMEXCPO.MX_linreg,bb_width,0.034973521178990594,2025-07-09T05:46:13.809461+00:00
CEMEXCPO.MX_linreg,trend_line_60,-0.0330665693571655,2025-07-09T05:46:13.809461+00:00
CEMEXCPO.MX_linreg,macd_diff,-0.01668645389325077,2025-07-09T05:46:13.809461+00:00
CEMEXCPO.MX_linreg,skew_20,0.0119773481817138,2025-07-09T05:46:13.809461+00:00
CEMEXCPO.MX_linreg,stl_resid_90,0.0009652430556773642,2025-07-09T05:46:13.809461+00:00
CEMEXCPO.MX_linreg,q75_5,-0.05648697167145369,2025-07-09T05:46:13.809461+00:00
CEMEXCPO.MX_linreg,std_ratio_5_20,-0.04956605405732655,2025-07-09T05:46:13.809461+00:00
CEMEXCPO.MX_linreg,stl_seasonal_90,0.0036269185029926105,2025-07-09T05:46:13.809461+00:00
CEMEXCPO.MX_linreg,stl_resid_30,0.03721316345580532,2025-07-09T05:46:13.809461+00:00
CEMEXCPO.MX_linreg,std_50,0.003157499701315334,2025-07-09T05:46:13.809461+00:00
CEMEXCPO.MX_linreg,kurt_5,-0.007723762399692891,2025-07-09T05:46:13.809461+00:00
CEMEXCPO.MX_linreg,std_10,0.023374245280227118,2025-07-09T05:46:13.809461+00:00
CEMEXCPO.MX_linreg,stl_seasonal_30,-0.03825129643653527,2025-07-09T05:46:13.809461+00:00
CEMEXCPO.MX_rf,kurt_20,0.056403948435901165,2025-07-09T05:46:13.809461+00:00
CEMEXCPO.MX_rf,bb_width,0.045849246756851834,2025-07-09T05:46:13.809461+00:00
CEMEXCPO.MX_rf,trend_line_60,0.11741022279570813,2025-07-09T05:46:13.809461+00:00
CEMEXCPO.MX_rf,macd_diff,0.027791093825757028,2025-07-09T05:46:13.809461+00:00
CEMEXCPO.MX_rf,skew_20,0.052265175015728346,2025-07-09T05:46:13.809461+00:00
CEMEXCPO.MX_rf,stl_resid_90,0.07360444635568417,2025-07-09T05:46:13.809461+00:00
CEMEXCPO.MX_rf,q75_5,0.10853995825622938,2025-07-09T05:46:13.809461+00:00
CEMEXCPO.MX_rf,std_ratio_5_20,0.11766944885187487,2025-07-09T05:46:13.809461+00:00
CEMEXCPO.MX_rf,stl_seasonal_90,0.0633871772381567,2025-07-09T05:46:13.809461+00:00
CEMEXCPO.MX_rf,stl_resid_30,0.07643212272198827,2025-07-09T05:46:13.809461+00:00
CEMEXCPO.MX_rf,std_50,0.10908470366351383,2025-07-09T05:46:13.809461+00:00
CEMEXCPO.MX_rf,kurt_5,0.026920871863995652,2025-07-09T05:46:13.809461+00:00
CEMEXCPO.MX_rf,std_10,0.05441408729902568,2025-07-09T05:46:13.809461+00:00
CEMEXCPO.MX_rf,stl_seasonal_30,0.07022749691958514,2025-07-09T05:46:13.809461+00:00
CEMEXCPO.MX_xgb,kurt_20,0.05957050994038582,2025-07-09T05:46:13.809461+00:00
CEMEXCPO.MX_xgb,bb_width,0.05171266570687294,2025-07-09T05:46:13.809461+00:00
CEMEXCPO.MX_xgb,trend_line_60,0.09147696197032928,2025-07-09T05:46:13.809461+00:00
CEMEXCPO.MX_xgb,macd_diff,0.06746664643287659,2025-07-09T05:46:13.809461+00:00
CEMEXCPO.MX_xgb,skew_20,0.055499255657196045,2025-07-09T05:46:13.809461+00:00
CEMEXCPO.MX_xgb,stl_resid_90,0.057322677224874496,2025-07-09T05:46:13.809461+00:00
