model,feature,importance_mean,importance_std,importance_mean_minus_std,used_in_retrain,run_date
BIMBOA.MX_linreg,Adj Close,0.3679925340461032,0.10277805657371035,0.26521447747239285,1,2026-01-01T02:10:58.716572+00:00
BIMBOA.MX_linreg,High,0.07320257082163466,0.03516865919925457,0.03803391162238009,1,2026-01-01T02:10:58.716572+00:00
BIMBOA.MX_linreg,Low,0.19972788718771115,0.03154340457445931,0.16818448261325183,1,2026-01-01T02:10:58.716572+00:00
BIMBOA.MX_linreg,Open,0.0009462088321533279,0.007085742642275181,-0.006139533810121853,1,2026-01-01T02:10:58.716572+00:00
BIMBOA.MX_linreg,Volume,0.002913715474426404,0.0017027398164455958,0.001210975657980808,1,2026-01-01T02:10:58.716572+00:00
BIMBOA.MX_linreg,rsi,0.19213091429961054,0.05417572822910718,0.13795518607050336,1,2026-01-01T02:10:58.716572+00:00
BIMBOA.MX_linreg,sma_20,0.02476959581874798,0.008237806794331325,0.016531789024416654,1,2026-01-01T02:10:58.716572+00:00
BIMBOA.MX_linreg,sma_50,-0.00834645785757413,0.004634917737953002,-0.012981375595527131,0,2026-01-01T02:10:58.716572+00:00
BIMBOA.MX_linreg,macd,-0.002075770317492642,0.002643094227672664,-0.004718864545165307,0,2026-01-01T02:10:58.716572+00:00
BIMBOA.MX_linreg,macd_signal,-0.011427788070556,0.004265779879711364,-0.015693567950267363,0,2026-01-01T02:10:58.716572+00:00
BIMBOA.MX_linreg,macd_diff,-0.004782638312025922,0.003730786775027275,-0.008513425087053196,0,2026-01-01T02:10:58.716572+00:00
BIMBOA.MX_linreg,bb_bbm,0.024769595240919394,0.00823780660684198,0.016531788634077414,1,2026-01-01T02:10:58.716572+00:00
BIMBOA.MX_linreg,bb_bbh,0.2017162614271483,0.04785568822823129,0.153860573198917,1,2026-01-01T02:10:58.716572+00:00
BIMBOA.MX_linreg,bb_bbl,-0.013672671280535198,0.006431794115808508,-0.020104465396343706,0,2026-01-01T02:10:58.716572+00:00
BIMBOA.MX_linreg,bb_width,2.244877379626864e-05,1.2893857575969088e-05,9.554916220299552e-06,1,2026-01-01T02:10:58.716572+00:00
