ticker,model,pred,real,timestamp,pred_delta,real_delta,pred_inc,real_inc,direction,Predicted,is_earnings_day,is_macro_day,MAE,MSE,RMSE,MAPE,R2,EVS,residual
ORCL,_NaiveModel,187.5,176.27999877929688,2026-04-23 00:00:00,0.0,-11.220001220703123,0.0,-0.0598400065104166,False,2026-04-23,False,False,11.22,125.8884,11.22,0.0636,,1.0,11.220001220703125
PG,_NaiveModel,142.85000610351562,145.7100067138672,2026-04-23 00:00:00,0.0,2.8600006103515625,0.0,0.0200210044672947,False,2026-04-23,False,False,2.86,8.1796,2.86,0.0196,,1.0,-2.8600006103515625
PLTR,_NaiveModel,152.6199951171875,141.57000732421875,2026-04-23 00:00:00,0.0,-11.04998779296875,0.0,-0.0724019666262218,False,2026-04-23,False,False,11.05,122.1022,11.05,0.0781,,1.0,11.04998779296875
TSLA,_NaiveModel,387.510009765625,373.7200012207031,2026-04-23 00:00:00,0.0,-13.790008544921877,0.0,-0.0355861995752377,False,2026-04-23,False,False,13.79,190.1643,13.79,0.0369,,1.0,13.790008544921875
TSM,_NaiveModel,387.4400024414063,382.6600036621094,2026-04-23 00:00:00,0.0,-4.779998779296932,0.0,-0.012337390948731,False,2026-04-23,False,False,4.78,22.8484,4.78,0.0125,,1.0,4.779998779296932
UNH,_NaiveModel,353.5199890136719,354.5599975585937,2026-04-23 00:00:00,0.0,1.0400085449218182,0.0,0.0029418663081073,False,2026-04-23,False,False,1.04,1.0816,1.04,0.0029,,1.0,-1.0400085449218182
V,_NaiveModel,311.2900085449219,308.8800048828125,2026-04-23 00:00:00,0.0,-2.410003662109375,0.0,-0.0077419884864746,False,2026-04-23,False,False,2.41,5.8081,2.41,0.0078,,1.0,2.410003662109375
WMT,_NaiveModel,129.97999572753906,132.02999877929688,2026-04-23 00:00:00,0.0,2.0500030517578125,0.0,0.0157716811751169,False,2026-04-23,False,False,2.05,4.2025,2.05,0.0155,,1.0,-2.0500030517578125
XOM,_NaiveModel,149.5,150.52999877929688,2026-04-23 00:00:00,0.0,1.029998779296875,0.0,0.0068896239417851,False,2026-04-23,False,False,1.03,1.0609,1.03,0.0068,,1.0,-1.029998779296875
AAPL,_NaiveModel,266.1700134277344,273.1700134277344,2026-04-22 00:00:00,0.0,7.0,0.0,0.0262989805269725,False,2026-04-22,False,False,7.0,49.0,7.0,0.0256,,1.0,-7.0
AMD,_NaiveModel,284.489990234375,303.4599914550781,2026-04-22 00:00:00,0.0,18.970001220703125,0.0,0.0666807334946119,False,2026-04-22,False,False,18.97,359.8609,18.97,0.0625,,1.0,-18.970001220703125
AMZN,_NaiveModel,249.9100036621093,255.3600006103516,2026-04-22 00:00:00,-2.8421709430404014e-14,5.449996948242244,-1.1372777805578187e-16,0.0218078382953045,False,2026-04-22,False,False,5.45,29.7025,5.45,0.0213,,1.0,-5.449996948242301
ASML,_NaiveModel,1458.969970703125,1443.6600341796875,2026-04-22 00:00:00,0.0,-15.3099365234375,0.0,-0.0104936611656641,False,2026-04-22,False,False,15.3099,234.3942,15.3099,0.0106,,1.0,15.3099365234375
AVGO,_NaiveModel,402.1700134277344,422.6499938964844,2026-04-22 00:00:00,0.0,20.47998046875,0.0,0.0509236884525455,False,2026-04-22,False,False,20.48,419.4296,20.48,0.0485,,1.0,-20.47998046875
BRK-B,_NaiveModel,468.5,465.3999938964844,2026-04-22 00:00:00,0.0,-3.100006103515625,0.0,-0.0066168753543556,False,2026-04-22,False,False,3.1,9.61,3.1,0.0067,,1.0,3.100006103515625
CAT,_NaiveModel,800.4500122070312,808.8699951171875,2026-04-22 00:00:00,0.0,8.41998291015625,0.0,0.0105190615050905,False,2026-04-22,False,False,8.42,70.8961,8.42,0.0104,,1.0,-8.41998291015625
COST,_NaiveModel,1005.8099975585938,1003.7000122070312,2026-04-22 00:00:00,0.0,-2.1099853515625,0.0,-0.0020977971552122,False,2026-04-22,False,False,2.11,4.452,2.11,0.0021,,1.0,2.1099853515625
CRM,_NaiveModel,187.1100006103516,189.8000030517578,2026-04-22 00:00:00,0.0,2.6900024414062216,0.0,0.0143765829332021,False,2026-04-22,False,False,2.69,7.2361,2.69,0.0142,,1.0,-2.6900024414062216
GOOGL,_NaiveModel,332.2900085449219,339.32000732421875,2026-04-22 00:00:00,0.0,7.029998779296875,0.0,0.0211562147477163,False,2026-04-22,False,False,7.03,49.4209,7.03,0.0207,,1.0,-7.029998779296875
JNJ,_NaiveModel,226.1600036621093,226.1000061035156,2026-04-22 00:00:00,-2.8421709430404014e-14,-0.05999755859375,-1.2567080372384054e-16,-0.0002652881040954,True,2026-04-22,False,False,0.06,0.0036,0.06,0.0003,,1.0,0.05999755859369316
JPM,_NaiveModel,313.0,313.0199890136719,2026-04-22 00:00:00,0.0,0.019989013671875,0.0,6.386266348841854e-05,False,2026-04-22,False,False,0.02,0.0004,0.02,0.0001,,1.0,-0.019989013671875
LLY,_NaiveModel,903.02001953125,921.47998046875,2026-04-22 00:00:00,0.0,18.4599609375,0.0,0.0204424714161734,False,2026-04-22,False,False,18.46,340.7702,18.46,0.02,,1.0,-18.4599609375
LMT,_NaiveModel,571.9500122070312,555.4299926757812,2026-04-22 00:00:00,0.0,-16.52001953125,0.0,-0.028883677207214,False,2026-04-22,False,False,16.52,272.911,16.52,0.0297,,1.0,16.52001953125
MA,_NaiveModel,511.3500061035156,510.1600036621094,2026-04-22 00:00:00,0.0,-1.19000244140625,0.0,-0.0023271779157177,False,2026-04-22,False,False,1.19,1.4161,1.19,0.0023,,1.0,1.19000244140625
MCD,_NaiveModel,301.8399963378906,300.07000732421875,2026-04-22 00:00:00,0.0,-1.769989013671875,0.0,-0.0058639975985504,False,2026-04-22,False,False,1.77,3.1329,1.77,0.0059,,1.0,1.769989013671875
META,_NaiveModel,668.8400268554688,674.719970703125,2026-04-22 00:00:00,0.0,5.87994384765625,0.0,0.0087912559230353,False,2026-04-22,False,False,5.8799,34.5737,5.8799,0.0087,,1.0,-5.87994384765625
MRK,_NaiveModel,112.55999755859376,112.88999938964844,2026-04-22 00:00:00,0.0,0.3300018310546733,0.0,0.00293178605377,False,2026-04-22,False,False,0.33,0.1089,0.33,0.0029,,1.0,-0.3300018310546733
MSFT,_NaiveModel,424.1600036621094,432.9200134277344,2026-04-22 00:00:00,0.0,8.760009765625,0.0,0.0206526067757282,False,2026-04-22,False,False,8.76,76.7378,8.76,0.0202,,1.0,-8.760009765625
NEE,_NaiveModel,90.5999984741211,90.0,2026-04-22 00:00:00,0.0,-0.5999984741210938,0.0,-0.0066224998258965,False,2026-04-22,False,False,0.6,0.36,0.6,0.0067,,1.0,0.5999984741210938
NVDA,_NaiveModel,199.8800048828125,202.5,2026-04-22 00:00:00,0.0,2.6199951171875,0.0,0.0131078399699038,False,2026-04-22,False,False,2.62,6.8644,2.62,0.0129,,1.0,-2.6199951171875
ORCL,_NaiveModel,181.1699981689453,187.5,2026-04-22 00:00:00,0.0,6.330001831054688,0.0,0.0349395699896834,False,2026-04-22,False,False,6.33,40.0689,6.33,0.0338,,1.0,-6.3300018310546875
PG,_NaiveModel,142.32000732421875,142.85000610351562,2026-04-22 00:00:00,0.0,0.529998779296875,0.0,0.0037239934796341,False,2026-04-22,False,False,0.53,0.2809,0.53,0.0037,,1.0,-0.529998779296875
PLTR,_NaiveModel,145.97000122070312,152.6199951171875,2026-04-22 00:00:00,0.0,6.649993896484375,0.0,0.0455572641013391,False,2026-04-22,False,False,6.65,44.2224,6.65,0.0436,,1.0,-6.649993896484375
TSLA,_NaiveModel,386.4200134277344,387.510009765625,2026-04-22 00:00:00,0.0,1.089996337890625,0.0,0.0028207553957203,False,2026-04-22,False,False,1.09,1.1881,1.09,0.0028,,1.0,-1.089996337890625
TSM,_NaiveModel,368.0799865722656,387.4400024414063,2026-04-22 00:00:00,0.0,19.36001586914068,0.0,0.0525973064969662,False,2026-04-22,False,False,19.36,374.8102,19.36,0.05,,1.0,-19.360015869140682
UNH,_NaiveModel,346.010009765625,353.5199890136719,2026-04-22 00:00:00,0.0,7.509979248046875,0.0,0.021704514424695,False,2026-04-22,False,False,7.51,56.3998,7.51,0.0212,,1.0,-7.509979248046875
V,_NaiveModel,309.94000244140625,311.2900085449219,2026-04-22 00:00:00,0.0,1.350006103515625,0.0,0.0043557014031154,False,2026-04-22,False,False,1.35,1.8225,1.35,0.0043,,1.0,-1.350006103515625
WMT,_NaiveModel,129.60000610351562,129.97999572753906,2026-04-22 00:00:00,0.0,0.3799896240234375,0.0,0.002932018565801,False,2026-04-22,False,False,0.38,0.1444,0.38,0.0029,,1.0,-0.3799896240234375
XOM,_NaiveModel,148.36000061035156,149.5,2026-04-22 00:00:00,0.0,1.1399993896484375,0.0,0.0076840077174338,False,2026-04-22,False,False,1.14,1.2996,1.14,0.0076,,1.0,-1.1399993896484375
AAPL,_NaiveModel,273.04998779296875,266.1700134277344,2026-04-21 00:00:00,0.0,-6.879974365234375,0.0,-0.0251967576371066,False,2026-04-21,False,False,6.88,47.334,6.88,0.0258,,1.0,6.879974365234375
AMD,_NaiveModel,274.95001220703125,284.489990234375,2026-04-21 00:00:00,0.0,9.53997802734375,0.0,0.0346971362203845,False,2026-04-21,False,False,9.54,91.0112,9.54,0.0335,,1.0,-9.53997802734375
AMZN,_NaiveModel,248.27999877929688,249.91000366210932,2026-04-21 00:00:00,0.0,1.6300048828124716,0.0,0.0065651880571395,False,2026-04-21,False,False,1.63,2.6569,1.63,0.0065,,1.0,-1.6300048828124432
ASML,_NaiveModel,1476.5,1458.969970703125,2026-04-21 00:00:00,0.0,-17.530029296875,0.0,-0.011872691701236,False,2026-04-21,False,False,17.53,307.3019,17.53,0.012,,1.0,17.530029296875
AVGO,_NaiveModel,399.6300048828125,402.1700134277344,2026-04-21 00:00:00,0.0,2.540008544921875,0.0,0.0063559004926737,False,2026-04-21,False,False,2.54,6.4516,2.54,0.0063,,1.0,-2.540008544921875
BRK-B,_NaiveModel,472.0799865722656,468.5,2026-04-21 00:00:00,0.0,-3.579986572265625,0.0,-0.0075834322023681,False,2026-04-21,False,False,3.58,12.8163,3.58,0.0076,,1.0,3.579986572265625
CAT,_NaiveModel,798.4000244140625,800.4500122070312,2026-04-21 00:00:00,0.0,2.04998779296875,0.0,0.0025676199026587,False,2026-04-21,False,False,2.05,4.2024,2.05,0.0026,,1.0,-2.04998779296875
