Date,Open,High,Low,Close,ticker
2026-07-27,208.1999969482422,208.75,195.44000244140625,196.50999450683597,NVDA
2026-07-28,195.0,198.6999969482422,192.7400054931641,197.00999450683597,NVDA
2026-07-29,195.8500061035156,197.07000732421875,190.00999450683597,190.00999450683597,NVDA
2026-07-30,193.4499969482422,197.25,191.5200042724609,195.0399932861328,NVDA
2026-07-31,198.44000244140625,202.0,194.9499969482422,200.75,NVDA
2026-08-03,197.69000244140625,208.7400054931641,196.8500061035156,206.63999938964844,NVDA
2026-08-04,211.3000030517578,213.05999755859372,209.0500030517578,211.94000244140625,NVDA
2026-08-05,216.8600006103516,222.22000122070312,216.3999938964844,219.22000122070312,NVDA
2026-08-06,221.52999877929688,223.6300048828125,217.0,218.9900054931641,NVDA
2026-08-07,221.5399932861328,224.75999450683597,220.66000366210935,223.9600067138672,NVDA
2026-08-10,223.3999938964844,224.13999938964844,216.7700042724609,217.5500030517578,NVDA
2026-08-11,222.1699981689453,222.1999969482422,216.1999969482422,217.5,NVDA
2026-08-12,221.0399932861328,225.1000061035156,220.1999969482422,224.08999633789065,NVDA
2026-08-13,225.05999755859372,227.22999572753903,223.7100067138672,225.3000030517578,NVDA
2026-08-14,226.8000030517578,227.4900054931641,224.5,225.16000366210935,NVDA
2026-07-27,390.0799865722656,394.2000122070313,387.989990234375,389.1000061035156,MSFT
2026-07-28,393.1600036621094,400.3200073242188,391.2999877929688,393.3500061035156,MSFT
2026-07-29,393.3999938964844,401.25,388.739990234375,390.5400085449219,MSFT
2026-07-30,437.8999938964844,458.6900024414063,432.4400024414063,451.1000061035156,MSFT
2026-07-31,450.0,466.8399963378906,449.3299865722656,464.7200012207031,MSFT
2026-08-03,476.1300048828125,491.6499938964844,475.0,487.6499938964844,MSFT
2026-08-04,480.8999938964844,499.4400024414063,479.1700134277344,492.80999755859375,MSFT
2026-08-05,496.3599853515625,498.239990234375,485.6799926757813,487.4599914550781,MSFT
2026-08-06,488.5499877929688,501.55999755859375,488.5199890136719,499.8599853515625,MSFT
2026-08-07,499.2099914550781,505.1799926757813,498.7300109863281,499.989990234375,MSFT
2026-08-10,503.4400024414063,513.72998046875,502.2699890136719,506.05999755859375,MSFT
2026-08-11,504.3299865722656,505.3299865722656,499.5499877929688,503.80999755859375,MSFT
2026-08-12,499.989990234375,501.5,491.5199890136719,492.4299926757813,MSFT
2026-08-13,493.2699890136719,501.3399963378906,493.010009765625,496.8800048828125,MSFT
2026-08-14,496.3550109863281,500.010009765625,493.9249877929688,495.3999938964844,MSFT
2026-07-27,334.5400085449219,339.57000732421875,334.0199890136719,336.9100036621094,AAPL
2026-07-28,340.0299987792969,342.8900146484375,335.6000061035156,340.0799865722656,AAPL
2026-07-29,339.7300109863281,344.57000732421875,337.3500061035156,338.19000244140625,AAPL
2026-07-30,333.1000061035156,334.75,329.5899963378906,333.42999267578125,AAPL
2026-07-31,304.8099975585937,310.69000244140625,300.0,308.9100036621094,AAPL
2026-08-03,309.5799865722656,311.79998779296875,302.5599975585937,303.4200134277344,AAPL
2026-08-04,302.7300109863281,310.4200134277344,301.32000732421875,309.3800048828125,AAPL
2026-08-05,309.3599853515625,311.7099914550781,305.6700134277344,311.0,AAPL
2026-08-06,314.3399963378906,316.2900085449219,309.2300109863281,312.4100036621094,AAPL
2026-08-07,311.45001220703125,314.8099975585937,310.739990234375,313.3299865722656,AAPL
2026-08-10,306.8299865722656,308.260009765625,304.6099853515625,308.260009765625,AAPL
2026-08-11,307.75,309.9700012207031,302.7900085449219,304.9100036621094,AAPL
2026-08-12,305.1000061035156,305.6600036621094,300.57000732421875,302.25,AAPL
2026-08-13,304.2099914550781,306.0,302.04998779296875,305.260009765625,AAPL
2026-08-14,306.02801513671875,307.489990234375,304.29998779296875,305.92999267578125,AAPL
2026-07-27,325.0400085449219,330.4200134277344,324.45001220703125,326.5599975585937,GOOGL
2026-07-28,327.8999938964844,335.8800048828125,324.44000244140625,333.7099914550781,GOOGL
2026-07-29,334.6700134277344,342.5,331.6199951171875,336.7099914550781,GOOGL
2026-07-30,334.20001220703125,336.510009765625,330.3399963378906,333.6600036621094,GOOGL
2026-07-31,340.8299865722656,358.5799865722656,340.0,356.1300048828125,GOOGL
2026-08-03,365.4500122070313,376.6900024414063,363.3500061035156,373.510009765625,GOOGL
2026-08-04,368.2200012207031,380.5199890136719,367.5,377.6499938964844,GOOGL
2026-08-05,383.3399963378906,384.4800109863281,356.7699890136719,362.4299926757813,GOOGL
2026-08-06,360.7699890136719,364.1300048828125,356.8800048828125,357.75,GOOGL
2026-08-07,356.7200012207031,358.8999938964844,353.7799987792969,354.29998779296875,GOOGL
2026-08-10,355.17999267578125,357.6099853515625,352.7099914550781,357.5199890136719,GOOGL
2026-08-11,355.8900146484375,356.8099975585937,343.3900146484375,343.79998779296875,GOOGL
2026-08-12,346.3099975585937,346.4800109863281,340.8800048828125,343.5400085449219,GOOGL
2026-08-13,345.7699890136719,347.92999267578125,343.760009765625,346.3599853515625,GOOGL
2026-08-14,346.5400085449219,350.45001220703125,344.5,345.8999938964844,GOOGL
2026-07-27,235.6699981689453,235.88999938964844,230.9900054931641,231.38999938964844,AMZN
2026-07-28,232.8500061035156,233.1100006103516,228.1000061035156,230.8600006103516,AMZN
2026-07-29,229.32000732421875,232.82000732421875,226.16000366210935,226.6499938964844,AMZN
2026-07-30,233.3500061035156,239.82000732421875,231.05999755859372,235.5,AMZN
2026-07-31,265.0,273.2300109863281,262.010009765625,271.5799865722656,AMZN
2026-08-03,278.2900085449219,287.20001220703125,278.0,284.0199890136719,AMZN
2026-08-04,276.0599975585937,281.07000732421875,275.82000732421875,277.4200134277344,AMZN
2026-08-05,281.5899963378906,282.7900085449219,270.7300109863281,272.6499938964844,AMZN
2026-08-06,272.7699890136719,275.4800109863281,271.0599975585937,272.260009765625,AMZN
2026-08-07,272.8699951171875,278.3099975585937,272.75,274.4800109863281,AMZN
2026-08-10,274.010009765625,280.1400146484375,273.6000061035156,278.0899963378906,AMZN
2026-08-11,278.69000244140625,278.8399963378906,271.3599853515625,272.2699890136719,AMZN
2026-08-12,273.17999267578125,273.4599914550781,267.1000061035156,267.2799987792969,AMZN
2026-08-13,267.239990234375,269.5799865722656,264.7099914550781,265.1300048828125,AMZN
2026-08-14,264.875,265.8099975585937,262.4200134277344,262.6499938964844,AMZN
2026-07-27,607.219970703125,611.260009765625,593.1300048828125,593.8699951171875,META
2026-07-28,596.8200073242188,601.0,587.0,593.4099731445312,META
2026-07-29,593.25,599.969970703125,582.219970703125,585.6099853515625,META
2026-07-30,526.0,539.8800048828125,524.489990234375,539.030029296875,META
2026-07-31,543.5999755859375,558.3300170898438,540.219970703125,556.7100219726562,META
2026-08-03,562.239990234375,597.52001953125,559.3599853515625,590.239990234375,META
2026-08-04,581.5,592.7899780273438,578.25,587.9400024414062,META
2026-08-05,600.4600219726562,601.0,580.1199951171875,588.77001953125,META
2026-08-06,586.9500122070312,595.3099975585938,586.0,589.9000244140625,META
2026-08-07,585.6400146484375,598.739990234375,585.6199951171875,592.0999755859375,META
2026-08-10,599.1300048828125,608.2100219726562,592.030029296875,594.9199829101562,META
2026-08-11,598.0,612.4299926757812,593.4000244140625,599.1199951171875,META
2026-08-12,601.0700073242188,604.5,578.2100219726562,578.8499755859375,META
2026-08-13,580.7100219726562,595.8499755859375,579.3900146484375,594.969970703125,META
2026-08-14,596.97998046875,601.8599853515625,589.2899780273438,589.8499755859375,META
2026-07-27,389.8200073242188,389.8999938964844,373.5,383.2200012207031,AVGO
2026-07-28,374.3599853515625,385.7999877929688,371.5199890136719,380.9100036621094,AVGO
2026-07-29,380.6400146484375,386.1199951171875,369.510009765625,370.3200073242188,AVGO
2026-07-30,380.3500061035156,388.6799926757813,377.5400085449219,387.8399963378906,AVGO
2026-07-31,394.8299865722656,399.9200134277344,379.7099914550781,389.2799987792969,AVGO
2026-08-03,384.4100036621094,392.6099853515625,374.6099853515625,392.2300109863281,AVGO
2026-08-04,402.9700012207031,422.0700073242188,400.6799926757813,418.1600036621094,AVGO
2026-08-05,421.7000122070313,427.0,416.8900146484375,418.2799987792969,AVGO
2026-08-06,420.5499877929688,428.0299987792969,410.760009765625,420.5700073242188,AVGO
2026-08-07,428.3999938964844,430.8399963378906,421.6099853515625,427.760009765625,AVGO
