Date,Open,High,Low,Close,ticker
2026-08-10,426.989990234375,432.7300109863281,420.1600036621094,422.3999938964844,AVGO
2026-08-11,426.0700073242188,426.760009765625,413.2300109863281,416.0799865722656,AVGO
2026-08-12,426.260009765625,426.5,414.6099853515625,416.0499877929688,AVGO
2026-08-13,415.80999755859375,424.9200134277344,411.4100036621094,417.8200073242188,AVGO
2026-08-14,411.9599914550781,412.5,388.5,392.989990234375,AVGO
2026-07-27,406.0799865722656,407.4299926757813,388.7999877929688,399.0899963378906,TSM
2026-07-28,385.0,395.3599853515625,381.2999877929688,392.30999755859375,TSM
2026-07-29,388.0799865722656,391.25,372.7200012207031,374.6700134277344,TSM
2026-07-30,392.489990234375,406.7699890136719,387.6000061035156,403.30999755859375,TSM
2026-07-31,419.5,420.3500061035156,398.7999877929688,404.25,TSM
2026-08-03,400.5899963378906,407.4400024414063,398.2000122070313,406.1099853515625,TSM
2026-08-04,418.0,420.25,412.1099853515625,417.1700134277344,TSM
2026-08-05,419.3200073242188,426.2999877929688,413.0700073242188,414.0,TSM
2026-08-06,409.5400085449219,423.9100036621094,407.989990234375,418.2000122070313,TSM
2026-08-07,424.7900085449219,424.7900085449219,413.1000061035156,420.0400085449219,TSM
2026-08-10,420.3399963378906,425.8800048828125,416.0,418.4700012207031,TSM
2026-08-11,424.2000122070313,424.8999938964844,418.8699951171875,422.05999755859375,TSM
2026-08-12,432.6499938964844,433.2799987792969,427.0199890136719,429.1499938964844,TSM
2026-08-13,429.1499938964844,436.0400085449219,428.3900146484375,430.489990234375,TSM
2026-08-14,429.2000122070313,429.2698974609375,424.1000061035156,426.3500061035156,TSM
2026-07-27,1739.18994140625,1746.699951171875,1613.3399658203125,1655.260009765625,ASML
2026-07-28,1580.5,1599.8800048828125,1553.5799560546875,1582.949951171875,ASML
2026-07-29,1569.3900146484375,1621.4599609375,1530.6400146484375,1550.68994140625,ASML
2026-07-30,1645.0699462890625,1676.780029296875,1626.43994140625,1651.43994140625,ASML
2026-07-31,1683.3800048828125,1692.1500244140625,1624.7099609375,1629.0,ASML
2026-08-03,1609.68994140625,1655.199951171875,1582.0,1642.52001953125,ASML
2026-08-04,1700.0400390625,1717.56005859375,1686.010009765625,1711.8900146484375,ASML
2026-08-05,1700.4200439453125,1729.06005859375,1671.75,1678.219970703125,ASML
2026-08-06,1695.3900146484375,1735.530029296875,1672.1099853515625,1704.3699951171875,ASML
2026-08-07,1759.7099609375,1761.31005859375,1720.1099853515625,1740.989990234375,ASML
2026-08-10,1793.010009765625,1794.469970703125,1732.81005859375,1733.47998046875,ASML
2026-08-11,1793.9300537109375,1819.5899658203125,1778.3199462890625,1799.3800048828125,ASML
2026-08-12,1832.6300048828125,1845.0,1807.3800048828125,1810.0699462890625,ASML
2026-08-13,1819.0699462890625,1873.68994140625,1813.300048828125,1847.9000244140625,ASML
2026-08-14,1835.0400390625,1853.31494140625,1820.4100341796875,1844.0799560546875,ASML
2026-07-27,527.510009765625,528.0,476.9299926757813,494.9500122070313,AMD
2026-07-28,467.0,472.75,442.2699890136719,454.6199951171875,AMD
2026-07-29,452.6799926757813,457.2200012207031,424.0299987792969,429.55999755859375,AMD
2026-07-30,460.0,498.2000122070313,457.6799926757813,485.3900146484375,AMD
2026-07-31,510.2799987792969,515.6199951171875,475.760009765625,476.1499938964844,AMD
2026-08-03,461.7900085449219,490.9500122070313,455.2999877929688,484.6400146484375,AMD
2026-08-04,504.0,530.1300048828125,502.2000122070313,518.5800170898438,AMD
2026-08-05,484.5,502.0,478.2000122070313,482.0499877929688,AMD
2026-08-06,471.75,496.7200012207031,469.5,489.2799987792969,AMD
2026-08-07,497.9400024414063,498.989990234375,476.05999755859375,483.3599853515625,AMD
2026-08-10,477.0899963378906,483.3599853515625,469.2900085449219,469.55999755859375,AMD
2026-08-11,474.75,475.989990234375,463.2099914550781,474.3200073242188,AMD
2026-08-12,488.3200073242188,491.6900024414063,480.8800048828125,482.9299926757813,AMD
2026-08-13,483.0,497.989990234375,481.0,483.010009765625,AMD
2026-08-14,487.6000061035156,514.6699829101562,483.2000122070313,514.3900146484375,AMD
2026-07-27,118.0,121.98999786376952,116.8000030517578,119.9000015258789,ORCL
2026-07-28,118.18000030517578,122.33000183105467,114.5,119.95999908447266,ORCL
2026-07-29,119.41999816894533,121.91999816894533,116.1999969482422,117.73999786376952,ORCL
2026-07-30,122.87000274658205,128.33999633789062,121.58000183105467,127.55999755859376,ORCL
2026-07-31,130.07000732421875,132.39999389648438,125.6999969482422,129.8699951171875,ORCL
2026-08-03,131.9199981689453,143.07000732421875,130.2100067138672,141.85000610351562,ORCL
2026-08-04,141.00999450683594,148.6999969482422,141.00999450683594,145.74000549316406,ORCL
2026-08-05,145.0,146.38999938964844,142.5,144.38999938964844,ORCL
2026-08-06,139.25,146.5800018310547,138.72000122070312,143.47000122070312,ORCL
2026-08-07,145.32000732421875,147.16000366210938,142.33999633789062,147.02000427246094,ORCL
2026-08-10,148.25999450683594,151.99000549316406,146.6199951171875,151.0500030517578,ORCL
2026-08-11,151.1999969482422,151.99000549316406,144.24000549316406,145.47999572753906,ORCL
2026-08-12,152.80999755859375,154.88999938964844,147.88999938964844,153.27999877929688,ORCL
2026-08-13,151.97999572753906,159.25999450683594,151.91000366210938,156.22000122070312,ORCL
2026-08-14,155.83999633789062,156.38999938964844,148.8000946044922,150.52000427246094,ORCL
2026-07-27,126.15499877929688,132.41000366210938,125.30999755859376,131.52999877929688,PLTR
2026-07-28,125.83999633789062,127.19000244140624,117.88999938964844,123.52999877929688,PLTR
2026-07-29,124.0,127.27999877929688,122.4499969482422,123.0,PLTR
2026-07-30,121.13999938964844,123.66999816894533,120.2699966430664,122.26000213623048,PLTR
2026-07-31,122.29000091552734,123.38999938964844,119.62000274658205,123.05999755859376,PLTR
2026-08-03,126.6999969482422,126.96499633789062,123.65699768066406,125.6500015258789,PLTR
2026-08-04,145.14500427246094,164.52000427246094,143.27999877929688,162.66000366210938,PLTR
2026-08-05,162.0,166.0800018310547,158.25,158.42999267578125,PLTR
2026-08-06,155.8699951171875,158.0,152.6999969482422,155.9199981689453,PLTR
2026-08-07,160.07000732421875,172.41000366210938,159.9600067138672,172.00999450683594,PLTR
2026-08-10,171.00999450683594,179.60000610351562,170.8699951171875,175.22999572753906,PLTR
2026-08-11,174.17999267578125,177.94000244140625,172.72000122070312,174.94000244140625,PLTR
2026-08-12,174.07000732421875,175.08999633789062,168.33999633789062,171.0399932861328,PLTR
2026-08-13,173.39999389648438,179.91000366210938,172.3300018310547,179.00999450683594,PLTR
2026-08-14,179.52000427246094,180.17999267578125,173.8000030517578,174.0399932861328,PLTR
2026-07-27,168.0,176.9499969482422,167.13999938964844,173.60000610351562,CRM
2026-07-28,176.91000366210938,184.5399932861328,176.91000366210938,181.5,CRM
2026-07-29,182.00999450683597,190.17999267578125,182.00999450683597,188.3800048828125,CRM
2026-07-30,180.9900054931641,182.50999450683597,175.89999389648438,180.7100067138672,CRM
2026-07-31,177.6999969482422,184.4499969482422,177.02999877929688,184.0200042724609,CRM
2026-08-03,188.9900054931641,193.6999969482422,185.8999938964844,185.9499969482422,CRM
2026-08-04,183.08999633789065,191.2899932861328,183.0,190.9900054931641,CRM
2026-08-05,193.27999877929688,194.94000244140625,190.42999267578125,192.97999572753903,CRM
2026-08-06,183.44000244140625,187.0200042724609,183.0,186.7700042724609,CRM
2026-08-07,191.08999633789065,194.6999969482422,190.6000061035156,192.7400054931641,CRM
2026-08-10,190.1699981689453,198.17999267578125,190.0,197.50999450683597,CRM
2026-08-11,196.94000244140625,199.38999938964844,195.5,197.47000122070312,CRM
2026-08-12,192.0,196.5,191.77999877929688,193.32000732421875,CRM
2026-08-13,196.83999633789065,202.9900054931641,191.38999938964844,201.3699951171875,CRM
2026-08-14,202.75,204.3999938964844,195.32000732421875,196.2100067138672,CRM
2026-07-27,313.239990234375,317.0,304.2799987792969,309.2200012207031,TSLA
2026-07-28,305.92999267578125,311.1600036621094,300.69000244140625,307.44000244140625,TSLA
2026-07-29,307.1400146484375,309.0599975585937,297.3800048828125,298.32000732421875,TSLA
2026-07-30,302.70001220703125,310.8699951171875,301.3299865722656,308.8500061035156,TSLA
2026-07-31,309.69000244140625,315.5,301.9700012207031,311.2099914550781,TSLA
2026-08-03,310.9599914550781,324.6499938964844,310.42999267578125,322.0799865722656,TSLA
2026-08-04,324.0,329.57000732421875,320.7900085449219,327.3500061035156,TSLA
2026-08-05,323.4200134277344,327.1400146484375,320.2799987792969,321.54998779296875,TSLA
2026-08-06,317.04998779296875,323.0,315.5199890136719,319.5299987792969,TSLA
2026-08-07,322.3399963378906,333.7300109863281,321.25,328.5799865722656,TSLA
2026-08-10,326.6000061035156,332.04998779296875,326.1499938964844,330.8800048828125,TSLA
2026-08-11,332.79998779296875,336.20001220703125,329.5299987792969,332.8099975585937,TSLA
2026-08-12,335.0,335.5,323.6400146484375,327.510009765625,TSLA
2026-08-13,327.20001220703125,341.6400146484375,325.239990234375,339.9599914550781,TSLA
2026-08-14,342.3299865722656,351.260009765625,335.3305969238281,342.2699890136719,TSLA
2026-07-27,1201.0,1205.050048828125,1183.449951171875,1197.530029296875,LLY
2026-07-28,1217.5999755859375,1232.0,1205.010009765625,1220.6600341796875,LLY
2026-07-29,1215.1800537109375,1229.18994140625,1204.800048828125,1210.02001953125,LLY
2026-07-30,1174.030029296875,1186.6500244140625,1153.1400146484375,1154.969970703125,LLY
2026-07-31,1148.510009765625,1150.6300048828125,1119.0,1148.8399658203125,LLY
2026-08-03,1152.0,1161.93994140625,1109.1500244140625,1121.3599853515625,LLY
2026-08-04,1117.3800048828125,1135.8299560546875,1109.1600341796875,1115.6800537109375,LLY
2026-08-05,1174.0,1216.93994140625,1138.4300537109375,1169.8599853515625,LLY
2026-08-06,1196.550048828125,1230.8800048828125,1173.5,1191.93994140625,LLY
2026-08-07,1188.0,1196.800048828125,1161.199951171875,1185.7099609375,LLY
2026-08-10,1185.010009765625,1231.93994140625,1184.4100341796875,1231.93994140625,LLY
2026-08-11,1230.6500244140625,1238.0,1209.530029296875,1215.02001953125,LLY
2026-08-12,1201.72998046875,1226.5,1191.0799560546875,1220.280029296875,LLY
2026-08-13,1238.300048828125,1240.0999755859375,1206.0,1209.0,LLY
2026-08-14,1194.010009765625,1199.0,1171.195556640625,1180.1600341796875,LLY
2026-07-27,422.510009765625,422.8800048828125,412.5400085449219,417.6400146484375,UNH
2026-07-28,419.9299926757813,430.4599914550781,415.1099853515625,428.7900085449219,UNH
2026-07-29,428.260009765625,431.6799926757813,420.3500061035156,420.5700073242188,UNH
2026-07-30,415.1900024414063,427.3399963378906,411.2900085449219,421.4700012207031,UNH
2026-07-31,422.0,422.80999755859375,414.05999755859375,414.3999938964844,UNH
2026-08-03,417.4299926757813,419.3399963378906,413.3200073242188,415.3599853515625,UNH
2026-08-04,415.55999755859375,416.0,406.6700134277344,407.5499877929688,UNH
2026-08-05,403.1900024414063,416.3599853515625,397.7999877929688,412.75,UNH
2026-08-06,415.2699890136719,416.9700012207031,402.3999938964844,403.9700012207031,UNH
2026-08-07,401.5899963378906,410.6400146484375,400.6600036621094,407.0799865722656,UNH
2026-08-10,408.6000061035156,413.0700073242188,407.989990234375,408.739990234375,UNH
2026-08-11,409.0,410.8999938964844,401.3200073242188,402.1900024414063,UNH
2026-08-12,400.9800109863281,407.2000122070313,400.5,405.5899963378906,UNH
2026-08-13,405.5899963378906,407.3200073242188,398.5899963378906,399.05999755859375,UNH
2026-08-14,398.0,403.1799926757813,396.55999755859375,401.7300109863281,UNH
2026-07-27,131.00999450683594,132.52999877929688,130.4499969482422,130.75999450683594,MRK
2026-07-28,132.8800048828125,135.0500030517578,131.13999938964844,131.82000732421875,MRK
2026-07-29,132.3699951171875,132.69000244140625,129.64999389648438,130.36000061035156,MRK
2026-07-30,128.1999969482422,130.2100067138672,127.25,129.7899932861328,MRK
2026-07-31,128.9199981689453,131.0399932861328,128.13999938964844,130.1999969482422,MRK
2026-08-03,129.8699951171875,131.47000122070312,126.72000122070312,127.7699966430664,MRK
2026-08-04,128.4600067138672,129.99000549316406,126.22000122070312,128.0,MRK
2026-08-05,129.41000366210938,131.08999633789062,127.55999755859376,128.3300018310547,MRK
2026-08-06,130.9600067138672,131.0800018310547,127.8000030517578,128.3699951171875,MRK
2026-08-07,127.83999633789062,128.75,126.68000030517578,128.5800018310547,MRK
2026-08-10,128.2899932861328,130.97999572753906,128.24000549316406,130.9199981689453,MRK
2026-08-11,129.92999267578125,132.83999633789062,129.6999969482422,130.4199981689453,MRK
2026-08-12,130.25,134.05999755859375,128.91000366210938,132.9199981689453,MRK
2026-08-13,133.86000061035156,135.67999267578125,133.05999755859375,135.5500030517578,MRK
2026-08-14,134.42999267578125,135.97000122070312,133.39999389648438,135.83999633789062,MRK
2026-07-27,262.54998779296875,268.79998779296875,261.3500061035156,265.95001220703125,JNJ
2026-07-28,270.0,274.8999938964844,266.17999267578125,266.7300109863281,JNJ
2026-07-29,268.5,269.3399963378906,264.7900085449219,265.5299987792969,JNJ
2026-07-30,259.0299987792969,260.5199890136719,254.55999755859372,255.82000732421875,JNJ
2026-07-31,256.010009765625,258.4800109863281,253.2899932861328,256.3500061035156,JNJ
2026-08-03,254.97000122070312,257.75,250.91000366210935,254.41000366210935,JNJ
2026-08-04,254.41000366210935,255.5200042724609,250.44000244140625,254.92999267578125,JNJ
2026-08-05,255.25,259.32000732421875,254.47000122070312,257.5899963378906,JNJ
2026-08-06,261.7099914550781,262.1099853515625,255.27999877929688,256.9800109863281,JNJ
2026-08-07,255.88999938964844,259.6000061035156,255.1199951171875,259.239990234375,JNJ
2026-08-10,259.0599975585937,262.0,258.54998779296875,261.8099975585937,JNJ
2026-08-11,261.2300109863281,264.1499938964844,258.3599853515625,259.79998779296875,JNJ
2026-08-12,256.0,261.4100036621094,255.25999450683597,260.8599853515625,JNJ
2026-08-13,261.7300109863281,262.6199951171875,259.6499938964844,262.0799865722656,JNJ
2026-08-14,260.6499938964844,261.7099914550781,259.1600036621094,260.3500061035156,JNJ
2026-07-27,357.8900146484375,359.04998779296875,352.5799865722656,356.20001220703125,JPM
2026-07-28,357.29998779296875,359.29998779296875,354.1499938964844,357.3099975585937,JPM
2026-07-29,356.5,357.3699951171875,343.7799987792969,344.7099914550781,JPM
2026-07-30,347.5400085449219,352.2799987792969,345.3699951171875,350.8500061035156,JPM
2026-07-31,353.29998779296875,354.4700012207031,349.70001220703125,351.7900085449219,JPM
2026-08-03,353.75,355.6199951171875,350.8399963378906,352.6400146484375,JPM
2026-08-04,355.0,363.0,353.8699951171875,357.5199890136719,JPM
2026-08-05,358.9700012207031,362.1700134277344,358.20001220703125,359.239990234375,JPM
2026-08-06,362.80999755859375,362.80999755859375,354.95001220703125,356.29998779296875,JPM
2026-08-07,355.760009765625,358.8500061035156,353.3299865722656,357.5199890136719,JPM
2026-08-10,357.9599914550781,359.989990234375,356.5,359.7900085449219,JPM
2026-08-11,360.04998779296875,363.1199951171875,358.6000061035156,362.0400085449219,JPM
2026-08-12,362.9700012207031,366.0899963378906,361.2999877929688,365.1799926757813,JPM
2026-08-13,366.5,366.5,361.5199890136719,363.1099853515625,JPM
2026-08-14,363.0,365.8800048828125,361.4500122070313,362.8399963378906,JPM
2026-07-27,359.3500061035156,363.6600036621094,358.25,362.5299987792969,V
2026-07-28,365.05999755859375,371.1600036621094,362.7300109863281,366.5899963378906,V
2026-07-29,357.0,373.9700012207031,355.4800109863281,368.7300109863281,V
2026-07-30,365.0,367.0,360.75,366.2699890136719,V
2026-07-31,363.760009765625,366.8800048828125,360.1000061035156,366.1300048828125,V
2026-08-03,368.5,371.9700012207031,364.3500061035156,365.6700134277344,V
2026-08-04,361.760009765625,371.1099853515625,360.0899963378906,369.5899963378906,V
2026-08-05,372.2999877929688,372.3999938964844,366.7200012207031,368.5400085449219,V
2026-08-06,369.5700073242188,371.1000061035156,365.25,370.4700012207031,V
2026-08-07,368.510009765625,370.25,361.5199890136719,362.5,V
2026-08-10,362.0,364.1700134277344,358.8699951171875,361.3200073242188,V
2026-08-11,360.9800109863281,364.5499877929688,359.9700012207031,362.8200073242188,V
2026-08-12,361.0,363.3500061035156,358.3099975585937,359.4200134277344,V
2026-08-13,363.7000122070313,365.4500122070313,358.7099914550781,365.4500122070313,V
2026-08-14,365.8900146484375,366.7999877929688,362.7699890136719,364.1499938964844,V
2026-07-27,543.1799926757812,553.8900146484375,542.02001953125,551.7100219726562,MA
2026-07-28,561.030029296875,564.6099853515625,557.4299926757812,562.75,MA
2026-07-29,555.0599975585938,569.989990234375,554.9199829101562,563.3200073242188,MA
2026-07-30,577.3599853515625,582.6199951171875,567.6300048828125,577.3499755859375,MA
2026-07-31,567.6799926757812,575.4199829101562,563.4199829101562,573.0999755859375,MA
2026-08-03,580.0,583.7100219726562,570.780029296875,570.969970703125,MA
2026-08-04,566.989990234375,573.3499755859375,564.0,571.0999755859375,MA
2026-08-05,575.739990234375,578.260009765625,568.5999755859375,570.47998046875,MA
2026-08-06,573.2100219726562,576.3599853515625,566.3699951171875,575.9500122070312,MA
2026-08-07,572.5700073242188,572.989990234375,561.6199951171875,562.9500122070312,MA
2026-08-10,561.1099853515625,566.77001953125,559.3599853515625,563.1699829101562,MA
2026-08-11,562.7100219726562,567.6300048828125,560.0,561.4400024414062,MA
2026-08-12,557.5599975585938,563.5499877929688,556.0599975585938,559.72998046875,MA
2026-08-13,565.6099853515625,568.280029296875,557.7000122070312,567.0399780273438,MA
2026-08-14,567.9500122070312,570.6500244140625,564.4349975585938,569.2899780273438,MA
2026-07-27,497.25,498.7699890136719,493.9700012207031,497.1799926757813,BRK-B
2026-07-28,500.3299865722656,513.4400024414062,499.5,512.3699951171875,BRK-B
2026-07-29,511.4400024414063,513.3599853515625,507.2000122070313,509.1600036621094,BRK-B
2026-07-30,505.9800109863281,509.9100036621094,501.2699890136719,509.6799926757813,BRK-B
2026-07-31,508.989990234375,513.030029296875,506.7000122070313,511.5400085449219,BRK-B
2026-08-03,514.9299926757812,520.6699829101562,510.8299865722656,513.1400146484375,BRK-B
2026-08-04,512.0700073242188,517.77001953125,508.80999755859375,517.219970703125,BRK-B
2026-08-05,519.0,519.77001953125,512.2000122070312,518.8499755859375,BRK-B
2026-08-06,524.1099853515625,525.4400024414062,517.2100219726562,524.6099853515625,BRK-B
2026-08-07,520.260009765625,521.989990234375,517.4299926757812,521.7999877929688,BRK-B
2026-08-10,524.5999755859375,537.739990234375,523.0,529.4199829101562,BRK-B
2026-08-11,528.760009765625,530.2999877929688,515.6500244140625,516.3800048828125,BRK-B
2026-08-12,513.97998046875,514.3800048828125,507.9599914550781,510.0,BRK-B
2026-08-13,511.2900085449219,512.010009765625,505.55999755859375,506.9299926757813,BRK-B
2026-08-14,507.2349853515625,509.1600036621094,503.7699890136719,504.0299987792969,BRK-B
2026-07-27,109.91999816894533,112.51000213623048,109.88999938964844,111.73999786376952,WMT
2026-07-28,113.95999908447266,116.02999877929688,112.83999633789062,113.0999984741211,WMT
2026-07-29,113.2300033569336,114.69000244140624,112.4499969482422,114.22000122070312,WMT
2026-07-30,111.61000061035156,113.02999877929688,110.44000244140624,111.0999984741211,WMT
2026-07-31,110.5199966430664,111.91000366210938,109.88999938964844,111.1999969482422,WMT
2026-08-03,113.0999984741211,113.29000091552734,110.16000366210938,110.70999908447266,WMT
