date,ticker,best_model,strategy_score,action,ret_1d,ret_5d,ret_20d,result_5d,pred_ARIMAModel,pred_LGBMRegressor,pred_LSTM,pred_RandomForestRegressor,pred_Ridge,pred_XGBRegressor,pred__NaiveModel
2026-06-19,AAPL,_NaiveModel,0.0,HOLD,0.00%,N/D,N/D,Pendiente,-,-,-,-,-,-,NEUTRO
2026-06-19,AMD,_NaiveModel,0.0,HOLD,0.00%,N/D,N/D,Pendiente,-,-,-,-,-,-,NEUTRO
2026-06-19,AMZN,_NaiveModel,0.0,HOLD,0.00%,N/D,N/D,Pendiente,-,-,-,-,-,-,NEUTRO
2026-06-19,ASML,_NaiveModel,0.0,HOLD,0.00%,N/D,N/D,Pendiente,-,-,-,-,-,-,NEUTRO
2026-06-19,AVGO,_NaiveModel,0.0,HOLD,0.00%,N/D,N/D,Pendiente,-,-,-,-,-,-,NEUTRO
2026-06-19,BRK-B,_NaiveModel,0.0,HOLD,0.00%,N/D,N/D,Pendiente,-,-,-,-,-,-,NEUTRO
2026-06-19,CAT,_NaiveModel,0.0,HOLD,0.00%,N/D,N/D,Pendiente,-,-,-,-,-,-,NEUTRO
2026-06-19,COST,_NaiveModel,0.0,HOLD,0.00%,N/D,N/D,Pendiente,-,-,-,-,-,-,NEUTRO
2026-06-19,CRM,_NaiveModel,0.0,HOLD,0.00%,N/D,N/D,Pendiente,-,-,-,-,-,-,NEUTRO
2026-06-19,GOOGL,_NaiveModel,0.0,HOLD,0.00%,N/D,N/D,Pendiente,-,-,-,-,-,-,NEUTRO
2026-06-19,JNJ,_NaiveModel,0.0,HOLD,0.00%,N/D,N/D,Pendiente,-,-,-,-,-,-,NEUTRO
2026-06-19,JPM,_NaiveModel,0.0,HOLD,0.00%,N/D,N/D,Pendiente,-,-,-,-,-,-,NEUTRO
2026-06-19,LLY,_NaiveModel,0.0,HOLD,0.00%,N/D,N/D,Pendiente,-,-,-,-,-,-,NEUTRO
2026-06-19,LMT,_NaiveModel,0.0,HOLD,0.00%,N/D,N/D,Pendiente,-,-,-,-,-,-,NEUTRO
2026-06-19,MA,_NaiveModel,0.0,HOLD,0.00%,N/D,N/D,Pendiente,-,-,-,-,-,-,NEUTRO
2026-06-19,MCD,_NaiveModel,0.0,HOLD,0.00%,N/D,N/D,Pendiente,-,-,-,-,-,-,NEUTRO
2026-06-19,META,_NaiveModel,0.0,HOLD,0.00%,N/D,N/D,Pendiente,-,-,-,-,-,-,NEUTRO
2026-06-19,MRK,_NaiveModel,0.0,HOLD,0.00%,N/D,N/D,Pendiente,-,-,-,-,-,-,NEUTRO
2026-06-19,MSFT,_NaiveModel,0.0,HOLD,0.00%,N/D,N/D,Pendiente,-,-,-,-,-,-,NEUTRO
2026-06-19,NEE,_NaiveModel,0.0,HOLD,0.00%,N/D,N/D,Pendiente,-,-,-,-,-,-,NEUTRO
2026-06-19,NVDA,_NaiveModel,0.0,HOLD,0.00%,N/D,N/D,Pendiente,-,-,-,-,-,-,NEUTRO
2026-06-19,ORCL,_NaiveModel,0.0,HOLD,0.00%,N/D,N/D,Pendiente,-,-,-,-,-,-,NEUTRO
2026-06-19,PG,_NaiveModel,0.0,HOLD,0.00%,N/D,N/D,Pendiente,-,-,-,-,-,-,NEUTRO
2026-06-19,PLTR,_NaiveModel,0.0,HOLD,0.00%,N/D,N/D,Pendiente,-,-,-,-,-,-,NEUTRO
2026-06-19,TSLA,_NaiveModel,0.0,HOLD,0.00%,N/D,N/D,Pendiente,-,-,-,-,-,-,NEUTRO
2026-06-19,TSM,_NaiveModel,0.0,HOLD,0.00%,N/D,N/D,Pendiente,-,-,-,-,-,-,NEUTRO
2026-06-19,UNH,_NaiveModel,0.0,HOLD,0.00%,N/D,N/D,Pendiente,-,-,-,-,-,-,NEUTRO
2026-06-19,V,_NaiveModel,0.0,HOLD,0.00%,N/D,N/D,Pendiente,-,-,-,-,-,-,NEUTRO
2026-06-19,WMT,_NaiveModel,0.0,HOLD,0.00%,N/D,N/D,Pendiente,-,-,-,-,-,-,NEUTRO
2026-06-19,XOM,_NaiveModel,0.0,HOLD,0.00%,N/D,N/D,Pendiente,-,-,-,-,-,-,NEUTRO
2026-06-18,AAPL,_NaiveModel,0.0,HOLD,0.70%,0.36%,N/D,Acierto,-,-,-,-,-,-,NEUTRO
2026-06-18,AMD,_NaiveModel,0.0,HOLD,4.86%,7.64%,N/D,Fallo,-,-,-,-,-,-,NEUTRO
2026-06-18,AMZN,_NaiveModel,0.0,HOLD,2.90%,-1.98%,N/D,Fallo,-,-,-,-,-,-,NEUTRO
2026-06-18,ASML,_NaiveModel,0.0,HOLD,3.31%,3.29%,N/D,Fallo,-,-,-,-,-,-,NEUTRO
2026-06-18,AVGO,_NaiveModel,0.0,HOLD,4.70%,-0.20%,N/D,Acierto,-,-,-,-,-,-,NEUTRO
2026-06-18,BRK-B,_NaiveModel,0.0,HOLD,-0.37%,-0.53%,N/D,Acierto,-,-,-,-,-,-,NEUTRO
2026-06-18,CAT,_NaiveModel,0.0,HOLD,3.13%,6.94%,N/D,Fallo,-,-,-,-,-,-,NEUTRO
2026-06-18,COST,_NaiveModel,0.0,HOLD,-1.46%,-1.47%,N/D,Fallo,-,-,-,-,-,-,NEUTRO
2026-06-18,CRM,_NaiveModel,0.0,HOLD,-2.09%,-3.16%,N/D,Fallo,-,-,-,-,-,-,NEUTRO
2026-06-18,GOOGL,_NaiveModel,0.0,HOLD,1.17%,-3.88%,N/D,Fallo,-,-,-,-,-,-,NEUTRO
2026-06-18,JNJ,_NaiveModel,0.0,HOLD,-2.48%,-1.24%,N/D,Fallo,-,-,-,-,-,-,NEUTRO
2026-06-18,JPM,_NaiveModel,0.0,HOLD,-2.47%,-0.59%,N/D,Acierto,-,-,-,-,-,-,NEUTRO
2026-06-18,LLY,_NaiveModel,0.0,HOLD,-1.21%,-0.89%,N/D,Acierto,-,-,-,-,-,-,NEUTRO
2026-06-18,LMT,_NaiveModel,0.0,HOLD,-4.01%,-7.27%,N/D,Fallo,-,-,-,-,-,-,NEUTRO
2026-06-18,MA,_NaiveModel,0.0,HOLD,-0.65%,-1.81%,N/D,Fallo,-,-,-,-,-,-,NEUTRO
2026-06-18,MCD,_NaiveModel,0.0,HOLD,-1.84%,-4.83%,N/D,Fallo,-,-,-,-,-,-,NEUTRO
2026-06-18,META,_NaiveModel,0.0,HOLD,1.70%,-0.66%,N/D,Acierto,-,-,-,-,-,-,NEUTRO
2026-06-18,MRK,_NaiveModel,0.0,HOLD,-1.36%,0.03%,N/D,Acierto,-,-,-,-,-,-,NEUTRO
2026-06-18,MSFT,_NaiveModel,0.0,HOLD,0.13%,-3.05%,N/D,Fallo,-,-,-,-,-,-,NEUTRO
2026-06-18,NEE,_NaiveModel,0.0,HOLD,1.19%,0.41%,N/D,Acierto,-,-,-,-,-,-,NEUTRO
2026-06-18,NVDA,_NaiveModel,0.0,HOLD,2.95%,1.95%,N/D,Fallo,-,-,-,-,-,-,NEUTRO
2026-06-18,ORCL,_NaiveModel,0.0,HOLD,0.41%,-4.61%,N/D,Fallo,-,-,-,-,-,-,NEUTRO
2026-06-18,PG,_NaiveModel,0.0,HOLD,-0.12%,-1.91%,N/D,Fallo,-,-,-,-,-,-,NEUTRO
2026-06-18,PLTR,_NaiveModel,0.0,HOLD,-1.65%,-8.52%,N/D,Fallo,-,-,-,-,-,-,NEUTRO
2026-06-18,TSLA,_NaiveModel,0.0,HOLD,1.04%,2.19%,N/D,Fallo,-,-,-,-,-,-,NEUTRO
2026-06-18,TSM,_NaiveModel,0.0,HOLD,6.94%,8.22%,N/D,Fallo,-,-,-,-,-,-,NEUTRO
2026-06-18,UNH,_NaiveModel,0.0,HOLD,0.36%,1.79%,N/D,Fallo,-,-,-,-,-,-,NEUTRO
2026-06-18,V,_NaiveModel,0.0,HOLD,-0.95%,-1.14%,N/D,Fallo,-,-,-,-,-,-,NEUTRO
2026-06-18,WMT,_NaiveModel,0.0,HOLD,-0.80%,-0.80%,N/D,Acierto,-,-,-,-,-,-,NEUTRO
2026-06-18,XOM,_NaiveModel,0.0,HOLD,-2.08%,-1.61%,N/D,Fallo,-,-,-,-,-,-,NEUTRO
2026-06-17,AAPL,_NaiveModel,0.0,HOLD,-1.10%,-0.41%,N/D,Acierto,-,-,-,-,-,-,NEUTRO
2026-06-17,AMD,_NaiveModel,0.0,HOLD,1.02%,5.93%,N/D,Fallo,-,-,-,-,-,-,NEUTRO
2026-06-17,AMZN,_NaiveModel,0.0,HOLD,-3.46%,-0.65%,N/D,Acierto,-,-,-,-,-,-,NEUTRO
2026-06-17,ASML,_NaiveModel,0.0,HOLD,3.54%,6.97%,N/D,Fallo,-,-,-,-,-,-,NEUTRO
2026-06-17,AVGO,_NaiveModel,0.0,HOLD,4.30%,9.20%,N/D,Fallo,-,-,-,-,-,-,NEUTRO
2026-06-17,BRK-B,_NaiveModel,0.0,HOLD,-0.74%,-1.11%,N/D,Fallo,-,-,-,-,-,-,NEUTRO
2026-06-17,CAT,_NaiveModel,0.0,HOLD,1.11%,4.27%,N/D,Fallo,-,-,-,-,-,-,NEUTRO
2026-06-17,COST,_NaiveModel,0.0,HOLD,-2.14%,-3.57%,N/D,Fallo,-,-,-,-,-,-,NEUTRO
2026-06-17,CRM,_NaiveModel,0.0,HOLD,-4.14%,-6.14%,N/D,Fallo,-,-,-,-,-,-,NEUTRO
2026-06-17,GOOGL,_NaiveModel,0.0,HOLD,-2.53%,-1.40%,N/D,Fallo,-,-,-,-,-,-,NEUTRO
2026-06-17,JNJ,_NaiveModel,0.0,HOLD,-0.42%,-2.89%,N/D,Fallo,-,-,-,-,-,-,NEUTRO
2026-06-17,JPM,_NaiveModel,0.0,HOLD,0.70%,-1.79%,N/D,Fallo,-,-,-,-,-,-,NEUTRO
2026-06-17,LLY,_NaiveModel,0.0,HOLD,-0.94%,-2.13%,N/D,Fallo,-,-,-,-,-,-,NEUTRO
2026-06-17,LMT,_NaiveModel,0.0,HOLD,-0.68%,-4.66%,N/D,Fallo,-,-,-,-,-,-,NEUTRO
2026-06-17,MA,_NaiveModel,0.0,HOLD,-1.66%,-2.30%,N/D,Fallo,-,-,-,-,-,-,NEUTRO
2026-06-17,MCD,_NaiveModel,0.0,HOLD,-1.43%,-3.24%,N/D,Fallo,-,-,-,-,-,-,NEUTRO
2026-06-17,MRK,_NaiveModel,0.0,HOLD,0.23%,-1.13%,N/D,Fallo,-,-,-,-,-,-,NEUTRO
2026-06-17,MSFT,_NaiveModel,0.0,HOLD,-3.79%,-3.66%,N/D,Fallo,-,-,-,-,-,-,NEUTRO
2026-06-17,NEE,_NaiveModel,0.0,HOLD,-0.58%,0.60%,N/D,Acierto,-,-,-,-,-,-,NEUTRO
2026-06-17,NVDA,_NaiveModel,0.0,HOLD,-1.33%,1.58%,N/D,Fallo,-,-,-,-,-,-,NEUTRO
2026-06-17,ORCL,_NaiveModel,0.0,HOLD,-2.55%,-2.15%,N/D,Fallo,-,-,-,-,-,-,NEUTRO
2026-06-17,PG,_NaiveModel,0.0,HOLD,-1.27%,-1.38%,N/D,Fallo,-,-,-,-,-,-,NEUTRO
2026-06-17,TSLA,_NaiveModel,0.0,HOLD,-2.05%,-1.03%,N/D,Fallo,-,-,-,-,-,-,NEUTRO
2026-06-17,TSM,_NaiveModel,0.0,HOLD,1.48%,8.52%,N/D,Fallo,-,-,-,-,-,-,NEUTRO
2026-06-17,UNH,_NaiveModel,0.0,HOLD,-1.99%,-1.64%,N/D,Fallo,-,-,-,-,-,-,NEUTRO
2026-06-17,V,_NaiveModel,0.0,HOLD,-0.82%,-1.77%,N/D,Fallo,-,-,-,-,-,-,NEUTRO
2026-06-17,WMT,_NaiveModel,0.0,HOLD,-2.40%,-3.18%,N/D,Fallo,-,-,-,-,-,-,NEUTRO
2026-06-17,XOM,_NaiveModel,0.0,HOLD,-0.79%,-2.85%,N/D,Fallo,-,-,-,-,-,-,NEUTRO
2026-06-16,AAPL,_NaiveModel,0.0,HOLD,0.95%,0.54%,N/D,Acierto,-,-,-,-,-,-,NEUTRO
2026-06-16,AMD,_NaiveModel,0.0,HOLD,-7.30%,-1.81%,N/D,Fallo,-,-,-,-,-,-,NEUTRO
2026-06-16,AMZN,_NaiveModel,0.0,HOLD,-0.01%,-0.66%,N/D,Acierto,-,-,-,-,-,-,NEUTRO
2026-06-16,ASML,_NaiveModel,0.0,HOLD,-4.69%,1.96%,N/D,Fallo,-,-,-,-,-,-,NEUTRO
2026-06-16,AVGO,_NaiveModel,0.0,HOLD,-4.37%,4.42%,N/D,Fallo,-,-,-,-,-,-,NEUTRO
2026-06-16,BRK-B,_NaiveModel,0.0,HOLD,-0.12%,-1.22%,N/D,Fallo,-,-,-,-,-,-,NEUTRO
2026-06-16,CAT,_NaiveModel,0.0,HOLD,1.23%,5.56%,N/D,Fallo,-,-,-,-,-,-,NEUTRO
2026-06-16,COST,_NaiveModel,0.0,HOLD,0.74%,-2.86%,N/D,Fallo,-,-,-,-,-,-,NEUTRO
2026-06-16,CRM,_NaiveModel,0.0,HOLD,-1.73%,-7.76%,N/D,Fallo,-,-,-,-,-,-,NEUTRO
2026-06-16,GOOGL,_NaiveModel,0.0,HOLD,1.06%,-0.36%,N/D,Acierto,-,-,-,-,-,-,NEUTRO
2026-06-16,JNJ,_NaiveModel,0.0,HOLD,-0.20%,-3.08%,N/D,Fallo,-,-,-,-,-,-,NEUTRO
2026-06-16,JPM,_NaiveModel,0.0,HOLD,3.68%,1.82%,N/D,Fallo,-,-,-,-,-,-,NEUTRO
2026-06-16,LLY,_NaiveModel,0.0,HOLD,-0.61%,-2.73%,N/D,Fallo,-,-,-,-,-,-,NEUTRO
2026-06-16,LMT,_NaiveModel,0.0,HOLD,1.05%,-3.66%,N/D,Fallo,-,-,-,-,-,-,NEUTRO
2026-06-16,MA,_NaiveModel,0.0,HOLD,2.18%,-0.17%,N/D,Acierto,-,-,-,-,-,-,NEUTRO
2026-06-16,MCD,_NaiveModel,0.0,HOLD,0.63%,-2.62%,N/D,Fallo,-,-,-,-,-,-,NEUTRO
2026-06-16,META,_NaiveModel,0.0,HOLD,-4.36%,-2.74%,N/D,Fallo,-,-,-,-,-,-,NEUTRO
2026-06-16,MRK,_NaiveModel,0.0,HOLD,0.23%,-0.90%,N/D,Acierto,-,-,-,-,-,-,NEUTRO
2026-06-16,MSFT,_NaiveModel,0.0,HOLD,-1.48%,-5.09%,N/D,Fallo,-,-,-,-,-,-,NEUTRO
2026-06-16,NEE,_NaiveModel,0.0,HOLD,0.13%,0.73%,N/D,Acierto,-,-,-,-,-,-,NEUTRO
2026-06-16,NVDA,_NaiveModel,0.0,HOLD,-2.37%,-0.83%,N/D,Acierto,-,-,-,-,-,-,NEUTRO
2026-06-16,ORCL,_NaiveModel,0.0,HOLD,-2.24%,-4.33%,N/D,Fallo,-,-,-,-,-,-,NEUTRO
2026-06-16,PG,_NaiveModel,0.0,HOLD,1.35%,-0.05%,N/D,Acierto,-,-,-,-,-,-,NEUTRO
2026-06-16,PLTR,_NaiveModel,0.0,HOLD,-3.03%,-4.63%,N/D,Fallo,-,-,-,-,-,-,NEUTRO
2026-06-16,TSLA,_NaiveModel,0.0,HOLD,-1.58%,-2.59%,N/D,Fallo,-,-,-,-,-,-,NEUTRO
2026-06-16,TSM,_NaiveModel,0.0,HOLD,-3.53%,4.69%,N/D,Fallo,-,-,-,-,-,-,NEUTRO
2026-06-16,UNH,_NaiveModel,0.0,HOLD,-0.82%,-2.45%,N/D,Fallo,-,-,-,-,-,-,NEUTRO
2026-06-16,V,_NaiveModel,0.0,HOLD,2.87%,1.06%,N/D,Fallo,-,-,-,-,-,-,NEUTRO
2026-06-16,WMT,_NaiveModel,0.0,HOLD,0.17%,-3.01%,N/D,Fallo,-,-,-,-,-,-,NEUTRO
2026-06-16,XOM,_NaiveModel,0.0,HOLD,0.67%,-2.21%,N/D,Fallo,-,-,-,-,-,-,NEUTRO
2026-06-15,AAPL,_NaiveModel,0.0,HOLD,1.82%,2.36%,N/D,Fallo,-,-,-,-,-,-,NEUTRO
2026-06-15,AMD,_NaiveModel,0.0,HOLD,6.98%,5.04%,N/D,Fallo,-,-,-,-,-,-,NEUTRO
2026-06-15,AMZN,_NaiveModel,0.0,HOLD,3.13%,2.45%,N/D,Fallo,-,-,-,-,-,-,NEUTRO
2026-06-15,ASML,_NaiveModel,0.0,HOLD,1.56%,3.55%,N/D,Fallo,-,-,-,-,-,-,NEUTRO
2026-06-15,AVGO,_NaiveModel,0.0,HOLD,3.11%,7.66%,N/D,Fallo,-,-,-,-,-,-,NEUTRO
2026-06-15,BRK-B,_NaiveModel,0.0,HOLD,1.28%,0.04%,N/D,Acierto,-,-,-,-,-,-,NEUTRO
2026-06-15,CAT,_NaiveModel,0.0,HOLD,2.57%,8.26%,N/D,Fallo,-,-,-,-,-,-,NEUTRO
2026-06-15,COST,_NaiveModel,0.0,HOLD,-0.30%,-3.15%,N/D,Fallo,-,-,-,-,-,-,NEUTRO
2026-06-15,CRM,_NaiveModel,0.0,HOLD,-0.81%,-8.51%,N/D,Fallo,-,-,-,-,-,-,NEUTRO
2026-06-15,GOOGL,_NaiveModel,0.0,HOLD,2.69%,2.32%,N/D,Fallo,-,-,-,-,-,-,NEUTRO
2026-06-15,JNJ,_NaiveModel,0.0,HOLD,-2.16%,-5.18%,N/D,Fallo,-,-,-,-,-,-,NEUTRO
2026-06-15,JPM,_NaiveModel,0.0,HOLD,-0.41%,1.40%,N/D,Fallo,-,-,-,-,-,-,NEUTRO
2026-06-15,LLY,_NaiveModel,0.0,HOLD,-0.32%,-3.04%,N/D,Fallo,-,-,-,-,-,-,NEUTRO
2026-06-15,LMT,_NaiveModel,0.0,HOLD,-1.85%,-5.44%,N/D,Fallo,-,-,-,-,-,-,NEUTRO
2026-06-15,MA,_NaiveModel,0.0,HOLD,0.13%,-0.04%,N/D,Acierto,-,-,-,-,-,-,NEUTRO
2026-06-15,MCD,_NaiveModel,0.0,HOLD,0.46%,-2.18%,N/D,Fallo,-,-,-,-,-,-,NEUTRO
2026-06-15,META,_NaiveModel,0.0,HOLD,4.67%,1.81%,N/D,Fallo,-,-,-,-,-,-,NEUTRO
2026-06-15,MRK,_NaiveModel,0.0,HOLD,-3.49%,-4.35%,N/D,Fallo,-,-,-,-,-,-,NEUTRO
2026-06-15,MSFT,_NaiveModel,0.0,HOLD,2.31%,-2.90%,N/D,Fallo,-,-,-,-,-,-,NEUTRO
2026-06-15,NEE,_NaiveModel,0.0,HOLD,0.15%,0.88%,N/D,Acierto,-,-,-,-,-,-,NEUTRO
2026-06-15,NVDA,_NaiveModel,0.0,HOLD,3.54%,2.68%,N/D,Fallo,-,-,-,-,-,-,NEUTRO
2026-06-15,ORCL,_NaiveModel,0.0,HOLD,4.62%,0.09%,N/D,Acierto,-,-,-,-,-,-,NEUTRO
2026-06-15,PG,_NaiveModel,0.0,HOLD,0.57%,0.51%,N/D,Acierto,-,-,-,-,-,-,NEUTRO
2026-06-15,PLTR,_NaiveModel,0.0,HOLD,5.25%,0.38%,N/D,Acierto,-,-,-,-,-,-,NEUTRO
2026-06-15,TSLA,_NaiveModel,0.0,HOLD,1.16%,-1.46%,N/D,Fallo,-,-,-,-,-,-,NEUTRO
2026-06-15,TSM,_NaiveModel,0.0,HOLD,4.12%,9.01%,N/D,Fallo,-,-,-,-,-,-,NEUTRO
2026-06-15,UNH,_NaiveModel,0.0,HOLD,0.62%,-1.85%,N/D,Fallo,-,-,-,-,-,-,NEUTRO
2026-06-15,V,_NaiveModel,0.0,HOLD,0.44%,1.50%,N/D,Fallo,-,-,-,-,-,-,NEUTRO
2026-06-15,WMT,_NaiveModel,0.0,HOLD,-0.18%,-3.19%,N/D,Fallo,-,-,-,-,-,-,NEUTRO
2026-06-15,XOM,_NaiveModel,0.0,HOLD,-4.14%,-6.26%,N/D,Fallo,-,-,-,-,-,-,NEUTRO
2026-06-14,AAPL,_NaiveModel,0.0,HOLD,0.00%,2.36%,N/D,Fallo,-,-,-,-,-,-,NEUTRO
2026-06-14,AMD,_NaiveModel,0.0,HOLD,0.00%,5.04%,N/D,Fallo,-,-,-,-,-,-,NEUTRO
2026-06-14,AMZN,_NaiveModel,0.0,HOLD,0.00%,2.45%,N/D,Fallo,-,-,-,-,-,-,NEUTRO
2026-06-14,ASML,_NaiveModel,0.0,HOLD,0.00%,3.55%,N/D,Fallo,-,-,-,-,-,-,NEUTRO
2026-06-14,AVGO,_NaiveModel,0.0,HOLD,0.00%,7.66%,N/D,Fallo,-,-,-,-,-,-,NEUTRO
2026-06-14,BRK-B,_NaiveModel,0.0,HOLD,0.00%,0.04%,N/D,Acierto,-,-,-,-,-,-,NEUTRO
2026-06-14,CAT,_NaiveModel,0.0,HOLD,0.00%,8.26%,N/D,Fallo,-,-,-,-,-,-,NEUTRO
2026-06-14,COST,_NaiveModel,0.0,HOLD,0.00%,-3.15%,N/D,Fallo,-,-,-,-,-,-,NEUTRO
2026-06-14,CRM,_NaiveModel,0.0,HOLD,0.00%,-8.51%,N/D,Fallo,-,-,-,-,-,-,NEUTRO
2026-06-14,GOOGL,_NaiveModel,0.0,HOLD,0.00%,2.32%,N/D,Fallo,-,-,-,-,-,-,NEUTRO
2026-06-14,JNJ,_NaiveModel,0.0,HOLD,0.00%,-5.18%,N/D,Fallo,-,-,-,-,-,-,NEUTRO
2026-06-14,JPM,_NaiveModel,0.0,HOLD,0.00%,1.40%,N/D,Fallo,-,-,-,-,-,-,NEUTRO
2026-06-14,LLY,_NaiveModel,0.0,HOLD,0.00%,-3.04%,N/D,Fallo,-,-,-,-,-,-,NEUTRO
2026-06-14,LMT,_NaiveModel,0.0,HOLD,0.00%,-5.44%,N/D,Fallo,-,-,-,-,-,-,NEUTRO
2026-06-14,MA,_NaiveModel,0.0,HOLD,0.00%,-0.04%,N/D,Acierto,-,-,-,-,-,-,NEUTRO
2026-06-14,MCD,_NaiveModel,0.0,HOLD,0.00%,-2.18%,N/D,Fallo,-,-,-,-,-,-,NEUTRO
2026-06-14,META,_NaiveModel,0.0,HOLD,0.00%,1.81%,N/D,Fallo,-,-,-,-,-,-,NEUTRO
2026-06-14,MRK,_NaiveModel,0.0,HOLD,0.00%,-4.35%,N/D,Fallo,-,-,-,-,-,-,NEUTRO
2026-06-14,MSFT,_NaiveModel,0.0,HOLD,0.00%,-2.90%,N/D,Fallo,-,-,-,-,-,-,NEUTRO
2026-06-14,NEE,_NaiveModel,0.0,HOLD,0.00%,0.88%,N/D,Acierto,-,-,-,-,-,-,NEUTRO
2026-06-14,NVDA,_NaiveModel,0.0,HOLD,0.00%,2.68%,N/D,Fallo,-,-,-,-,-,-,NEUTRO
2026-06-14,ORCL,_NaiveModel,0.0,HOLD,0.00%,0.09%,N/D,Acierto,-,-,-,-,-,-,NEUTRO
2026-06-14,PG,_NaiveModel,0.0,HOLD,0.00%,0.51%,N/D,Acierto,-,-,-,-,-,-,NEUTRO
2026-06-14,PLTR,_NaiveModel,0.0,HOLD,0.00%,0.38%,N/D,Acierto,-,-,-,-,-,-,NEUTRO
2026-06-14,TSLA,_NaiveModel,0.0,HOLD,0.00%,-1.46%,N/D,Fallo,-,-,-,-,-,-,NEUTRO
2026-06-14,TSM,_NaiveModel,0.0,HOLD,0.00%,9.01%,N/D,Fallo,-,-,-,-,-,-,NEUTRO
2026-06-14,UNH,_NaiveModel,0.0,HOLD,0.00%,-1.85%,N/D,Fallo,-,-,-,-,-,-,NEUTRO
2026-06-14,V,_NaiveModel,0.0,HOLD,0.00%,1.50%,N/D,Fallo,-,-,-,-,-,-,NEUTRO
2026-06-14,WMT,_NaiveModel,0.0,HOLD,0.00%,-3.19%,N/D,Fallo,-,-,-,-,-,-,NEUTRO
2026-06-14,XOM,_NaiveModel,0.0,HOLD,0.00%,-6.26%,N/D,Fallo,-,-,-,-,-,-,NEUTRO
2026-06-13,AAPL,_NaiveModel,0.0,HOLD,0.00%,1.66%,N/D,Fallo,-,-,-,-,-,-,NEUTRO
2026-06-13,AMD,_NaiveModel,0.0,HOLD,0.00%,0.18%,N/D,Acierto,-,-,-,-,-,-,NEUTRO
2026-06-13,AMZN,_NaiveModel,0.0,HOLD,0.00%,-0.44%,N/D,Acierto,-,-,-,-,-,-,NEUTRO
2026-06-13,ASML,_NaiveModel,0.0,HOLD,0.00%,0.23%,N/D,Acierto,-,-,-,-,-,-,NEUTRO
2026-06-13,AVGO,_NaiveModel,0.0,HOLD,0.00%,2.83%,N/D,Fallo,-,-,-,-,-,-,NEUTRO
2026-06-13,BRK-B,_NaiveModel,0.0,HOLD,0.00%,0.41%,N/D,Acierto,-,-,-,-,-,-,NEUTRO
2026-06-13,CAT,_NaiveModel,0.0,HOLD,0.00%,4.98%,N/D,Fallo,-,-,-,-,-,-,NEUTRO
2026-06-13,COST,_NaiveModel,0.0,HOLD,0.00%,-1.71%,N/D,Fallo,-,-,-,-,-,-,NEUTRO
2026-06-13,CRM,_NaiveModel,0.0,HOLD,0.00%,-6.55%,N/D,Fallo,-,-,-,-,-,-,NEUTRO
2026-06-13,GOOGL,_NaiveModel,0.0,HOLD,0.00%,1.14%,N/D,Fallo,-,-,-,-,-,-,NEUTRO
2026-06-13,JNJ,_NaiveModel,0.0,HOLD,0.00%,-2.77%,N/D,Fallo,-,-,-,-,-,-,NEUTRO
2026-06-13,JPM,_NaiveModel,0.0,HOLD,0.00%,3.97%,N/D,Fallo,-,-,-,-,-,-,NEUTRO
2026-06-13,LLY,_NaiveModel,0.0,HOLD,0.00%,-1.85%,N/D,Fallo,-,-,-,-,-,-,NEUTRO
2026-06-13,LMT,_NaiveModel,0.0,HOLD,0.00%,-1.48%,N/D,Fallo,-,-,-,-,-,-,NEUTRO
2026-06-13,MA,_NaiveModel,0.0,HOLD,0.00%,0.61%,N/D,Acierto,-,-,-,-,-,-,NEUTRO
2026-06-13,MCD,_NaiveModel,0.0,HOLD,0.00%,-0.35%,N/D,Acierto,-,-,-,-,-,-,NEUTRO
2026-06-13,META,_NaiveModel,0.0,HOLD,0.00%,1.81%,N/D,Fallo,-,-,-,-,-,-,NEUTRO
2026-06-13,MRK,_NaiveModel,0.0,HOLD,0.00%,-3.03%,N/D,Fallo,-,-,-,-,-,-,NEUTRO
2026-06-13,MSFT,_NaiveModel,0.0,HOLD,0.00%,-3.03%,N/D,Fallo,-,-,-,-,-,-,NEUTRO
2026-06-13,NEE,_NaiveModel,0.0,HOLD,0.00%,-0.30%,N/D,Acierto,-,-,-,-,-,-,NEUTRO
2026-06-13,NVDA,_NaiveModel,0.0,HOLD,0.00%,-0.26%,N/D,Acierto,-,-,-,-,-,-,NEUTRO
2026-06-13,ORCL,_NaiveModel,0.0,HOLD,0.00%,-0.33%,N/D,Acierto,-,-,-,-,-,-,NEUTRO
2026-06-13,PG,_NaiveModel,0.0,HOLD,0.00%,0.63%,N/D,Acierto,-,-,-,-,-,-,NEUTRO
2026-06-13,PLTR,_NaiveModel,0.0,HOLD,0.00%,0.38%,N/D,Acierto,-,-,-,-,-,-,NEUTRO
2026-06-13,TSLA,_NaiveModel,0.0,HOLD,0.00%,-2.47%,N/D,Fallo,-,-,-,-,-,-,NEUTRO
2026-06-13,TSM,_NaiveModel,0.0,HOLD,0.00%,1.94%,N/D,Fallo,-,-,-,-,-,-,NEUTRO
2026-06-13,UNH,_NaiveModel,0.0,HOLD,0.00%,-2.20%,N/D,Fallo,-,-,-,-,-,-,NEUTRO
2026-06-13,V,_NaiveModel,0.0,HOLD,0.00%,2.48%,N/D,Fallo,-,-,-,-,-,-,NEUTRO
2026-06-13,WMT,_NaiveModel,0.0,HOLD,0.00%,-2.40%,N/D,Fallo,-,-,-,-,-,-,NEUTRO
