ticker,model,pred,real,pred_delta,real_delta,pred_inc,real_inc,direction,Predicted,MAE,MSE,RMSE,MAPE,R2,EVS
BIMBOA.MX,lgbm,55.7887444780674,55.630001068115234,-0.5612539960536864,-0.7199974060058523,-0.009960142169505897,-0.012777239139349993,True,2025-07-30,0.1587,0.0252,0.1587,0.0029,,1.0
BIMBOA.MX,arima,56.48641977533793,55.630001068115234,0.13642130121684204,-0.7199974060058523,0.002420963707381358,-0.012777239139349993,False,2025-07-30,0.8564,0.7335,0.8564,0.0154,,1.0
BIMBOA.MX,xgb,55.68019658327103,55.630001068115234,-0.66980189085006,-0.7199974060058523,-0.01188645801219797,-0.012777239139349993,True,2025-07-30,0.0502,0.0025,0.0502,0.0009,,1.0
BIMBOA.MX,Top3Ensamble,55.98512027889212,55.630001068115234,-0.36487819522896814,-0.7199974060058523,-0.006475212158107504,-0.012777239139349993,True,2025-07-30,0.3551,0.1261,0.3551,0.0064,,1.0
CEMEXCPO.MX,arima,16.145098944786913,16.059999465942383,-0.02490113150703266,-0.1100006103515625,-0.0015399586511776833,-0.0068027588022605565,True,2025-07-30,0.0851,0.0072,0.0851,0.0053,,1.0
CEMEXCPO.MX,linreg,15.89579179901134,16.059999465942383,-0.27420827728260555,-0.1100006103515625,-0.016957840197206246,-0.0068027588022605565,True,2025-07-30,0.1642,0.027,0.1642,0.0102,,1.0
CEMEXCPO.MX,lgbm,16.106121390890728,16.059999465942383,-0.06387868540321762,-0.1100006103515625,-0.0039504443476699215,-0.0068027588022605565,True,2025-07-30,0.0461,0.0021,0.0461,0.0029,,1.0
CEMEXCPO.MX,Top3Ensamble,16.049004044896325,16.059999465942383,-0.12099603139762038,-0.1100006103515625,-0.00748274773201806,-0.0068027588022605565,True,2025-07-30,0.011,0.0001,0.011,0.0007,,1.0
EEM,rf,49.098915134452,48.84000015258789,-0.1010856284874535,-0.3600006103515625,-0.002054585913006684,-0.0073170854627859615,True,2025-07-30,0.2589,0.067,0.2589,0.0053,,1.0
EEM,arima,49.21228945749689,48.84000015258789,0.012288694557433644,-0.3600006103515625,0.00024977021070882307,-0.0073170854627859615,False,2025-07-30,0.3723,0.1386,0.3723,0.0076,,1.0
EEM,lgbm,48.95602302158871,48.84000015258789,-0.24397774135074002,-0.3600006103515625,-0.004958897105028491,-0.0073170854627859615,True,2025-07-30,0.116,0.0135,0.116,0.0024,,1.0
EEM,Top3Ensamble,49.089075871179205,48.84000015258789,-0.11092489176024856,-0.3600006103515625,-0.0022545709357753544,-0.0073170854627859615,True,2025-07-30,0.2491,0.062,0.2491,0.0051,,1.0
GFNORTEO.MX,lgbm,164.55835444269704,167.49000549316406,-1.0016431158967123,1.9300079345703125,-0.006050030989775887,0.0116574532678841,False,2025-07-30,2.9317,8.5946,2.9317,0.0175,,1.0
GFNORTEO.MX,arima,165.75338266946912,167.49000549316406,0.19338511087536858,1.9300079345703125,0.0011680666448845964,0.0116574532678841,True,2025-07-30,1.7366,3.0159,1.7366,0.0104,,1.0
GFNORTEO.MX,Top3Ensamble,165.15586855608308,167.49000549316406,-0.40412900251067185,1.9300079345703125,-0.002440982172445645,0.0116574532678841,False,2025-07-30,2.3341,5.4482,2.3341,0.0139,,1.0
GLD,arima,306.6819223123001,300.9599914550781,0.4319223123001166,-5.290008544921875,0.0014103585707758908,-0.017273497289540817,False,2025-07-30,5.7219,32.7405,5.7219,0.019,,1.0
GLD,lgbm,307.0976005514277,300.9599914550781,0.8476005514277176,-5.290008544921875,0.0027676752699680577,-0.017273497289540817,False,2025-07-30,6.1376,37.6702,6.1376,0.0204,,1.0
GLD,Top3Ensamble,306.8897614318639,300.9599914550781,0.6397614318639171,-5.290008544921875,0.0020890169203719743,-0.017273497289540817,False,2025-07-30,5.9298,35.1622,5.9298,0.0197,,1.0
IEF,lgbm,95.22248461113443,94.81999969482422,0.07248308525552716,-0.3300018310546875,0.0007617770267277736,-0.0034682272807419093,False,2025-07-30,0.4025,0.162,0.4025,0.0042,,1.0
IEF,rf,95.2522884011296,94.81999969482422,0.10228687525069802,-0.3300018310546875,0.0010750065539712895,-0.0034682272807419093,False,2025-07-30,0.4323,0.1869,0.4323,0.0046,,1.0
IEF,xgb,95.28012973070145,94.81999969482422,0.13012820482254028,-0.3300018310546875,0.0013676111690565553,-0.0034682272807419093,False,2025-07-30,0.4601,0.2117,0.4601,0.0049,,1.0
IEF,Top3Ensamble,95.25163424765516,94.81999969482422,0.10163272177625515,-0.3300018310546875,0.0010681315832518727,-0.0034682272807419093,False,2025-07-30,0.4316,0.1863,0.4316,0.0046,,1.0
QQQ,arima,567.3390790222614,568.02001953125,0.07906925663644415,0.760009765625,0.00013938803242822146,0.0013397908411329992,True,2025-07-30,0.6809,0.4637,0.6809,0.0012,,1.0
QQQ,lgbm,566.5879235157879,568.02001953125,-0.6720862498370934,0.760009765625,-0.001184793989117582,0.0013397908411329992,False,2025-07-30,1.4321,2.0509,1.4321,0.0025,,1.0
QQQ,xgb,564.6048583984375,568.02001953125,-2.6551513671875,0.760009765625,-0.004680660228956611,0.0013397908411329992,False,2025-07-30,3.4152,11.6633,3.4152,0.006,,1.0
QQQ,Top3Ensamble,566.1772869788289,568.02001953125,-1.0827227867961255,0.760009765625,-0.001908688728548791,0.0013397908411329992,False,2025-07-30,1.8427,3.3957,1.8427,0.0032,,1.0
SPY,lgbm,634.3965116324755,634.4600219726562,-0.8634981331495055,-0.79998779296875,-0.0013592830020389406,-0.0012593076546151556,True,2025-07-30,0.0635,0.004,0.0635,0.0001,,1.0
SPY,arima,635.4791274996843,634.4600219726562,0.2191177340592958,-0.79998779296875,0.00034492606285753424,-0.0012593076546151556,False,2025-07-30,1.0191,1.0386,1.0191,0.0016,,1.0
SPY,xgb,633.8904103040695,634.4600219726562,-1.369599461555481,-0.79998779296875,-0.0021559667545589492,-0.0012593076546151556,True,2025-07-30,0.5696,0.3245,0.5696,0.0009,,1.0
SPY,Top3Ensamble,634.5886831454098,634.4600219726562,-0.6713266202151544,-0.79998779296875,-0.0010567745645799992,-0.0012593076546151556,True,2025-07-30,0.1287,0.0166,0.1287,0.0002,,1.0
VNQ,rf,91.78525764473844,90.41000366210938,0.07525856026578026,-1.2999954223632812,0.0008206145569411768,-0.014175067444563767,False,2025-07-30,1.3753,1.8913,1.3753,0.0152,,1.0
VNQ,xgb,91.1525246500969,90.41000366210938,-0.5574744343757629,-1.2999954223632812,-0.006078665793707859,-0.014175067444563767,True,2025-07-30,0.7425,0.5513,0.7425,0.0082,,1.0
VNQ,lgbm,91.0422488743086,90.41000366210938,-0.6677502101640584,-1.2999954223632812,-0.007281105842657397,-0.014175067444563767,True,2025-07-30,0.6322,0.3997,0.6322,0.007,,1.0
VNQ,Top3Ensamble,91.32667705638131,90.41000366210938,-0.3833220280913423,-1.2999954223632812,-0.004179719026474641,-0.014175067444563767,True,2025-07-30,0.9167,0.8403,0.9167,0.0101,,1.0
WALMEX.MX,linreg,56.6131629576122,56.91999816894531,-0.04683688979991274,0.2599983215332031,-0.0008266306022952093,0.00458874553888793,False,2025-07-30,0.3068,0.0941,0.3068,0.0054,,1.0
WALMEX.MX,rf,56.72148123750973,56.91999816894531,0.06148139009761877,0.2599983215332031,0.001085093368570259,0.00458874553888793,True,2025-07-30,0.1985,0.0394,0.1985,0.0035,,1.0
WALMEX.MX,arima,56.53704193724779,56.91999816894531,-0.12295791016431679,0.2599983215332031,-0.002170100785306175,0.00458874553888793,False,2025-07-30,0.383,0.1467,0.383,0.0067,,1.0
WALMEX.MX,Top3Ensamble,56.62389537745657,56.91999816894531,-0.03610446995553929,0.2599983215332031,-0.000637212673010417,0.00458874553888793,False,2025-07-30,0.2961,0.0877,0.2961,0.0052,,1.0
