ticker,model,pred,real,timestamp,pred_delta,real_delta,pred_inc,real_inc,direction,Predicted,is_earnings_day,is_macro_day,MAE,MSE,RMSE,MAPE,R2,EVS
AAPL,_NaiveModel,298.9700012207031,302.25,2026-05-20 00:00:00,0.0,3.279998779296875,0.0,0.010970996307002528,False,2026-05-20,False,False,3.28,10.7584,3.28,0.0109,,1.0
AMD,_NaiveModel,414.0499877929688,447.5799865722656,2026-05-20 00:00:00,0.0,33.52999877929682,0.0,0.08098055734290305,False,2026-05-20,False,False,33.53,1124.2608,33.53,0.0749,,1.0
AMZN,_NaiveModel,259.3399963378906,265.010009765625,2026-05-20 00:00:00,0.0,5.670013427734375,0.0,0.021863243262897982,False,2026-05-20,False,False,5.67,32.1491,5.67,0.0214,,1.0
ASML,_NaiveModel,1459.43994140625,1550.1300048828125,2026-05-20 00:00:00,0.0,90.6900634765625,0.0,0.062140318970013715,False,2026-05-20,False,False,90.6901,8224.6876,90.6901,0.0585,,1.0
AVGO,_NaiveModel,411.0700073242188,417.760009765625,2026-05-20 00:00:00,0.0,6.690002441406193,0.0,0.01627460608219383,False,2026-05-20,False,False,6.69,44.7561,6.69,0.016,,1.0
BRK-B,_NaiveModel,480.4599914550781,480.8999938964844,2026-05-20 00:00:00,0.0,0.44000244140625,0.0,0.0009157941331882765,False,2026-05-20,False,False,0.44,0.1936,0.44,0.0009,,1.0
CAT,_NaiveModel,860.1500244140625,872.5599975585938,2026-05-20 00:00:00,0.0,12.40997314453125,0.0,0.01442768446467809,False,2026-05-20,False,False,12.41,154.0074,12.41,0.0142,,1.0
COST,_NaiveModel,1094.3199462890625,1074.010009765625,2026-05-20 00:00:00,0.0,-20.3099365234375,0.0,-0.018559413626983885,False,2026-05-20,False,False,20.3099,412.4935,20.3099,0.0189,,1.0
CRM,_NaiveModel,179.4199981689453,180.10000610351562,2026-05-20 00:00:00,0.0,0.6800079345703125,0.0,0.003790034229796413,False,2026-05-20,False,False,0.68,0.4624,0.68,0.0038,,1.0
GOOGL,_NaiveModel,387.6600036621094,388.9100036621094,2026-05-20 00:00:00,0.0,1.25,0.0,0.003224475025000309,False,2026-05-20,False,False,1.25,1.5625,1.25,0.0032,,1.0
JNJ,_NaiveModel,230.0,229.32000732421875,2026-05-20 00:00:00,0.0,-0.67999267578125,0.0,-0.002956489894701087,False,2026-05-20,False,False,0.68,0.4624,0.68,0.003,,1.0
JPM,_NaiveModel,295.70001220703125,301.9800109863281,2026-05-20 00:00:00,0.0,6.279998779296875,0.0,0.021237735948756064,False,2026-05-20,False,False,6.28,39.4384,6.28,0.0208,,1.0
LLY,_NaiveModel,1021.4099731445312,1018.8699951171876,2026-05-20 00:00:00,0.0,-2.5399780273436363,0.0,-0.0024867370538041783,False,2026-05-20,False,False,2.54,6.4515,2.54,0.0025,,1.0
LMT,_NaiveModel,526.6300048828125,522.5900268554688,2026-05-20 00:00:00,0.0,-4.03997802734375,0.0,-0.007671378367897476,False,2026-05-20,False,False,4.04,16.3214,4.04,0.0077,,1.0
MA,_NaiveModel,499.7000122070313,498.0400085449219,2026-05-20 00:00:00,0.0,-1.6600036621094318,0.0,-0.0033220004433813658,False,2026-05-20,False,False,1.66,2.7556,1.66,0.0033,,1.0
MCD,_NaiveModel,280.79998779296875,280.2699890136719,2026-05-20 00:00:00,0.0,-0.529998779296875,0.0,-0.0018874601222833322,False,2026-05-20,False,False,0.53,0.2809,0.53,0.0019,,1.0
META,_NaiveModel,602.6099853515625,605.0599975585938,2026-05-20 00:00:00,0.0,2.45001220703125,0.0,0.004065668121317163,False,2026-05-20,False,False,2.45,6.0026,2.45,0.004,,1.0
MRK,_NaiveModel,114.23999786376952,113.0,2026-05-20 00:00:00,0.0,-1.239997863769517,0.0,-0.010854323240168533,False,2026-05-20,False,False,1.24,1.5376,1.24,0.011,,1.0
MSFT,_NaiveModel,417.4200134277344,421.05999755859375,2026-05-20 00:00:00,0.0,3.639984130859375,0.0,0.008720195519541243,False,2026-05-20,False,False,3.64,13.2495,3.64,0.0086,,1.0
NEE,_NaiveModel,90.05999755859375,88.2699966430664,2026-05-20 00:00:00,0.0,-1.7900009155273438,0.0,-0.01987564916779789,False,2026-05-20,False,False,1.79,3.2041,1.79,0.0203,,1.0
NVDA,_NaiveModel,220.6100006103516,223.47000122070312,2026-05-20 00:00:00,0.0,2.860000610351534,0.0,0.012964056944104534,False,2026-05-20,False,False,2.86,8.1796,2.86,0.0128,,1.0
ORCL,_NaiveModel,181.4600067138672,188.16000366210935,2026-05-20 00:00:00,0.0,6.699996948242159,0.0,0.03692271960954438,False,2026-05-20,False,False,6.7,44.89,6.7,0.0356,,1.0
PG,_NaiveModel,141.3000030517578,142.44000244140625,2026-05-20 00:00:00,0.0,1.1399993896484375,0.0,0.008067936058223996,False,2026-05-20,False,False,1.14,1.2996,1.14,0.008,,1.0
