ticker,model,pred,real,pred_delta,real_delta,pred_inc,real_inc,direction,Predicted,MAE,MSE,RMSE,MAPE,R2,EVS
BIMBOA.MX,lgbm,57.75112650555114,58.0,-0.17887379962463967,0.06999969482421875,-0.0030877576157833735,0.0012083496367246626,False,2025-12-01,0.2489,0.0619,0.2489,0.0043,,1.0
BIMBOA.MX,xgb,57.34664958715439,58.0,-0.5833507180213928,0.06999969482421875,-0.010069924304303398,0.0012083496367246626,False,2025-12-01,0.6534,0.4269,0.6534,0.0113,,1.0
BIMBOA.MX,arima,57.890402065581526,58.0,-0.03959823959425535,0.06999969482421875,-0.000683553243322138,0.0012083496367246626,False,2025-12-01,0.1096,0.012,0.1096,0.0019,,1.0
BIMBOA.MX,Top3Ensamble,57.662726052762345,58.0,-0.2672742524134364,0.06999969482421875,-0.004613745054469759,0.0012083496367246626,False,2025-12-01,0.3373,0.1138,0.3373,0.0058,,1.0
CEMEXCPO.MX,arima,19.42723632629292,19.350000381469727,0.02723670776264342,-0.04999923706055043,0.001403954035990174,-0.002577280311531177,False,2025-12-01,0.0772,0.006,0.0772,0.004,,1.0
CEMEXCPO.MX,rf,19.194157440157884,19.350000381469727,-0.20584217837239294,-0.04999923706055043,-0.010610421774224103,-0.002577280311531177,True,2025-12-01,0.1558,0.0243,0.1558,0.0081,,1.0
CEMEXCPO.MX,Top3Ensamble,19.310696883225404,19.350000381469727,-0.08930273530487298,-0.04999923706055043,-0.004603233869116873,-0.002577280311531177,True,2025-12-01,0.0393,0.0015,0.0393,0.002,,1.0
EEM,arima,54.34674093410535,54.27999877929688,0.02674123928112948,-0.040000915527336645,0.0004922908584566408,-0.0007363938835063738,False,2025-12-01,0.0667,0.0045,0.0667,0.0012,,1.0
EEM,rf,55.09596828715056,54.27999877929688,0.7759685923263433,-0.040000915527336645,0.014285136168737498,-0.0007363938835063738,False,2025-12-01,0.816,0.6658,0.816,0.015,,1.0
EEM,Top3Ensamble,54.72135461062796,54.27999877929688,0.4013549158037435,-0.040000915527336645,0.0073887135135972,-0.0007363938835063738,False,2025-12-01,0.4414,0.1948,0.4414,0.0081,,1.0
GFNORTEO.MX,rf,163.36569242744432,175.89999389648438,-11.134307572555684,1.399993896484375,-0.06380692018656553,0.008022887658936247,False,2025-12-01,12.5343,157.1087,12.5343,0.0713,,1.0
GFNORTEO.MX,xgb,173.6421275138855,175.89999389648438,-0.857872486114502,1.399993896484375,-0.004916174705527232,0.008022887658936247,False,2025-12-01,2.2579,5.098,2.2579,0.0128,,1.0
GFNORTEO.MX,Top3Ensamble,168.5039099706649,175.89999389648438,-5.996090029335107,1.399993896484375,-0.03436154744604646,0.008022887658936247,False,2025-12-01,7.3961,54.7021,7.3961,0.042,,1.0
GLD,rf,385.5477120307595,389.75,-2.3322928520530013,1.8699951171875,-0.006012923643119064,0.00482106603497767,False,2025-12-01,4.2023,17.6592,4.2023,0.0108,,1.0
GLD,xgb,383.5402359962464,389.75,-4.339768886566105,1.8699951171875,-0.011188431555984046,0.00482106603497767,False,2025-12-01,6.2098,38.5612,6.2098,0.0159,,1.0
GLD,arima,388.0264735945903,389.75,0.14646871177779985,1.8699951171875,0.0003776134627564817,0.00482106603497767,True,2025-12-01,1.7235,2.9705,1.7235,0.0044,,1.0
GLD,Top3Ensamble,385.7048072071987,389.75,-2.175197675613788,1.8699951171875,-0.005607913912115591,0.00482106603497767,False,2025-12-01,4.0452,16.3636,4.0452,0.0104,,1.0
