ticker,model,pred,real,timestamp,pred_delta,real_delta,pred_inc,real_inc,direction,Predicted,is_earnings_day,is_macro_day,MAE,MSE,RMSE,MAPE,R2,EVS
AAPL,_NaiveModel,312.6600036621094,310.6600036621094,2026-07-07 00:00:00,0.0,-2.0,0.0,-0.006396724801939788,False,2026-07-07,False,False,2.0,4.0,2.0,0.0064,,1.0
AMD,_NaiveModel,552.0499877929688,516.1099853515625,2026-07-07 00:00:00,0.0,-35.94000244140625,0.0,-0.06510280452154374,False,2026-07-07,False,False,35.94,1291.6838,35.94,0.0696,,1.0
AMZN,_NaiveModel,244.16000366210932,245.97999572753903,2026-07-07 00:00:00,-2.842170943040401e-14,1.8199920654296875,-1.164060820941686e-16,0.007454095831143404,False,2026-07-07,False,False,1.82,3.3124,1.82,0.0074,,1.0
ASML,_NaiveModel,1825.0699462890625,1747.280029296875,2026-07-07 00:00:00,0.0,-77.7899169921875,0.0,-0.042622978450967706,False,2026-07-07,False,False,77.7899,6051.2712,77.7899,0.0445,,1.0
AVGO,_NaiveModel,373.8999938964844,370.7799987792969,2026-07-07 00:00:00,0.0,-3.1199951171875,0.0,-0.008344464209997507,False,2026-07-07,False,False,3.12,9.7344,3.12,0.0084,,1.0
BRK-B,_NaiveModel,506.5799865722656,504.0,2026-07-07 00:00:00,0.0,-2.579986572265625,0.0,-0.005092950058534497,False,2026-07-07,False,False,2.58,6.6563,2.58,0.0051,,1.0
CAT,_NaiveModel,969.9199829101562,940.1199951171876,2026-07-07 00:00:00,0.0,-29.799987792968636,0.0,-0.030724171393558153,False,2026-07-07,False,False,29.8,888.0393,29.8,0.0317,,1.0
COST,_NaiveModel,950.25,947.5,2026-07-07 00:00:00,0.0,-2.75,0.0,-0.0028939752696658773,False,2026-07-07,False,False,2.75,7.5625,2.75,0.0029,,1.0
CRM,_NaiveModel,165.64999389648438,169.52000427246094,2026-07-07 00:00:00,0.0,3.8700103759765625,0.0,0.023362574817811066,False,2026-07-07,False,False,3.87,14.977,3.87,0.0228,,1.0
GOOGL,_NaiveModel,366.4599914550781,367.0299987792969,2026-07-07 00:00:00,0.0,0.57000732421875,0.0,0.0015554421697044202,False,2026-07-07,False,False,0.57,0.3249,0.57,0.0016,,1.0
JNJ,_NaiveModel,259.3299865722656,267.239990234375,2026-07-07 00:00:00,0.0,7.910003662109375,0.0,0.030501693100212116,False,2026-07-07,False,False,7.91,62.5682,7.91,0.0296,,1.0
JPM,_NaiveModel,337.7200012207031,339.2200012207031,2026-07-07 00:00:00,0.0,1.5,0.0,0.004441549196311107,False,2026-07-07,False,False,1.5,2.25,1.5,0.0044,,1.0
LLY,_NaiveModel,1200.06005859375,1235.56005859375,2026-07-07 00:00:00,0.0,35.5,0.0,0.029581852796267114,False,2026-07-07,False,False,35.5,1260.25,35.5,0.0287,,1.0
LMT,_NaiveModel,538.0,535.3800048828125,2026-07-07 00:00:00,0.0,-2.6199951171875,0.0,-0.004869879399976766,False,2026-07-07,False,False,2.62,6.8644,2.62,0.0049,,1.0
MA,_NaiveModel,533.0999755859375,531.6199951171875,2026-07-07 00:00:00,0.0,-1.47998046875,0.0,-0.002776178083901304,False,2026-07-07,False,False,1.48,2.1903,1.48,0.0028,,1.0
MCD,_NaiveModel,279.5,282.2099914550781,2026-07-07 00:00:00,0.0,2.709991455078125,0.0,0.00969585493766771,False,2026-07-07,False,False,2.71,7.3441,2.71,0.0096,,1.0
META,_NaiveModel,600.2899780273438,615.5800170898438,2026-07-07 00:00:00,0.0,15.2900390625,0.0,0.02547108834424606,False,2026-07-07,False,False,15.29,233.7853,15.29,0.0248,,1.0
MRK,_NaiveModel,126.77999877929688,128.86000061035156,2026-07-07 00:00:00,0.0,2.0800018310546875,0.0,0.016406387845732895,False,2026-07-07,False,False,2.08,4.3264,2.08,0.0161,,1.0
MSFT,_NaiveModel,386.739990234375,388.8399963378906,2026-07-07 00:00:00,0.0,2.100006103515625,0.0,0.005430020573364973,False,2026-07-07,False,False,2.1,4.41,2.1,0.0054,,1.0
NEE,_NaiveModel,87.44000244140625,88.47000122070312,2026-07-07 00:00:00,0.0,1.029998779296875,0.0,0.011779491657574914,False,2026-07-07,False,False,1.03,1.0609,1.03,0.0116,,1.0
NVDA,_NaiveModel,195.5500030517578,196.92999267578125,2026-07-07 00:00:00,0.0,1.3799896240234375,0.0,0.007056965494693367,False,2026-07-07,False,False,1.38,1.9044,1.38,0.007,,1.0
ORCL,_NaiveModel,143.75999450683594,141.60000610351562,2026-07-07 00:00:00,0.0,-2.1599884033203125,0.0,-0.015024961643397968,False,2026-07-07,False,False,2.16,4.6655,2.16,0.0153,,1.0
PG,_NaiveModel,149.30999755859375,152.75,2026-07-07 00:00:00,0.0,3.44000244140625,0.0,0.023039330906534167,False,2026-07-07,False,False,3.44,11.8336,3.44,0.0225,,1.0
PLTR,_NaiveModel,132.5399932861328,134.3699951171875,2026-07-07 00:00:00,0.0,1.8300018310546875,0.0,0.013807167072236106,False,2026-07-07,False,False,1.83,3.3489,1.83,0.0136,,1.0
TSLA,_NaiveModel,419.7699890136719,402.8999938964844,2026-07-07 00:00:00,0.0,-16.8699951171875,0.0,-0.0401886641701726,False,2026-07-07,False,False,16.87,284.5967,16.87,0.0419,,1.0
TSM,_NaiveModel,451.7900085449219,432.5700073242188,2026-07-07 00:00:00,0.0,-19.220001220703068,0.0,-0.042541890828008445,False,2026-07-07,False,False,19.22,369.4084,19.22,0.0444,,1.0
UNH,_NaiveModel,417.989990234375,428.1900024414063,2026-07-07 00:00:00,0.0,10.200012207031307,0.0,0.02440252744165468,False,2026-07-07,False,False,10.2,104.0402,10.2,0.0238,,1.0
V,_NaiveModel,357.25,352.20001220703125,2026-07-07 00:00:00,0.0,-5.04998779296875,0.0,-0.014135725102781665,False,2026-07-07,False,False,5.05,25.5024,5.05,0.0143,,1.0
WMT,_NaiveModel,110.6500015258789,111.54000091552734,2026-07-07 00:00:00,0.0,0.8899993896484375,0.0,0.00804337440013757,False,2026-07-07,False,False,0.89,0.7921,0.89,0.008,,1.0
XOM,_NaiveModel,136.44000244140625,141.69000244140625,2026-07-07 00:00:00,0.0,5.25,0.0,0.03847845137832357,False,2026-07-07,False,False,5.25,27.5625,5.25,0.0371,,1.0
