ticker,model,pred,real,pred_delta,real_delta,pred_inc,real_inc,direction,Predicted,MAE,MSE,RMSE,MAPE,R2,EVS
BIMBOA.MX,lgbm,62.68294065450674,62.43999862670898,0.26294248556142463,0.02000045776366477,0.004212471856371211,0.0003204174679648618,True,2026-01-16,0.2429,0.059,0.2429,0.0039,,1.0
BIMBOA.MX,rf,62.48106234744944,62.43999862670898,0.061064178504125266,0.02000045776366477,0.000978279081951422,0.0003204174679648618,True,2026-01-16,0.0411,0.0017,0.0411,0.0007,,1.0
BIMBOA.MX,Top3Ensamble,62.582001500978095,62.43999862670898,0.16200333203278205,0.02000045776366477,0.0025953754691614302,0.0003204174679648618,True,2026-01-16,0.142,0.0202,0.142,0.0023,,1.0
CEMEXCPO.MX,arima,21.83558287484335,22.06999969482422,0.02558340890096744,0.26000022888183594,0.001173012816479774,0.011921147879340475,True,2026-01-16,0.2344,0.055,0.2344,0.0106,,1.0
CEMEXCPO.MX,xgb,21.686783902347088,22.06999969482422,-0.12321556359529495,0.26000022888183594,-0.005649498698415991,0.011921147879340475,False,2026-01-16,0.3832,0.1469,0.3832,0.0174,,1.0
CEMEXCPO.MX,rf,21.691860506782152,22.06999969482422,-0.11813895916023043,0.26000022888183594,-0.005416733702571221,0.011921147879340475,False,2026-01-16,0.3781,0.143,0.3781,0.0171,,1.0
CEMEXCPO.MX,Top3Ensamble,21.7380757613242,22.06999969482422,-0.07192370461818243,0.26000022888183594,-0.003297739861502316,0.011921147879340475,False,2026-01-16,0.3319,0.1102,0.3319,0.015,,1.0
EEM,xgb,57.70264944434166,57.869998931884766,-0.3873507082462311,-0.220001220703125,-0.006668113396948833,-0.0037872477212125472,True,2026-01-16,0.1673,0.028,0.1673,0.0029,,1.0
EEM,rf,58.76855554749535,57.869998931884766,0.6785553949074625,-0.220001220703125,0.01168110506326506,-0.0037872477212125472,False,2026-01-16,0.8986,0.8074,0.8986,0.0155,,1.0
EEM,Top3Ensamble,58.235602495918506,57.869998931884766,0.14560234333061572,-0.220001220703125,0.0025064958331581133,-0.0037872477212125472,False,2026-01-16,0.3656,0.1337,0.3656,0.0063,,1.0
GFNORTEO.MX,rf,179.83244457245166,183.8000030517578,0.07245006561572609,4.040008544921875,0.0004030377605122309,0.022474458546827787,True,2026-01-16,3.9676,15.7415,3.9676,0.0216,,1.0
GFNORTEO.MX,lgbm,179.92963584064736,183.8000030517578,0.16964133381142688,4.040008544921875,0.00094371016352571,0.022474458546827787,True,2026-01-16,3.8704,14.9797,3.8704,0.0211,,1.0
GFNORTEO.MX,Top3Ensamble,179.88104020654953,183.8000030517578,0.1210456997135907,4.040008544921875,0.0006733739620190495,0.022474458546827787,True,2026-01-16,3.919,15.3583,3.919,0.0213,,1.0
GLD,rf,415.4774054512347,421.2900085449219,-7.852581121030937,-2.03997802734375,-0.01854955087073767,-0.004818883830700498,True,2026-01-16,5.8126,33.7864,5.8126,0.0138,,1.0
GLD,lgbm,424.87169319596217,421.2900085449219,1.541706623696541,-2.03997802734375,0.00364185546169279,-0.004818883830700498,False,2026-01-16,3.5817,12.8285,3.5817,0.0085,,1.0
