ticker,model,pred,real,pred_delta,real_delta,pred_inc,real_inc,direction,Predicted,MAE,MSE,RMSE,MAPE,R2,EVS
BIMBOA.MX,lgbm,55.52614881055915,56.5,0.03614713209235276,1.0099983215332031,0.0006514170300769671,0.018201446945083417,True,2025-07-29,0.9739,0.9484,0.9739,0.0172,,1.0
BIMBOA.MX,arima,55.38642130121684,56.5,-0.10358037724995484,1.0099983215332031,-0.0018666493803720639,0.018201446945083417,False,2025-07-29,1.1136,1.2401,1.1136,0.0197,,1.0
BIMBOA.MX,xgb,54.65051573514938,56.5,-0.8394859433174133,1.0099983215332031,-0.01512859826859909,0.018201446945083417,False,2025-07-29,1.8495,3.4206,1.8495,0.0327,,1.0
BIMBOA.MX,Top3Ensamble,55.18769528230845,56.5,-0.3023063961583503,1.0099983215332031,-0.005447943539631609,0.018201446945083417,False,2025-07-29,1.3123,1.7221,1.3123,0.0232,,1.0
CEMEXCPO.MX,arima,15.735099097374803,16.139999389648438,-0.004900673743360784,0.39999961853027344,-0.0003113515765326242,0.025412936743763218,False,2025-07-29,0.4049,0.1639,0.4049,0.0251,,1.0
CEMEXCPO.MX,linreg,15.157082617818324,16.139999389648438,-0.5829171532998405,0.39999961853027344,-0.037034127177654357,0.025412936743763218,False,2025-07-29,0.9829,0.9661,0.9829,0.0609,,1.0
CEMEXCPO.MX,lgbm,15.743487759145784,16.139999389648438,0.0034879880276204034,0.39999961853027344,0.00022160025910677748,0.025412936743763218,True,2025-07-29,0.3965,0.1572,0.3965,0.0246,,1.0
CEMEXCPO.MX,Top3Ensamble,15.54522315811297,16.139999389648438,-0.19477661300519422,0.39999961853027344,-0.012374626165026771,0.025412936743763218,False,2025-07-29,0.5948,0.3538,0.5948,0.0369,,1.0
EEM,rf,49.08096344546024,49.20000076293945,-0.09903685971553955,0.020000457763671875,-0.00201376289347271,0.0004066786831956769,False,2025-07-29,0.119,0.0142,0.119,0.0024,,1.0
EEM,arima,49.192288999733215,49.20000076293945,0.012288694557433644,0.020000457763671875,0.00024987178692921567,0.0004066786831956769,True,2025-07-29,0.0077,0.0001,0.0077,0.0002,,1.0
EEM,lgbm,48.96089085758782,49.20000076293945,-0.21910944758796091,0.020000457763671875,-0.00445525510834333,0.0004066786831956769,False,2025-07-29,0.2391,0.0572,0.2391,0.0049,,1.0
EEM,Top3Ensamble,49.078047767593766,49.20000076293945,-0.10195253758201517,0.020000457763671875,-0.0020730487382954635,0.0004066786831956769,False,2025-07-29,0.122,0.0149,0.122,0.0025,,1.0
GFNORTEO.MX,lgbm,164.25234488186186,165.82000732421875,0.342341219752484,1.910003662109375,0.0020885925941298853,0.01165275833955036,True,2025-07-29,1.5677,2.4576,1.5677,0.0095,,1.0
GFNORTEO.MX,arima,164.37337778665662,165.82000732421875,0.4633741245472436,1.910003662109375,0.0028270033200808262,0.01165275833955036,True,2025-07-29,1.4466,2.0927,1.4466,0.0087,,1.0
GFNORTEO.MX,Top3Ensamble,164.31286133425925,165.82000732421875,0.402857672149878,1.910003662109375,0.0024577979571054425,0.01165275833955036,True,2025-07-29,1.5071,2.2715,1.5071,0.0091,,1.0
GLD,arima,305.8419259744095,306.25,0.4319223123001166,0.839996337890625,0.0014142376055827372,0.0027503890763838756,True,2025-07-29,0.4081,0.1665,0.4081,0.0013,,1.0
GLD,lgbm,306.43330663737447,306.25,1.0233029752650964,0.839996337890625,0.0033505876133554176,0.0027503890763838756,True,2025-07-29,0.1833,0.0336,0.1833,0.0006,,1.0
GLD,Top3Ensamble,306.137616305892,306.25,0.7276126437826065,0.839996337890625,0.0023824126094690776,0.0027503890763838756,True,2025-07-29,0.1124,0.0126,0.1124,0.0004,,1.0
IEF,lgbm,94.6696734616192,95.1500015258789,0.1396746823223225,0.6200027465820312,0.001477569915645792,0.006558793553246282,True,2025-07-29,0.4803,0.2307,0.4803,0.005,,1.0
IEF,rf,94.54319643919332,95.1500015258789,0.0131976598964485,0.6200027465820312,0.00013961345675314802,0.006558793553246282,True,2025-07-29,0.6068,0.3682,0.6068,0.0064,,1.0
IEF,xgb,94.6081553325057,95.1500015258789,0.07815655320882797,0.6200027465820312,0.0008267910104527065,0.006558793553246282,True,2025-07-29,0.5418,0.2936,0.5418,0.0057,,1.0
IEF,Top3Ensamble,94.60700841110608,95.1500015258789,0.07700963180920439,0.6200027465820312,0.0008146581276172656,0.006558793553246282,True,2025-07-29,0.543,0.2948,0.543,0.0057,,1.0
QQQ,arima,568.219083905074,567.260009765625,0.07906925663644415,-0.8800048828125,0.00013917213116096364,-0.001548922554516853,False,2025-07-29,0.9591,0.9198,0.9591,0.0017,,1.0
QQQ,lgbm,566.664929296873,567.260009765625,-1.4750853515645304,-0.8800048828125,-0.002596341242532101,-0.001548922554516853,True,2025-07-29,0.5951,0.3541,0.5951,0.001,,1.0
QQQ,xgb,565.48486328125,567.260009765625,-2.6551513671875,-0.8800048828125,-0.00467341024875795,-0.001548922554516853,True,2025-07-29,1.7751,3.1511,1.7751,0.0031,,1.0
QQQ,Top3Ensamble,566.7896254943989,567.260009765625,-1.3503891540385666,-0.8800048828125,-0.0023768597867097627,-0.001548922554516853,True,2025-07-29,0.4704,0.2213,0.4704,0.0008,,1.0
SPY,lgbm,636.6916757583418,635.260009765625,-0.24832668306441974,-1.67999267578125,-0.0003898745283897661,-0.002637599568784812,True,2025-07-29,1.4317,2.0497,1.4317,0.0023,,1.0
SPY,arima,637.1591201754655,635.260009765625,0.2191177340592958,-1.67999267578125,0.0003440162860228786,-0.002637599568784812,False,2025-07-29,1.8991,3.6066,1.8991,0.003,,1.0
SPY,xgb,635.6347000598907,635.260009765625,-1.305302381515503,-1.67999267578125,-0.0020493333383242497,-0.002637599568784812,True,2025-07-29,0.3747,0.1404,0.3747,0.0006,,1.0
SPY,Top3Ensamble,636.4951653312327,635.260009765625,-0.4448371101735802,-1.67999267578125,-0.000698397193563772,-0.002637599568784812,True,2025-07-29,1.2352,1.5256,1.2352,0.0019,,1.0
VNQ,rf,90.38904369147028,91.70999908447266,0.12904155523979455,1.4499969482421733,0.0014296648812951568,0.016064667781124975,True,2025-07-29,1.321,1.7449,1.321,0.0144,,1.0
VNQ,xgb,90.1806755885482,91.70999908447266,-0.07932654768228531,1.4499969482421733,-0.0008788671150545378,0.016064667781124975,False,2025-07-29,1.5293,2.3388,1.5293,0.0167,,1.0
VNQ,lgbm,89.78387435183345,91.70999908447266,-0.4761277843970362,1.4499969482421733,-0.005275069500645601,0.016064667781124975,False,2025-07-29,1.9261,3.71,1.9261,0.021,,1.0
