ticker,model,pred,real,timestamp,pred_delta,real_delta,pred_inc,real_inc,direction,Predicted,is_earnings_day,is_macro_day,MAE,MSE,RMSE,MAPE,R2,EVS
AAPL,_NaiveModel,295.95001220703125,298.010009765625,2026-06-18 00:00:00,0.0,2.05999755859375,0.0,0.0069606267059474985,False,2026-06-18,False,False,2.06,4.2436,2.06,0.0069,,1.0
AMD,_NaiveModel,512.47998046875,537.3699951171875,2026-06-18 00:00:00,0.0,24.8900146484375,0.0,0.04856777941973724,False,2026-06-18,False,False,24.89,619.5128,24.89,0.0463,,1.0
AMZN,_NaiveModel,237.5,244.38999938964844,2026-06-18 00:00:00,0.0,6.8899993896484375,0.0,0.029010523745888157,False,2026-06-18,False,False,6.89,47.4721,6.89,0.0282,,1.0
ASML,_NaiveModel,1867.8299560546875,1929.6800537109373,2026-06-18 00:00:00,0.0,61.85009765624977,0.0,0.03311334495721027,False,2026-06-18,False,False,61.8501,3825.4346,61.8501,0.0321,,1.0
AVGO,_NaiveModel,392.8999938964844,411.3500061035156,2026-06-18 00:00:00,0.0,18.45001220703125,0.0,0.04695854541522898,False,2026-06-18,False,False,18.45,340.403,18.45,0.0449,,1.0
BRK-B,_NaiveModel,491.2799987792969,489.4599914550781,2026-06-18 00:00:00,0.0,-1.82000732421875,0.0,-0.0037046232876180494,False,2026-06-18,False,False,1.82,3.3124,1.82,0.0037,,1.0
CAT,_NaiveModel,955.9199829101562,985.8200073242188,2026-06-18 00:00:00,0.0,29.9000244140625,0.0,0.03127879419680748,False,2026-06-18,False,False,29.9,894.0115,29.9,0.0303,,1.0
COST,_NaiveModel,965.5900268554688,951.4500122070312,2026-06-18 00:00:00,0.0,-14.1400146484375,0.0,-0.014643911240970184,False,2026-06-18,False,False,14.14,199.94,14.14,0.0149,,1.0
CRM,_NaiveModel,155.02000427246094,151.77999877929688,2026-06-18 00:00:00,0.0,-3.2400054931640625,0.0,-0.02090056382316617,False,2026-06-18,False,False,3.24,10.4976,3.24,0.0213,,1.0
GOOGL,_NaiveModel,363.7900085449219,368.0299987792969,2026-06-18 00:00:00,0.0,4.239990234375,0.0,0.01165504861261585,False,2026-06-18,False,False,4.24,17.9775,4.24,0.0115,,1.0
JNJ,_NaiveModel,234.1999969482422,228.38999938964844,2026-06-18 00:00:00,0.0,-5.80999755859375,0.0,-0.024807846431687826,False,2026-06-18,False,False,5.81,33.7561,5.81,0.0254,,1.0
JPM,_NaiveModel,333.4599914550781,325.2200012207031,2026-06-18 00:00:00,0.0,-8.239990234375,0.0,-0.024710581315675002,False,2026-06-18,False,False,8.24,67.8974,8.24,0.0253,,1.0
LLY,_NaiveModel,1112.0,1098.5699462890625,2026-06-18 00:00:00,0.0,-13.4300537109375,0.0,-0.01207738643069919,False,2026-06-18,False,False,13.4301,180.3663,13.4301,0.0122,,1.0
LMT,_NaiveModel,532.3200073242188,510.9500122070313,2026-06-18 00:00:00,0.0,-21.369995117187443,0.0,-0.04014501582348318,False,2026-06-18,False,False,21.37,456.6767,21.37,0.0418,,1.0
MA,_NaiveModel,492.989990234375,489.7900085449219,2026-06-18 00:00:00,0.0,-3.199981689453125,0.0,-0.0064909668610752215,False,2026-06-18,False,False,3.2,10.2399,3.2,0.0065,,1.0
MCD,_NaiveModel,283.82000732421875,278.6099853515625,2026-06-18 00:00:00,0.0,-5.21002197265625,0.0,-0.01835678189770687,False,2026-06-18,False,False,5.21,27.1443,5.21,0.0187,,1.0
META,_NaiveModel,567.5800170898438,577.219970703125,2026-06-18 00:00:00,0.0,9.63995361328125,0.0,0.01698430762715756,False,2026-06-18,False,False,9.64,92.9287,9.64,0.0167,,1.0
MRK,_NaiveModel,115.44000244140624,113.87000274658205,2026-06-18 00:00:00,0.0,-1.5699996948241903,0.0,-0.013600135668925279,False,2026-06-18,False,False,1.57,2.4649,1.57,0.0138,,1.0
