ticker,model,pred,real,timestamp,pred_delta,real_delta,pred_inc,real_inc,direction,Predicted,is_earnings_day,is_macro_day,MAE,MSE,RMSE,MAPE,R2,EVS
AAPL,_NaiveModel,270.7099914550781,270.1700134277344,2026-04-29 00:00:00,0.0,-0.53997802734375,0.0,-0.0019946734305643626,False,2026-04-29,False,False,0.54,0.2916,0.54,0.002,,1.0
AMD,_NaiveModel,323.2099914550781,337.1099853515625,2026-04-29 00:00:00,0.0,13.899993896484375,0.0,0.043006077361368605,False,2026-04-29,False,False,13.9,193.2098,13.9,0.0412,,1.0
AMZN,_NaiveModel,259.70001220703125,263.0400085449219,2026-04-29 00:00:00,0.0,3.339996337890625,0.0,0.012860978748156547,False,2026-04-29,False,False,3.34,11.1556,3.34,0.0127,,1.0
ASML,_NaiveModel,1384.56005859375,1394.0799560546875,2026-04-29 00:00:00,0.0,9.5198974609375,0.0,0.006875756238849279,False,2026-04-29,False,False,9.5199,90.6284,9.5199,0.0068,,1.0
AVGO,_NaiveModel,399.8299865722656,405.4500122070313,2026-04-29 00:00:00,0.0,5.620025634765682,0.0,0.014056038375075486,False,2026-04-29,False,False,5.62,31.5847,5.62,0.0139,,1.0
BRK-B,_NaiveModel,478.1600036621094,475.3800048828125,2026-04-29 00:00:00,0.0,-2.779998779296875,0.0,-0.005813950890926784,False,2026-04-29,False,False,2.78,7.7284,2.78,0.0058,,1.0
CAT,_NaiveModel,817.8699951171875,810.0499877929688,2026-04-29 00:00:00,0.0,-7.82000732421875,0.0,-0.009561430754160714,False,2026-04-29,False,False,7.82,61.1525,7.82,0.0097,,1.0
COST,_NaiveModel,994.0,998.6699829101562,2026-04-29 00:00:00,0.0,4.66998291015625,0.0,0.0046981719418070925,False,2026-04-29,False,False,4.67,21.8087,4.67,0.0047,,1.0
CRM,_NaiveModel,181.32000732421875,181.22000122070312,2026-04-29 00:00:00,0.0,-0.100006103515625,0.0,-0.0005515447798146392,False,2026-04-29,False,False,0.1,0.01,0.1,0.0006,,1.0
GOOGL,_NaiveModel,349.7799987792969,349.94000244140625,2026-04-29 00:00:00,0.0,0.160003662109375,0.0,0.0004574408561603708,False,2026-04-29,False,False,0.16,0.0256,0.16,0.0005,,1.0
JNJ,_NaiveModel,227.7899932861328,227.3500061035156,2026-04-29 00:00:00,0.0,-0.4399871826172159,0.0,-0.0019315474585599414,False,2026-04-29,False,False,0.44,0.1936,0.44,0.0019,,1.0
JPM,_NaiveModel,311.45001220703125,309.25,2026-04-29 00:00:00,0.0,-2.20001220703125,0.0,-0.0070637730640666285,False,2026-04-29,False,False,2.2,4.8401,2.2,0.0071,,1.0
LLY,_NaiveModel,874.0,851.2100219726562,2026-04-29 00:00:00,0.0,-22.78997802734375,0.0,-0.026075489733802918,False,2026-04-29,False,False,22.79,519.3831,22.79,0.0268,,1.0
