ticker,model,pred,real,timestamp,pred_delta,real_delta,pred_inc,real_inc,direction,Predicted,is_earnings_day,is_macro_day,MAE,MSE,RMSE,MAPE,R2,EVS
AAPL,_NaiveModel,313.3299865722656,308.260009765625,2026-08-10 00:00:00,0.0,-5.069976806640625,0.0,-0.016180949873660748,False,2026-08-10,False,False,5.07,25.7047,5.07,0.0164,,1.0
AMD,_NaiveModel,483.3599853515625,469.55999755859375,2026-08-10 00:00:00,0.0,-13.79998779296875,0.0,-0.028550124567989624,False,2026-08-10,False,False,13.8,190.4397,13.8,0.0294,,1.0
AMZN,_NaiveModel,274.4800109863281,278.0899963378906,2026-08-10 00:00:00,0.0,3.6099853515625,0.0,0.01315208833820075,False,2026-08-10,False,False,3.61,13.032,3.61,0.013,,1.0
ASML,_NaiveModel,1740.989990234375,1733.47998046875,2026-08-10 00:00:00,0.0,-7.510009765625,0.0,-0.00431364327638322,False,2026-08-10,False,False,7.51,56.4002,7.51,0.0043,,1.0
AVGO,_NaiveModel,427.760009765625,422.3999938964844,2026-08-10 00:00:00,0.0,-5.360015869140625,0.0,-0.012530427685555375,False,2026-08-10,False,False,5.36,28.7298,5.36,0.0127,,1.0
BRK-B,_NaiveModel,521.7999877929688,529.4199829101562,2026-08-10 00:00:00,0.0,7.6199951171875,0.0,0.014603287266098667,False,2026-08-10,False,False,7.62,58.0643,7.62,0.0144,,1.0
CAT,_NaiveModel,842.1900024414062,837.5800170898438,2026-08-10 00:00:00,0.0,-4.6099853515625,0.0,-0.005473806787303,False,2026-08-10,False,False,4.61,21.252,4.61,0.0055,,1.0
COST,_NaiveModel,947.8200073242188,952.75,2026-08-10 00:00:00,0.0,4.92999267578125,0.0,0.00520140178270668,False,2026-08-10,False,False,4.93,24.3048,4.93,0.0052,,1.0
CRM,_NaiveModel,192.7400054931641,197.50999450683597,2026-08-10 00:00:00,0.0,4.769989013671875,0.0,0.024748307967860116,False,2026-08-10,False,False,4.77,22.7528,4.77,0.0242,,1.0
GOOGL,_NaiveModel,354.29998779296875,357.5199890136719,2026-08-10 00:00:00,0.0,3.220001220703125,0.0,0.009088346970490716,False,2026-08-10,False,False,3.22,10.3684,3.22,0.009,,1.0
JNJ,_NaiveModel,259.239990234375,261.8099975585937,2026-08-10 00:00:00,0.0,2.570007324218693,0.0,0.00991362220734227,False,2026-08-10,False,False,2.57,6.6049,2.57,0.0098,,1.0
JPM,_NaiveModel,357.5199890136719,359.7900085449219,2026-08-10 00:00:00,0.0,2.27001953125,0.0,0.006349349969249391,False,2026-08-10,False,False,2.27,5.153,2.27,0.0063,,1.0
LLY,_NaiveModel,1185.7099609375,1231.93994140625,2026-08-10 00:00:00,0.0,46.22998046875,0.0,0.03898928236395817,False,2026-08-10,False,False,46.23,2137.2111,46.23,0.0375,,1.0
LMT,_NaiveModel,587.9500122070312,603.1599731445312,2026-08-10 00:00:00,0.0,15.2099609375,0.0,0.025869479754588743,False,2026-08-10,False,False,15.21,231.3429,15.21,0.0252,,1.0
MA,_NaiveModel,562.9500122070312,563.1699829101562,2026-08-10 00:00:00,0.0,0.219970703125,0.0,0.00039074642216030945,False,2026-08-10,False,False,0.22,0.0484,0.22,0.0004,,1.0
MCD,_NaiveModel,274.4800109863281,273.7200012207031,2026-08-10 00:00:00,0.0,-0.760009765625,0.0,-0.002768907516776718,False,2026-08-10,False,False,0.76,0.5776,0.76,0.0028,,1.0
META,_NaiveModel,592.0999755859375,594.9199829101562,2026-08-10 00:00:00,0.0,2.82000732421875,0.0,0.0047627215681407395,False,2026-08-10,False,False,2.82,7.9524,2.82,0.0047,,1.0
MRK,_NaiveModel,128.5800018310547,130.9199981689453,2026-08-10 00:00:00,0.0,2.339996337890625,0.0,0.018198758007214995,False,2026-08-10,False,False,2.34,5.4756,2.34,0.0179,,1.0
MSFT,_NaiveModel,499.989990234375,506.05999755859375,2026-08-10 00:00:00,0.0,6.07000732421875,0.0,0.012140257690705722,False,2026-08-10,False,False,6.07,36.845,6.07,0.012,,1.0
NEE,_NaiveModel,84.6500015258789,84.69999694824219,2026-08-10 00:00:00,0.0,0.04999542236328125,0.0,0.0005906133663564888,False,2026-08-10,False,False,0.05,0.0025,0.05,0.0006,,1.0
