ticker,model,pred,real,timestamp,pred_delta,real_delta,pred_inc,real_inc,direction,Predicted,is_earnings_day,is_macro_day,MAE,MSE,RMSE,MAPE,R2,EVS
AAPL,_NaiveModel,273.1700134277344,273.42999267578125,2026-04-23 00:00:00,0.0,0.259979248046875,0.0,0.0009517122497621837,False,2026-04-23,False,False,0.26,0.0676,0.26,0.001,,1.0
AMD,_NaiveModel,303.4599914550781,305.3299865722656,2026-04-23 00:00:00,0.0,1.8699951171875,0.0,0.006162245995661407,False,2026-04-23,False,False,1.87,3.4969,1.87,0.0061,,1.0
AMZN,_NaiveModel,255.3600006103516,255.0800018310547,2026-04-23 00:00:00,0.0,-0.2799987792969034,0.0,-0.0010964864451271192,False,2026-04-23,False,False,0.28,0.0784,0.28,0.0011,,1.0
ASML,_NaiveModel,1443.6600341796875,1417.800048828125,2026-04-23 00:00:00,0.0,-25.8599853515625,0.0,-0.017912794383240366,False,2026-04-23,False,False,25.86,668.7388,25.86,0.0182,,1.0
AVGO,_NaiveModel,422.6499938964844,419.9400024414063,2026-04-23 00:00:00,0.0,-2.709991455078068,0.0,-0.006411904635545317,False,2026-04-23,False,False,2.71,7.3441,2.71,0.0065,,1.0
BRK-B,_NaiveModel,465.3999938964844,470.5499877929688,2026-04-23 00:00:00,0.0,5.149993896484432,0.0,0.011065736923129201,False,2026-04-23,False,False,5.15,26.5224,5.15,0.0109,,1.0
CAT,_NaiveModel,808.8699951171875,835.239990234375,2026-04-23 00:00:00,0.0,26.3699951171875,0.0,0.032601030173417506,False,2026-04-23,False,False,26.37,695.3766,26.37,0.0316,,1.0
COST,_NaiveModel,1003.7000122070312,1014.3800048828124,2026-04-23 00:00:00,0.0,10.679992675781136,0.0,0.010640622243589448,False,2026-04-23,False,False,10.68,114.0622,10.68,0.0105,,1.0
CRM,_NaiveModel,189.8000030517578,173.3000030517578,2026-04-23 00:00:00,0.0,-16.5,0.0,-0.08693361293308571,False,2026-04-23,False,False,16.5,272.25,16.5,0.0952,,1.0
GOOGL,_NaiveModel,339.32000732421875,338.8900146484375,2026-04-23 00:00:00,0.0,-0.42999267578125,0.0,-0.001267218750736363,False,2026-04-23,False,False,0.43,0.1849,0.43,0.0013,,1.0
JNJ,_NaiveModel,226.1000061035156,230.6499938964844,2026-04-23 00:00:00,0.0,4.549987792968807,0.0,0.020123784476527972,False,2026-04-23,False,False,4.55,20.7024,4.55,0.0197,,1.0
JPM,_NaiveModel,313.0199890136719,311.69000244140625,2026-04-23 00:00:00,0.0,-1.329986572265625,0.0,-0.004248887032602684,False,2026-04-23,False,False,1.33,1.7689,1.33,0.0043,,1.0
