ticker,model,MAE,MSE,RMSE,MAPE,R2,EVS,drift_score
BIMBOA.MX,Top3Ensamble,1.0058,1.9861,1.4093,0.0158,0.3591,0.4254,0.8333
BIMBOA.MX,arima,1.1247,2.0973,1.4482,0.0177,0.3232,0.3569,0.8333
BIMBOA.MX,lgbm,0.9898,1.9283,1.3886,0.0155,0.3778,0.4693,0.6667
BIMBOA.MX,xgb,1.0038,2.0957,1.4477,0.0157,0.3238,0.4059,0.8333
CEMEXCPO.MX,Top3Ensamble,0.2997,0.2968,0.5448,0.0165,0.5283,0.5474,0.3333
CEMEXCPO.MX,arima,0.3062,0.2843,0.5332,0.0169,0.548,0.5522,0.3333
CEMEXCPO.MX,rf,0.3202,0.3225,0.5679,0.0176,0.4873,0.5323,0.3333
EEM,Top3Ensamble,0.4492,0.2974,0.5454,0.0082,0.3182,0.3459,0.3333
EEM,arima,0.4316,0.2716,0.5212,0.0079,0.3774,0.3935,0.3333
EEM,rf,0.4743,0.3306,0.575,0.0087,0.2422,0.2844,0.3333
GFNORTEO.MX,Top3Ensamble,1.9227,5.6206,2.3708,0.011,-0.3574,-0.2,0.8333
GFNORTEO.MX,rf,2.4546,11.2221,3.3499,0.0141,-1.7102,-1.3052,0.8333
GFNORTEO.MX,xgb,1.5851,4.1523,2.0377,0.0091,-0.0028,0.0219,0.8333
GLD,Top3Ensamble,6.1316,80.3418,8.9634,0.0161,0.4473,0.4502,0.8333
GLD,arima,6.4766,85.2721,9.2343,0.017,0.4133,0.4264,0.8333
GLD,rf,5.9907,78.9085,8.883,0.0157,0.4571,0.4594,0.8333
GLD,xgb,6.3221,79.2827,8.9041,0.0166,0.4546,0.4546,0.8333
IEF,Top3Ensamble,0.1894,0.0539,0.2321,0.0019,0.6453,0.6485,0.3333
IEF,arima,0.1875,0.0666,0.2581,0.0019,0.5614,0.5871,0.3333
IEF,lgbm,0.2056,0.0633,0.2515,0.0021,0.5834,0.6869,0.3333
IEF,rf,0.1839,0.0546,0.2336,0.0019,0.6405,0.6406,0.3333
QQQ,Top3Ensamble,5.4002,36.9473,6.0784,0.0087,0.7355,0.7534,0.5
QQQ,lgbm,5.3974,35.5612,5.9633,0.0087,0.7454,0.772,0.5
QQQ,rf,5.4357,38.6916,6.2203,0.0088,0.723,0.7378,0.5
QQQ,xgb,5.62,39.8672,6.3141,0.0091,0.7146,0.7283,0.5
SPY,Top3Ensamble,3.9234,22.8081,4.7758,0.0058,0.6758,0.6837,0.8333
SPY,arima,3.7009,22.9115,4.7866,0.0055,0.6744,0.6832,0.8333
SPY,rf,4.139,23.6723,4.8654,0.0061,0.6635,0.6846,0.8333
SPY,xgb,4.3423,25.9501,5.0941,0.0064,0.6312,0.6773,0.8333
VNQ,Top3Ensamble,0.6567,0.8851,0.9408,0.0073,0.5551,0.5551,0.3333
VNQ,lgbm,0.6853,0.9268,0.9627,0.0076,0.5341,0.5343,0.3333
VNQ,rf,0.6147,0.8277,0.9098,0.0068,0.584,0.5883,0.3333
VNQ,xgb,0.7492,1.0042,1.0021,0.0083,0.4952,0.4985,0.6667
WALMEX.MX,Top3Ensamble,0.9324,1.7171,1.3104,0.0151,-5.9744,-3.8254,0.6667
WALMEX.MX,rf,0.9671,1.8059,1.3438,0.0157,-6.3352,-3.7234,0.6667
WALMEX.MX,xgb,0.9888,1.8031,1.3428,0.0161,-6.3239,-4.5925,0.6667
