ticker,model,MAE,MSE,RMSE,MAPE,R2,EVS,drift_score
BIMBOA.MX,Top3Ensamble,1.2573,2.0524,1.4326,0.021,0.5451,0.5551,0.8333
BIMBOA.MX,arima,1.1636,1.8614,1.3643,0.0194,0.5875,0.5934,0.8333
BIMBOA.MX,lgbm,1.3329,2.3603,1.5363,0.0223,0.4769,0.5027,0.8333
BIMBOA.MX,xgb,1.2792,2.0512,1.4322,0.0213,0.5454,0.5493,0.8333
CEMEXCPO.MX,Top3Ensamble,0.2558,0.0916,0.3027,0.0134,0.185,0.2204,0.3333
CEMEXCPO.MX,arima,0.2586,0.0866,0.2942,0.0136,0.2302,0.2305,0.3333
CEMEXCPO.MX,rf,0.2714,0.1078,0.3284,0.0142,0.0412,0.1702,0.3333
EEM,Top3Ensamble,0.3133,0.191,0.4371,0.0058,0.6821,0.8177,0.1667
EEM,arima,0.2446,0.1255,0.3542,0.0045,0.7912,0.8008,0.0
EEM,rf,0.4951,0.4143,0.6437,0.0092,0.3105,0.7183,0.1667
GFNORTEO.MX,Top3Ensamble,2.8941,13.8402,3.7202,0.0163,-0.5373,-0.3875,0.8333
GFNORTEO.MX,rf,3.66,26.9724,5.1935,0.0207,-1.9959,-1.6378,0.8333
GFNORTEO.MX,xgb,2.2907,9.2189,3.0363,0.0129,-0.024,0.0068,0.8333
GLD,Top3Ensamble,3.0607,16.9346,4.1152,0.008,0.3398,0.428,0.8333
GLD,arima,2.6895,12.0924,3.4774,0.0071,0.5286,0.5383,0.8333
GLD,rf,3.2845,20.1248,4.4861,0.0086,0.2154,0.3412,0.8333
GLD,xgb,3.3881,21.6661,4.6547,0.0089,0.1553,0.3469,0.8333
IEF,Top3Ensamble,0.2228,0.0897,0.2994,0.0023,0.3498,0.3769,0.3333
IEF,arima,0.2154,0.0868,0.2946,0.0022,0.3704,0.3705,0.3333
IEF,lgbm,0.2697,0.1164,0.3411,0.0028,0.1561,0.2982,0.3333
IEF,rf,0.2128,0.0862,0.2936,0.0022,0.3749,0.3903,0.3333
QQQ,Top3Ensamble,6.336,65.0622,8.0661,0.0105,0.5041,0.5054,0.8333
QQQ,lgbm,6.818,73.0233,8.5454,0.0113,0.4434,0.4597,0.8333
QQQ,rf,5.978,60.7518,7.7943,0.0099,0.5369,0.5377,0.8333
QQQ,xgb,6.3768,65.8055,8.1121,0.0106,0.4984,0.4985,0.8333
SPY,Top3Ensamble,4.8434,36.6994,6.058,0.0073,0.6222,0.6223,0.8333
SPY,arima,4.7484,38.9858,6.2439,0.0071,0.5987,0.6204,0.8333
SPY,rf,5.1006,38.3001,6.1887,0.0076,0.6057,0.6131,0.8333
SPY,xgb,5.0166,36.4596,6.0382,0.0075,0.6247,0.6256,0.8333
VNQ,Top3Ensamble,0.6758,0.6423,0.8014,0.0075,0.1614,0.1674,0.3333
VNQ,lgbm,0.7252,0.7054,0.8399,0.0081,0.079,0.1019,0.3333
VNQ,rf,0.655,0.6076,0.7795,0.0073,0.2066,0.2104,0.3333
VNQ,xgb,0.6816,0.666,0.8161,0.0076,0.1305,0.1308,0.3333
WALMEX.MX,Top3Ensamble,0.5998,0.6543,0.8089,0.0097,-0.3341,-0.1274,0.3333
WALMEX.MX,rf,0.6251,0.6345,0.7965,0.0101,-0.2936,-0.2128,0.3333
WALMEX.MX,xgb,0.6296,0.7179,0.8473,0.0101,-0.4638,-0.073,0.3333
