ticker,model,regime_type,regime,MAE,MSE,RMSE,MAPE,R2,EVS,drift_score,total_regimes,failed_regimes,regime_only_failure
AAPL,_NaiveModel,high_vol_regime,high_vol_regime,5.2763,32.3024,5.6835,0.0188,0.5237,0.7133,0.6667,5,5,False
AAPL,_NaiveModel,high_vol_regime,normal_vol_regime,1.0257,1.7539,1.3244,0.0037,0.9832,0.9832,0.5,5,5,False
AMD,_NaiveModel,high_vol_regime,high_vol_regime,22.4915,798.7664,28.2625,0.0596,0.6328,0.701,0.8333,5,5,False
AMD,_NaiveModel,high_vol_regime,normal_vol_regime,2.735,8.2285,2.8685,0.007,0.9986,0.9999,0.5,5,5,False
AMZN,_NaiveModel,high_vol_regime,high_vol_regime,4.4212,22.8884,4.7842,0.0167,0.0996,0.2203,0.8333,5,5,False
AMZN,_NaiveModel,high_vol_regime,normal_vol_regime,1.5771,3.0022,1.7327,0.0059,0.9426,0.944,0.5,5,5,False
ASML,_NaiveModel,high_vol_regime,high_vol_regime,46.4825,2636.4444,51.3463,0.0313,0.4186,0.4283,0.8333,5,5,False
ASML,_NaiveModel,high_vol_regime,normal_vol_regime,12.2666,156.1009,12.494,0.0086,0.6322,0.7148,0.6667,5,5,False
AVGO,_NaiveModel,high_vol_regime,high_vol_regime,12.3933,180.6872,13.442,0.0297,-1.1355,-1.0698,0.8333,5,5,False
AVGO,_NaiveModel,high_vol_regime,normal_vol_regime,2.905,9.5106,3.0839,0.0069,0.1874,0.2271,0.8333,5,5,False
BRK-B,_NaiveModel,high_vol_regime,normal_vol_regime,3.36,13.8688,3.7241,0.0071,0.4727,0.5185,0.8333,4,4,False
CAT,_NaiveModel,high_vol_regime,high_vol_regime,28.8466,1209.4487,34.7771,0.0324,0.0784,0.2055,0.8333,5,5,False
CAT,_NaiveModel,high_vol_regime,normal_vol_regime,4.1483,26.5237,5.1501,0.005,0.9794,0.9799,0.5,5,5,False
COST,_NaiveModel,high_vol_regime,high_vol_regime,17.678,323.935,17.9982,0.0175,-2.2352,-2.0628,0.8333,5,5,False
COST,_NaiveModel,high_vol_regime,normal_vol_regime,4.484,28.6765,5.355,0.0045,0.4539,0.4581,0.8333,5,5,False
CRM,_NaiveModel,high_vol_regime,high_vol_regime,5.8209,47.2601,6.8746,0.0326,-0.7461,-0.6239,0.8333,5,5,False
CRM,_NaiveModel,high_vol_regime,normal_vol_regime,1.1025,1.5863,1.2595,0.006,0.754,0.9258,0.5,5,5,False
GOOGL,_NaiveModel,high_vol_regime,high_vol_regime,11.47,228.1904,15.106,0.0304,0.5651,0.687,0.8333,5,5,False
GOOGL,_NaiveModel,high_vol_regime,normal_vol_regime,1.0788,2.1041,1.4505,0.0028,0.9959,0.9959,0.5,5,5,False
JNJ,_NaiveModel,high_vol_regime,high_vol_regime,3.236,10.9299,3.306,0.0142,-0.9063,-0.8922,0.8333,5,5,False
JNJ,_NaiveModel,high_vol_regime,normal_vol_regime,1.33,2.5683,1.6026,0.0059,0.637,0.6373,0.8333,5,5,False
JPM,_NaiveModel,high_vol_regime,high_vol_regime,5.33,30.8339,5.5528,0.0173,-0.5109,-0.4964,0.8333,5,5,False
JPM,_NaiveModel,high_vol_regime,normal_vol_regime,1.6778,4.1714,2.0424,0.0054,0.7017,0.7225,0.5,5,5,False
LLY,_NaiveModel,high_vol_regime,high_vol_regime,27.61,1106.8457,33.2693,0.0296,0.4879,0.5137,0.8333,5,5,False
LLY,_NaiveModel,high_vol_regime,normal_vol_regime,3.995,17.9934,4.2419,0.0043,0.9908,0.9915,0.5,5,5,False
LMT,_NaiveModel,high_vol_regime,high_vol_regime,12.9329,208.6117,14.4434,0.0246,0.1304,0.404,0.8333,5,5,False
LMT,_NaiveModel,high_vol_regime,normal_vol_regime,3.3925,16.0059,4.0007,0.0066,-2.2279,-2.1234,0.8333,5,5,False
MA,_NaiveModel,high_vol_regime,high_vol_regime,11.5929,164.389,12.8214,0.0229,-0.9665,-0.9456,0.8333,5,5,False
MA,_NaiveModel,high_vol_regime,normal_vol_regime,2.6762,9.665,3.1089,0.0054,0.7322,0.7344,0.5,5,5,False
MCD,_NaiveModel,high_vol_regime,high_vol_regime,6.89,51.8869,7.2033,0.0241,-0.1556,0.4317,0.8333,5,5,False
MCD,_NaiveModel,high_vol_regime,normal_vol_regime,1.6691,3.6003,1.8975,0.0057,0.9569,0.961,0.5,5,5,False
META,_NaiveModel,high_vol_regime,high_vol_regime,19.0883,666.3094,25.813,0.0306,0.1768,0.3305,0.8333,5,5,False
META,_NaiveModel,high_vol_regime,normal_vol_regime,4.1455,20.0462,4.4773,0.0065,0.9809,0.9809,0.5,5,5,False
MRK,_NaiveModel,high_vol_regime,high_vol_regime,2.174,5.0387,2.2447,0.0195,-0.46,-0.4356,0.8333,5,5,False
MRK,_NaiveModel,high_vol_regime,normal_vol_regime,0.622,0.57,0.755,0.0055,0.5165,0.53,0.3333,5,5,False
MSFT,_NaiveModel,high_vol_regime,high_vol_regime,9.4363,109.3766,10.4583,0.0226,-0.7282,-0.6846,0.8333,5,5,False
MSFT,_NaiveModel,high_vol_regime,normal_vol_regime,2.5029,8.7153,2.9522,0.006,0.8095,0.8138,0.5,5,5,False
NEE,_NaiveModel,high_vol_regime,high_vol_regime,2.7471,10.073,3.1738,0.0287,-3.9642,-3.3939,0.8333,5,4,True
