ticker,model,regime_type,regime,MAE,MSE,RMSE,MAPE,R2,EVS,drift_score,total_regimes,failed_regimes,regime_only_failure
AAPL,_NaiveModel,high_vol_regime,high_vol_regime,5.6183,34.1762,5.846,0.0183,0.4151,0.4476,0.8333,5,5,False
AAPL,_NaiveModel,high_vol_regime,normal_vol_regime,1.8722,4.3422,2.0838,0.0062,0.8693,0.9053,0.5,5,5,False
AMD,_NaiveModel,high_vol_regime,high_vol_regime,18.2109,403.7512,20.0936,0.0379,0.7485,0.807,0.5,5,5,False
AMD,_NaiveModel,high_vol_regime,normal_vol_regime,2.8275,8.8282,2.9712,0.0063,0.9928,0.9928,0.5,5,5,False
AMZN,_NaiveModel,high_vol_regime,high_vol_regime,5.122,29.9795,5.4754,0.0197,0.6804,0.7224,0.6667,5,5,False
AMZN,_NaiveModel,high_vol_regime,normal_vol_regime,1.746,3.7689,1.9414,0.0066,0.9597,0.9636,0.5,5,5,False
ASML,_NaiveModel,high_vol_regime,high_vol_regime,56.076,3966.5413,62.9805,0.0344,0.7017,0.7307,0.5,5,5,False
ASML,_NaiveModel,high_vol_regime,normal_vol_regime,9.316,107.5028,10.3684,0.0059,0.9712,0.9757,0.5,5,5,False
AVGO,_NaiveModel,high_vol_regime,high_vol_regime,13.8344,229.8575,15.1611,0.0315,0.6208,0.7385,0.6667,5,5,False
AVGO,_NaiveModel,high_vol_regime,normal_vol_regime,2.3483,8.0299,2.8337,0.0056,0.9903,0.997,0.5,5,5,False
BRK-B,_NaiveModel,high_vol_regime,high_vol_regime,6.6667,45.3163,6.7317,0.0138,-3.0074,-2.8374,0.8333,5,5,False
BRK-B,_NaiveModel,high_vol_regime,normal_vol_regime,2.265,6.7331,2.5948,0.0047,0.7873,0.8059,0.5,5,5,False
CAT,_NaiveModel,high_vol_regime,high_vol_regime,19.1858,463.8828,21.5379,0.0215,-0.0145,-0.0021,0.8333,5,5,False
CAT,_NaiveModel,high_vol_regime,normal_vol_regime,3.93,20.0121,4.4735,0.0045,0.9595,0.9778,0.5,5,5,False
COST,_NaiveModel,high_vol_regime,high_vol_regime,25.055,674.7467,25.9759,0.0242,0.6741,0.7218,0.6667,5,5,False
