ticker,model,MAE,MSE,RMSE,MAPE,R2,EVS,drift_score
BIMBOA.MX,Top3Ensamble,0.7966,0.9597,0.9797,0.013,-0.3827,-0.2256,0.3333
BIMBOA.MX,lgbm,0.9847,1.3842,1.1765,0.0161,-0.9942,-0.5795,0.6667
BIMBOA.MX,rf,0.6639,0.6881,0.8295,0.0108,0.0086,0.0307,0.3333
CEMEXCPO.MX,Top3Ensamble,0.3063,0.1394,0.3734,0.0138,-0.7224,-0.7154,0.3333
CEMEXCPO.MX,arima,0.3145,0.1306,0.3614,0.0142,-0.6129,-0.5526,0.3333
CEMEXCPO.MX,rf,0.2947,0.1374,0.3707,0.0132,-0.6977,-0.5348,0.3333
CEMEXCPO.MX,xgb,0.3634,0.1793,0.4235,0.0163,-1.2153,-1.2065,0.3333
EEM,Top3Ensamble,0.4547,0.3764,0.6136,0.0077,0.6387,0.6387,0.3333
EEM,rf,0.5843,0.5646,0.7514,0.0099,0.4581,0.6442,0.3333
EEM,xgb,0.6536,0.624,0.79,0.0111,0.401,0.5798,0.3333
GFNORTEO.MX,Top3Ensamble,3.5738,21.4808,4.6347,0.0188,0.7183,0.8019,0.5
GFNORTEO.MX,lgbm,3.3858,19.7651,4.4458,0.0178,0.7408,0.8206,0.5
GFNORTEO.MX,rf,3.7617,23.4756,4.8452,0.0198,0.6921,0.7797,0.6667
GLD,Top3Ensamble,11.392,286.5586,16.928,0.0251,0.5651,0.5652,0.8333
GLD,arima,10.426,278.527,16.6891,0.0231,0.5773,0.58,0.8333
GLD,lgbm,13.2703,309.3321,17.5878,0.0292,0.5305,0.5341,0.8333
GLD,rf,11.5425,287.949,16.9691,0.0256,0.563,0.5634,0.8333
IEF,Top3Ensamble,0.2403,0.0733,0.2707,0.0025,-0.1118,0.1,0.3333
IEF,linreg,0.3977,0.2135,0.4621,0.0041,-2.2403,-0.1761,0.3333
IEF,rf,0.1726,0.0497,0.2229,0.0018,0.2462,0.3327,0.3333
IEF,xgb,0.2542,0.0847,0.291,0.0026,-0.2854,-0.2287,0.3333
QQQ,Top3Ensamble,3.5361,19.7077,4.4393,0.0057,0.0993,0.1039,0.8333
QQQ,lgbm,3.855,25.8976,5.089,0.0062,-0.1836,-0.145,0.8333
QQQ,rf,3.6781,18.0378,4.2471,0.0059,0.1756,0.2866,0.8333
SPY,Top3Ensamble,2.3532,9.1167,3.0194,0.0034,-0.1127,0.0393,0.8333
SPY,lgbm,2.3834,9.3531,3.0583,0.0035,-0.1416,-0.0906,0.8333
SPY,rf,2.4667,9.7293,3.1192,0.0036,-0.1875,0.1195,0.8333
VNQ,Top3Ensamble,0.5985,0.5249,0.7245,0.0066,0.1029,0.1212,0.3333
VNQ,arima,0.6056,0.5289,0.7272,0.0067,0.0961,0.1439,0.3333
VNQ,rf,0.6024,0.5322,0.7295,0.0066,0.0905,0.0932,0.3333
WALMEX.MX,Top3Ensamble,0.6155,0.6366,0.7979,0.0107,0.3126,0.3279,0.3333
WALMEX.MX,arima,0.6202,0.6731,0.8205,0.0108,0.2732,0.3317,0.3333
WALMEX.MX,lgbm,0.7015,0.7493,0.8656,0.0122,0.191,0.209,0.3333
WALMEX.MX,rf,0.5624,0.573,0.757,0.0098,0.3813,0.3813,0.3333
