ticker,model,MAE,MSE,RMSE,MAPE,R2,EVS,drift_score
BIMBOA.MX,Top3Ensamble,0.5793,0.5422,0.7363,0.009,-0.5095,-0.2673,0.3333
BIMBOA.MX,arima,0.6198,0.5539,0.7443,0.0096,-0.5422,-0.4393,0.3333
BIMBOA.MX,lgbm,0.6778,0.7084,0.8417,0.0105,-0.9724,-0.2558,0.3333
BIMBOA.MX,xgb,0.5895,0.5738,0.7575,0.0091,-0.5977,-0.5022,0.3333
CEMEXCPO.MX,Top3Ensamble,0.3196,0.155,0.3938,0.0188,-0.2199,0.4319,0.3333
CEMEXCPO.MX,arima,0.2143,0.0632,0.2514,0.0127,0.5029,0.5082,0.3333
CEMEXCPO.MX,lgbm,0.2039,0.0659,0.2568,0.0121,0.4615,0.4752,0.3333
CEMEXCPO.MX,linreg,0.9419,1.0496,1.0245,0.0555,-7.5709,-0.3268,0.8333
CEMEXCPO.MX,rf,0.1923,0.072,0.2684,0.0115,-1.3517,-0.2069,0.3333
EEM,Top3Ensamble,0.2673,0.1223,0.3498,0.005,0.4708,0.611,0.3333
EEM,arima,0.2543,0.0963,0.3103,0.0048,0.5836,0.655,0.3333
EEM,lgbm,0.3267,0.1915,0.4376,0.0062,-0.4385,-0.201,0.3333
EEM,rf,0.2717,0.1307,0.3615,0.0051,0.4348,0.6398,0.3333
GFNORTEO.MX,Top3Ensamble,2.9515,10.3817,3.2221,0.0163,-0.6845,-0.6356,0.8333
GFNORTEO.MX,arima,2.9469,10.3997,3.2249,0.0163,-0.4651,-0.4145,0.8333
GFNORTEO.MX,lgbm,3.2476,12.8749,3.5882,0.0179,-0.8138,-0.5479,0.8333
GFNORTEO.MX,rf,2.3813,5.8219,2.4129,0.0131,-10.0762,0.7118,0.6667
GFNORTEO.MX,xgb,1.7727,3.3118,1.8198,0.0098,-5.3007,0.6777,0.8333
GLD,Top3Ensamble,2.6739,10.3439,3.2162,0.0078,0.8074,0.8362,0.5
GLD,arima,2.2927,7.7308,2.7804,0.0067,0.856,0.8699,0.5
GLD,lgbm,3.5284,16.5073,4.0629,0.0103,0.591,0.6628,0.8333
GLD,rf,1.1628,1.3616,1.1669,0.0033,-2.5422,-2.5176,0.8333
GLD,xgb,1.5709,2.9306,1.7119,0.0044,-6.624,-0.2042,0.8333
IEF,Top3Ensamble,0.1629,0.0413,0.2033,0.0017,0.5314,0.5851,0.3333
IEF,arima,0.0418,0.003,0.0545,0.0004,-0.1888,0.51,0.3333
IEF,lgbm,0.1814,0.0565,0.2378,0.0019,0.3589,0.4856,0.3333
IEF,rf,0.1684,0.0388,0.1969,0.0017,0.5602,0.574,0.3333
IEF,xgb,0.1644,0.0415,0.2038,0.0017,0.5797,0.6285,0.3333
QQQ,Top3Ensamble,4.2347,24.3097,4.9305,0.0071,0.2971,0.8007,0.6667
QQQ,arima,3.0365,10.5774,3.2523,0.0051,0.6098,0.6898,0.8333
QQQ,lgbm,3.6059,17.0597,4.1303,0.0061,0.5067,0.8353,0.6667
QQQ,rf,3.8754,15.443,3.9298,0.0064,-9.0437,0.724,0.6667
QQQ,xgb,7.3561,66.7605,8.1707,0.0124,-0.9304,0.6343,0.8333
SPY,Top3Ensamble,3.5683,18.4272,4.2927,0.0054,-0.3722,0.2181,0.8333
SPY,arima,2.3589,7.3258,2.7066,0.0036,0.4545,0.5002,0.8333
SPY,lgbm,3.5168,19.0786,4.3679,0.0053,-1.2018,-0.3935,0.8333
SPY,rf,2.2717,5.9064,2.4303,0.0034,-38.8521,-4.0327,0.8333
SPY,xgb,5.7446,46.59,6.8257,0.0087,-2.4695,-0.558,0.8333
VNQ,Top3Ensamble,0.578,0.5992,0.7741,0.0063,0.1592,0.1599,0.3333
VNQ,lgbm,0.6649,0.7067,0.8406,0.0073,0.0083,0.0085,0.3333
VNQ,rf,0.5377,0.5517,0.7427,0.0059,0.2258,0.2259,0.3333
VNQ,xgb,0.5802,0.6295,0.7934,0.0063,0.1166,0.1202,0.3333
WALMEX.MX,Top3Ensamble,0.6167,0.6398,0.7999,0.011,-1.0576,-1.0197,0.3333
WALMEX.MX,arima,0.5713,0.5353,0.7316,0.0101,-0.8516,-0.7971,0.3333
WALMEX.MX,linreg,0.7227,0.6722,0.8199,0.0128,-1.3254,-1.3048,0.3333
WALMEX.MX,rf,0.5806,0.5278,0.7265,0.0103,-0.6973,-0.67,0.3333
WALMEX.MX,xgb,1.1589,1.9915,1.4112,0.0209,-29.6267,-8.9742,0.8333
