ticker,model,regime_type,regime,MAE,MSE,RMSE,MAPE,R2,EVS,drift_score,total_regimes,failed_regimes,regime_only_failure
AAPL,_NaiveModel,high_vol_regime,high_vol_regime,4.892,26.184,5.117,0.0167,0.6563,0.9704,0.6667,5,5,False
AAPL,_NaiveModel,high_vol_regime,normal_vol_regime,1.757,4.1031,2.0256,0.0058,0.8924,0.9189,0.5,5,5,False
AMD,_NaiveModel,high_vol_regime,high_vol_regime,24.235,924.118,30.3993,0.0561,0.3028,0.4003,1.0,5,5,False
AMD,_NaiveModel,high_vol_regime,normal_vol_regime,3.142,10.4193,3.2279,0.0071,0.9357,0.9395,0.5,5,5,False
AMZN,_NaiveModel,high_vol_regime,high_vol_regime,4.3633,20.4305,4.52,0.0163,-0.4298,-0.4294,0.8333,5,5,False
AMZN,_NaiveModel,high_vol_regime,normal_vol_regime,1.7033,3.3616,1.8335,0.0063,0.7816,0.7816,0.5,5,5,False
ASML,_NaiveModel,high_vol_regime,high_vol_regime,54.8885,3612.5542,60.1045,0.0355,-0.3182,-0.2112,0.8333,5,5,False
ASML,_NaiveModel,high_vol_regime,normal_vol_regime,7.9401,88.1448,9.3885,0.0054,0.9775,0.9839,0.5,5,5,False
AVGO,_NaiveModel,high_vol_regime,high_vol_regime,13.03,193.8988,13.9248,0.0306,-1.3973,-1.3707,0.8333,5,5,False
AVGO,_NaiveModel,high_vol_regime,normal_vol_regime,2.0357,6.1293,2.4757,0.0048,0.7592,0.922,0.5,5,5,False
BRK-B,_NaiveModel,high_vol_regime,high_vol_regime,6.3525,41.3042,6.4268,0.0131,-3.8688,-3.194,0.8333,5,5,False
BRK-B,_NaiveModel,high_vol_regime,normal_vol_regime,2.3154,7.9941,2.8274,0.0049,0.7617,0.7669,0.5,5,5,False
CAT,_NaiveModel,high_vol_regime,high_vol_regime,22.792,572.0214,23.917,0.0253,-0.237,-0.2249,0.8333,5,5,False
CAT,_NaiveModel,high_vol_regime,normal_vol_regime,4.678,31.992,5.6561,0.0053,0.9213,0.9501,0.5,5,5,False
COST,_NaiveModel,high_vol_regime,high_vol_regime,21.355,466.5374,21.5995,0.0205,0.5667,0.5668,0.8333,5,5,False
COST,_NaiveModel,high_vol_regime,normal_vol_regime,6.2929,51.8268,7.1991,0.0061,0.84,0.8624,0.5,5,5,False
CRM,_NaiveModel,high_vol_regime,high_vol_regime,5.09,26.6763,5.1649,0.0288,0.1458,0.1734,0.8333,5,5,False
CRM,_NaiveModel,high_vol_regime,normal_vol_regime,1.112,1.6477,1.2836,0.0063,0.9579,0.9633,0.5,5,5,False
GOOGL,_NaiveModel,high_vol_regime,high_vol_regime,9.365,101.3895,10.0692,0.0238,-1.2409,-1.2314,0.8333,5,5,False
GOOGL,_NaiveModel,high_vol_regime,normal_vol_regime,1.4111,3.7247,1.93,0.0036,0.8738,0.8814,0.5,5,5,False
JNJ,_NaiveModel,high_vol_regime,high_vol_regime,4.36,20.8942,4.571,0.0191,-2.2584,-1.8423,0.8333,5,5,False
JNJ,_NaiveModel,high_vol_regime,normal_vol_regime,1.3475,2.4231,1.5566,0.0059,0.8637,0.8794,0.5,5,5,False
JPM,_NaiveModel,high_vol_regime,high_vol_regime,5.8225,35.9697,5.9975,0.0192,-0.2396,-0.1449,0.8333,5,5,False
JPM,_NaiveModel,high_vol_regime,normal_vol_regime,1.9443,4.7128,2.1709,0.0064,0.6733,0.7024,0.6667,5,5,False
LLY,_NaiveModel,high_vol_regime,high_vol_regime,21.9364,510.233,22.5883,0.0218,0.6819,0.7696,0.6667,5,5,False
LLY,_NaiveModel,high_vol_regime,normal_vol_regime,3.7975,23.7087,4.8692,0.0038,0.8162,0.928,0.5,5,5,False
LMT,_NaiveModel,high_vol_regime,high_vol_regime,8.7267,81.6368,9.0353,0.0168,0.1755,0.3127,0.8333,5,5,False
LMT,_NaiveModel,high_vol_regime,normal_vol_regime,2.31,8.313,2.8832,0.0045,0.7374,0.7676,0.5,5,5,False
MA,_NaiveModel,high_vol_regime,high_vol_regime,8.712,79.2165,8.9004,0.0175,-2.1997,-2.1913,0.8333,5,5,False
MA,_NaiveModel,high_vol_regime,normal_vol_regime,2.629,9.5353,3.0879,0.0053,0.0421,0.0457,0.8333,5,5,False
MCD,_NaiveModel,high_vol_regime,high_vol_regime,5.98,38.4857,6.2037,0.0214,-1.9071,-1.8722,0.8333,5,5,False
MCD,_NaiveModel,high_vol_regime,normal_vol_regime,1.0592,1.3827,1.1759,0.0038,0.9042,0.9066,0.5,5,5,False
META,_NaiveModel,high_vol_regime,high_vol_regime,11.8367,169.2225,13.0086,0.0192,-0.2274,-0.1627,0.8333,5,5,False
META,_NaiveModel,high_vol_regime,normal_vol_regime,3.3544,12.4407,3.5271,0.0055,0.538,0.5488,0.8333,5,5,False
MRK,_NaiveModel,high_vol_regime,high_vol_regime,3.28,14.4697,3.8039,0.0278,0.1169,0.43,0.8333,5,4,True
MRK,_NaiveModel,high_vol_regime,normal_vol_regime,0.7164,0.7427,0.8618,0.0063,0.8604,0.8613,0.0,5,4,True
MSFT,_NaiveModel,high_vol_regime,high_vol_regime,7.192,59.1331,7.6898,0.0172,-1.3368,-1.3258,0.8333,5,5,False
MSFT,_NaiveModel,high_vol_regime,normal_vol_regime,2.517,7.3402,2.7093,0.0061,0.7473,0.7477,0.5,5,5,False
NEE,_NaiveModel,high_vol_regime,high_vol_regime,1.9775,4.8647,2.2056,0.0218,0.1447,0.2975,0.8333,5,4,True
