ticker,model,MAE,MSE,RMSE,MAPE,R2,EVS,drift_score
BIMBOA.MX,Top3Ensamble,0.9528,2.112,1.4533,0.0144,0.7717,0.7979,0.3333
BIMBOA.MX,lgbm,1.0313,2.2103,1.4867,0.0156,0.7611,0.7967,0.5
BIMBOA.MX,rf,0.9187,2.1095,1.4524,0.0138,0.772,0.7902,0.3333
CEMEXCPO.MX,Top3Ensamble,0.4559,0.2792,0.5284,0.0211,-0.042,-0.0418,0.3333
CEMEXCPO.MX,arima,0.4256,0.2731,0.5226,0.0197,-0.0194,0.0075,0.3333
CEMEXCPO.MX,rf,0.4749,0.2935,0.5418,0.0219,-0.0955,-0.0756,0.3333
CEMEXCPO.MX,xgb,0.4672,0.2919,0.5402,0.0215,-0.0895,-0.0853,0.3333
EEM,Top3Ensamble,0.5931,0.5424,0.7365,0.0099,0.3614,0.362,0.3333
EEM,rf,0.7689,0.8985,0.9479,0.0128,-0.0579,0.1299,0.3333
EEM,xgb,0.6115,0.5726,0.7567,0.0101,0.3259,0.4756,0.3333
GFNORTEO.MX,Top3Ensamble,4.4754,29.841,5.4627,0.0221,-1.8918,-1.4504,0.8333
GFNORTEO.MX,lgbm,3.6318,22.0302,4.6936,0.0179,-1.1349,-1.11,0.8333
GFNORTEO.MX,rf,5.8851,51.7879,7.1964,0.029,-4.0187,-2.6475,0.8333
GLD,Top3Ensamble,14.1637,354.8095,18.8364,0.0309,-0.4175,-0.3845,0.8333
GLD,arima,13.9552,359.2277,18.9533,0.0306,-0.4351,-0.4336,0.8333
GLD,lgbm,13.817,325.5898,18.0441,0.0301,-0.3007,-0.2787,0.8333
GLD,rf,15.7842,411.8027,20.2929,0.0344,-0.6452,-0.5174,0.8333
IEF,Top3Ensamble,0.3151,0.1501,0.3875,0.0033,0.4115,0.6789,0.3333
IEF,linreg,0.5159,0.3387,0.582,0.0054,-0.3277,0.6279,0.3333
IEF,rf,0.231,0.0976,0.3124,0.0024,0.6174,0.6574,0.3333
IEF,xgb,0.2924,0.1278,0.3576,0.003,0.4988,0.6386,0.3333
QQQ,Top3Ensamble,7.1106,68.4835,8.2755,0.0117,0.3708,0.458,0.8333
QQQ,lgbm,8.483,98.8907,9.9444,0.0139,0.0915,0.2493,0.8333
QQQ,rf,5.9477,46.8652,6.8458,0.0098,0.5694,0.6067,0.8333
SPY,Top3Ensamble,4.5444,36.7126,6.0591,0.0066,-0.266,-0.2009,0.8333
SPY,lgbm,5.1762,45.1749,6.7212,0.0075,-0.5578,-0.4197,0.8333
SPY,rf,3.9963,30.0103,5.4782,0.0058,-0.0348,-0.0156,0.8333
VNQ,Top3Ensamble,0.765,0.8479,0.9208,0.0083,0.7039,0.7314,0.0
VNQ,arima,0.7734,0.8724,0.934,0.0084,0.6954,0.7319,0.1667
VNQ,rf,0.7676,0.8293,0.9107,0.0083,0.7104,0.7302,0.0
WALMEX.MX,Top3Ensamble,0.767,1.0692,1.034,0.0134,0.1935,0.1935,0.6667
WALMEX.MX,arima,0.8039,1.0736,1.0361,0.014,0.1902,0.1984,0.6667
WALMEX.MX,lgbm,0.841,1.2113,1.1006,0.0147,0.0862,0.0882,0.6667
WALMEX.MX,rf,0.7715,1.0137,1.0068,0.0134,0.2353,0.2367,0.6667
