ticker,model,MAE,MSE,RMSE,MAPE,R2,EVS,drift_score
BIMBOA.MX,Top3Ensamble,1.1122,1.8141,1.3469,0.0181,-0.2493,-0.2333,0.8333
BIMBOA.MX,lgbm,1.3022,2.3498,1.5329,0.0212,-0.6182,-0.6181,0.8333
BIMBOA.MX,rf,0.9737,1.4346,1.1978,0.0158,0.012,0.073,0.6667
CEMEXCPO.MX,Top3Ensamble,0.3395,0.2262,0.4756,0.0154,-0.254,-0.17,0.3333
CEMEXCPO.MX,arima,0.3391,0.2022,0.4496,0.0154,-0.121,-0.1181,0.3333
CEMEXCPO.MX,rf,0.3502,0.2405,0.4904,0.0159,-0.3332,-0.0895,0.3333
CEMEXCPO.MX,xgb,0.3905,0.2661,0.5158,0.0177,-0.4753,-0.372,0.3333
EEM,Top3Ensamble,0.4032,0.2471,0.4971,0.0069,0.7329,0.7568,0.0
EEM,rf,0.4976,0.3357,0.5794,0.0086,0.6373,0.6853,0.3333
EEM,xgb,0.5931,0.5186,0.7201,0.0101,0.4396,0.7186,0.1667
GFNORTEO.MX,Top3Ensamble,2.0503,8.1903,2.8619,0.0113,0.8613,0.8945,0.5
GFNORTEO.MX,lgbm,1.9889,7.2269,2.6883,0.011,0.8776,0.9029,0.5
GFNORTEO.MX,rf,2.1117,9.3119,3.0515,0.0116,0.8423,0.8844,0.5
GLD,Top3Ensamble,6.1665,54.5361,7.3849,0.0139,0.8785,0.9343,0.5
GLD,arima,4.8417,30.6206,5.5336,0.011,0.9318,0.9535,0.5
GLD,lgbm,6.9444,79.0636,8.8918,0.0155,0.8238,0.8795,0.5
GLD,rf,7.7763,80.4302,8.9683,0.0178,0.8207,0.9268,0.5
IEF,Top3Ensamble,0.2484,0.0775,0.2784,0.0026,-0.4987,-0.0887,0.3333
IEF,linreg,0.4174,0.2417,0.4916,0.0043,-3.6726,-0.4529,0.3333
IEF,rf,0.1715,0.0398,0.1994,0.0018,0.2313,0.2451,0.3333
IEF,xgb,0.237,0.0778,0.279,0.0025,-0.5046,-0.4451,0.3333
QQQ,Top3Ensamble,3.0265,14.4872,3.8062,0.0049,-0.013,0.1138,0.8333
QQQ,lgbm,3.0493,14.9128,3.8617,0.0049,-0.0427,-0.0376,0.8333
QQQ,rf,3.5182,17.9451,4.2362,0.0056,-0.2548,0.1552,0.8333
SPY,Top3Ensamble,2.3179,9.3787,3.0625,0.0034,-0.2109,0.0565,0.8333
SPY,lgbm,2.2958,9.3657,3.0603,0.0033,-0.2093,-0.1181,0.8333
SPY,rf,2.6758,10.6968,3.2706,0.0039,-0.3811,0.1552,0.8333
VNQ,Top3Ensamble,0.4962,0.369,0.6074,0.0055,0.6466,0.6804,0.3333
VNQ,arima,0.5116,0.3851,0.6205,0.0057,0.6312,0.6797,0.3333
VNQ,rf,0.4808,0.3598,0.5999,0.0053,0.6554,0.677,0.3333
WALMEX.MX,Top3Ensamble,0.5399,0.3752,0.6125,0.0093,-0.5837,-0.561,0.3333
WALMEX.MX,arima,0.5121,0.3672,0.6059,0.0088,-0.5498,-0.5433,0.3333
WALMEX.MX,lgbm,0.5975,0.4666,0.6831,0.0103,-0.9697,-0.954,0.3333
WALMEX.MX,rf,0.5168,0.3635,0.6029,0.0089,-0.5343,-0.3677,0.3333
