ticker,model,MAE,MSE,RMSE,MAPE,R2,EVS,drift_score
BIMBOA.MX,Top3Ensamble,0.7966,0.9597,0.9797,0.013,-0.3827,-0.2256,0.3333
BIMBOA.MX,lgbm,0.9847,1.3842,1.1765,0.0161,-0.9942,-0.5795,0.6667
BIMBOA.MX,rf,0.6639,0.6881,0.8295,0.0108,0.0086,0.0307,0.3333
CEMEXCPO.MX,Top3Ensamble,0.3063,0.1394,0.3734,0.0138,-0.7224,-0.7154,0.3333
CEMEXCPO.MX,arima,0.3145,0.1306,0.3614,0.0142,-0.6129,-0.5526,0.3333
CEMEXCPO.MX,rf,0.2947,0.1374,0.3707,0.0132,-0.6977,-0.5348,0.3333
CEMEXCPO.MX,xgb,0.3634,0.1793,0.4235,0.0163,-1.2153,-1.2065,0.3333
EEM,Top3Ensamble,0.4594,0.377,0.614,0.0078,0.6462,0.6464,0.3333
EEM,rf,0.5836,0.5639,0.7509,0.0099,0.4708,0.6521,0.3333
EEM,xgb,0.6356,0.6088,0.7803,0.0107,0.4286,0.5891,0.3333
GFNORTEO.MX,Top3Ensamble,3.5738,21.4808,4.6347,0.0188,0.7183,0.8019,0.5
GFNORTEO.MX,lgbm,3.3858,19.7651,4.4458,0.0178,0.7408,0.8206,0.5
GFNORTEO.MX,rf,3.7617,23.4756,4.8452,0.0198,0.6921,0.7797,0.6667
GLD,Top3Ensamble,11.9558,311.9769,17.6629,0.0262,0.4936,0.5159,0.8333
GLD,arima,11.0694,307.4698,17.5348,0.0243,0.5009,0.5082,0.8333
GLD,lgbm,13.7389,330.2722,18.1734,0.03,0.4639,0.504,0.8333
GLD,rf,12.1219,314.3581,17.7301,0.0266,0.4897,0.5159,0.8333
IEF,Top3Ensamble,0.2353,0.0708,0.266,0.0025,-0.2034,0.214,0.3333
IEF,linreg,0.4297,0.2349,0.4847,0.0045,-2.9949,0.0096,0.3333
IEF,rf,0.1373,0.028,0.1672,0.0014,0.5247,0.5522,0.3333
IEF,xgb,0.2547,0.0849,0.2913,0.0027,-0.4433,-0.3058,0.3333
QQQ,Top3Ensamble,4.0194,26.2402,5.1225,0.0065,-0.0202,-0.0,0.8333
QQQ,lgbm,4.6289,36.546,6.0453,0.0075,-0.4209,-0.2687,0.8333
QQQ,rf,3.8707,20.5951,4.5382,0.0062,0.1993,0.2105,0.8333
SPY,Top3Ensamble,2.4654,10.1923,3.1925,0.0036,-0.339,-0.3201,0.8333
SPY,lgbm,2.6133,11.5841,3.4035,0.0038,-0.5218,-0.5205,0.8333
SPY,rf,2.4613,9.6785,3.111,0.0036,-0.2715,-0.1747,0.8333
VNQ,Top3Ensamble,0.5391,0.4498,0.6707,0.0059,0.2666,0.3098,0.3333
VNQ,arima,0.5487,0.4656,0.6824,0.006,0.2408,0.3228,0.3333
VNQ,rf,0.5405,0.4445,0.6667,0.006,0.2753,0.292,0.3333
WALMEX.MX,Top3Ensamble,0.6155,0.6366,0.7979,0.0107,0.3126,0.3279,0.3333
WALMEX.MX,arima,0.6202,0.6731,0.8205,0.0108,0.2732,0.3317,0.3333
WALMEX.MX,lgbm,0.7015,0.7493,0.8656,0.0122,0.191,0.209,0.3333
WALMEX.MX,rf,0.5624,0.573,0.757,0.0098,0.3813,0.3813,0.3333
