ticker,model,regime_type,regime,MAE,MSE,RMSE,MAPE,R2,EVS,drift_score,total_regimes,failed_regimes,regime_only_failure
AAPL,_NaiveModel,high_vol_regime,high_vol_regime,8.6188,95.6422,9.7797,0.0292,0.3771,0.3778,0.8333,5,5,False
AAPL,_NaiveModel,high_vol_regime,normal_vol_regime,1.8457,3.7154,1.9275,0.0062,0.9752,0.9784,0.5,5,5,False
AMD,_NaiveModel,high_vol_regime,high_vol_regime,24.4279,686.559,26.2023,0.0459,-0.5489,-0.536,0.8333,5,4,True
AMD,_NaiveModel,high_vol_regime,normal_vol_regime,0.11,0.0121,0.11,0.0002,,1.0,0.0,5,4,True
AMZN,_NaiveModel,high_vol_regime,high_vol_regime,6.0333,38.6149,6.2141,0.0249,0.5357,0.5359,0.8333,5,5,False
AMZN,_NaiveModel,high_vol_regime,normal_vol_regime,1.5011,2.8278,1.6816,0.0062,0.8782,0.8788,0.5,5,5,False
ASML,_NaiveModel,high_vol_regime,high_vol_regime,89.5908,9045.8275,95.1096,0.0494,-0.2897,-0.2884,0.8333,5,5,False
ASML,_NaiveModel,high_vol_regime,normal_vol_regime,14.5367,244.9265,15.6501,0.0083,0.7082,0.7086,0.5,5,5,False
AVGO,_NaiveModel,high_vol_regime,high_vol_regime,12.0944,172.7936,13.1451,0.0302,0.8548,0.8584,0.5,5,5,False
AVGO,_NaiveModel,high_vol_regime,normal_vol_regime,2.53,7.0719,2.6593,0.0064,0.9948,0.9974,0.5,5,5,False
BRK-B,_NaiveModel,high_vol_regime,high_vol_regime,7.52,56.8209,7.538,0.0151,0.4301,0.4328,0.8333,5,5,False
BRK-B,_NaiveModel,high_vol_regime,normal_vol_regime,2.5208,7.7106,2.7768,0.0051,0.9053,0.9151,0.5,5,5,False
CAT,_NaiveModel,high_vol_regime,high_vol_regime,33.6785,1434.5108,37.8749,0.0342,0.4376,0.4453,0.8333,5,5,False
CAT,_NaiveModel,high_vol_regime,normal_vol_regime,10.785,116.6469,10.8003,0.0113,0.9249,0.9998,0.5,5,5,False
COST,_NaiveModel,high_vol_regime,high_vol_regime,19.9967,428.088,20.6903,0.0211,-21.1683,-20.9618,0.8333,5,5,False
COST,_NaiveModel,high_vol_regime,normal_vol_regime,6.59,52.2237,7.2266,0.007,0.8624,0.8682,0.5,5,5,False
CRM,_NaiveModel,high_vol_regime,high_vol_regime,5.243,34.7901,5.8983,0.0301,0.866,0.8664,0.5,5,4,True
CRM,_NaiveModel,high_vol_regime,normal_vol_regime,0.75,0.6456,0.8035,0.0047,0.971,0.979,0.0,5,4,True
GOOGL,_NaiveModel,high_vol_regime,high_vol_regime,12.0,167.4885,12.9417,0.0335,-8.2656,-8.1912,0.8333,5,5,False
GOOGL,_NaiveModel,high_vol_regime,normal_vol_regime,2.5658,8.4118,2.9003,0.0072,0.8574,0.858,0.5,5,5,False
JNJ,_NaiveModel,high_vol_regime,high_vol_regime,6.12,41.3687,6.4319,0.0244,0.7513,0.8114,0.5,5,5,False
JNJ,_NaiveModel,high_vol_regime,normal_vol_regime,1.12,2.0169,1.4202,0.0046,0.9887,0.9891,0.5,5,5,False
JPM,_NaiveModel,high_vol_regime,high_vol_regime,6.6475,46.1957,6.7967,0.0207,0.6858,0.7292,0.6667,5,5,False
JPM,_NaiveModel,high_vol_regime,normal_vol_regime,1.2391,2.1339,1.4608,0.0037,0.9835,0.9836,0.5,5,5,False
