ticker,model,MAE,MSE,RMSE,MAPE,R2,EVS,drift_score
BIMBOA.MX,Top3Ensamble,0.7656,1.5013,1.2253,0.014,0.2312,0.2731,0.6667
BIMBOA.MX,arima,0.9309,1.8489,1.3598,0.017,0.0532,0.1224,0.6667
BIMBOA.MX,lgbm,0.7334,1.3244,1.1508,0.0134,0.3218,0.3433,0.6667
BIMBOA.MX,xgb,0.7405,1.5842,1.2586,0.0135,0.1888,0.2304,0.6667
CEMEXCPO.MX,Top3Ensamble,0.3267,0.1472,0.3837,0.0206,-0.2843,0.1239,0.3333
CEMEXCPO.MX,arima,0.2423,0.0988,0.3143,0.0153,0.1383,0.1973,0.3333
CEMEXCPO.MX,lgbm,0.2795,0.1142,0.3379,0.0177,0.0039,0.1174,0.3333
CEMEXCPO.MX,linreg,0.5061,0.3419,0.5847,0.0319,-1.983,-0.1959,0.3333
EEM,Top3Ensamble,0.2973,0.1301,0.3607,0.006,0.572,0.6301,0.3333
EEM,arima,0.2962,0.1175,0.3428,0.006,0.6135,0.6157,0.3333
EEM,lgbm,0.3363,0.1768,0.4204,0.0068,0.4186,0.6112,0.3333
EEM,rf,0.2991,0.1304,0.3611,0.0061,0.571,0.6272,0.3333
GFNORTEO.MX,Top3Ensamble,1.802,4.8555,2.2035,0.0107,-0.6017,-0.4232,0.8333
GFNORTEO.MX,arima,1.8264,4.9853,2.2328,0.0109,-0.6445,-0.6137,0.8333
GFNORTEO.MX,lgbm,1.8696,5.4929,2.3437,0.0111,-0.8119,-0.3168,0.8333
GFNORTEO.MX,lstm,3.24,12.6971,3.5633,0.0191,-14.333,-11.6768,0.8333
GLD,Top3Ensamble,2.2791,9.6414,3.1051,0.0074,0.1306,0.1824,0.8333
GLD,arima,2.1977,8.236,2.8699,0.0072,0.2573,0.2931,0.8333
GLD,lgbm,2.4975,11.7534,3.4283,0.0081,-0.0598,0.0108,0.8333
IEF,Top3Ensamble,0.2355,0.0985,0.3139,0.0025,0.4993,0.5298,0.3333
IEF,lgbm,0.2331,0.0982,0.3133,0.0024,0.5012,0.5565,0.3333
IEF,rf,0.219,0.0931,0.3051,0.0023,0.5269,0.5411,0.3333
IEF,xgb,0.2678,0.1154,0.3398,0.0028,0.4135,0.4424,0.3333
QQQ,Top3Ensamble,4.2481,29.6635,5.4464,0.0075,0.3268,0.4992,0.8333
QQQ,arima,3.8156,26.2471,5.1232,0.0067,0.4043,0.4281,0.8333
QQQ,lgbm,4.8971,38.1522,6.1767,0.0086,0.1342,0.4745,0.8333
QQQ,xgb,4.6754,33.6058,5.797,0.0082,0.2373,0.4957,0.8333
SPY,Top3Ensamble,3.3983,24.2858,4.9281,0.0054,0.1497,0.2088,0.8333
SPY,arima,3.4438,21.285,4.6136,0.0054,0.2548,0.2633,0.8333
SPY,lgbm,3.3804,24.2505,4.9245,0.0053,0.151,0.1881,0.8333
SPY,xgb,3.964,29.8546,5.4639,0.0063,-0.0452,0.1522,0.8333
VNQ,Top3Ensamble,0.7297,0.7114,0.8435,0.0081,0.319,0.348,0.3333
VNQ,lgbm,0.7317,0.7408,0.8607,0.0081,0.2908,0.2939,0.3333
VNQ,rf,0.7437,0.7621,0.873,0.0083,0.2705,0.3277,0.3333
VNQ,xgb,0.7371,0.7311,0.855,0.0082,0.3002,0.3472,0.3333
WALMEX.MX,Top3Ensamble,0.7307,1.1756,1.0842,0.0131,-0.1058,-0.0992,0.6667
WALMEX.MX,arima,0.8023,1.3301,1.1533,0.0143,-0.2512,-0.1773,0.6667
WALMEX.MX,linreg,0.7735,1.3754,1.1728,0.0138,-0.2939,-0.2868,0.6667
WALMEX.MX,rf,0.7384,1.1888,1.0903,0.0132,-0.1183,-0.1152,0.6667
