ticker,model,MAE,MSE,RMSE,MAPE,R2,EVS,drift_score
BIMBOA.MX,Top3Ensamble,0.4321,0.2263,0.4757,0.0067,0.1476,0.1645,0.3333
BIMBOA.MX,arima,0.5214,0.3455,0.5878,0.0081,-0.3012,-0.2986,0.3333
BIMBOA.MX,lgbm,0.4848,0.3106,0.5573,0.0075,-0.1697,0.1969,0.3333
BIMBOA.MX,xgb,0.4393,0.2627,0.5126,0.0068,0.0106,0.0378,0.3333
CEMEXCPO.MX,Top3Ensamble,0.256,0.101,0.3178,0.0152,-0.2676,0.2055,0.3333
CEMEXCPO.MX,arima,0.1889,0.0519,0.2278,0.0113,0.3486,0.396,0.3333
CEMEXCPO.MX,lgbm,0.1867,0.0502,0.2242,0.0112,0.4206,0.4206,0.3333
CEMEXCPO.MX,linreg,0.8665,0.8957,0.9464,0.0515,-9.3282,-0.6707,0.5
CEMEXCPO.MX,rf,0.1571,0.0453,0.2129,0.0095,-1.0745,-0.8929,0.3333
EEM,Top3Ensamble,0.2116,0.0613,0.2477,0.004,0.7838,0.8383,0.0
EEM,arima,0.226,0.0644,0.2537,0.0042,0.7731,0.8126,0.0
EEM,lgbm,0.2352,0.0738,0.2716,0.0044,-0.2611,-0.2011,0.3333
EEM,rf,0.2165,0.0722,0.2686,0.0041,0.7457,0.8388,0.0
GFNORTEO.MX,Top3Ensamble,2.8471,10.1741,3.1897,0.0158,-0.169,-0.1511,0.8333
GFNORTEO.MX,arima,2.916,10.2795,3.2062,0.0161,-0.247,-0.2459,0.8333
GFNORTEO.MX,lgbm,3.0495,11.7671,3.4303,0.0168,-0.4275,-0.3497,0.8333
GFNORTEO.MX,rf,2.6363,9.2562,3.0424,0.0148,-0.4328,0.643,0.8333
GFNORTEO.MX,xgb,2.3797,8.1815,2.8603,0.0134,-0.2664,0.6101,0.8333
GLD,Top3Ensamble,3.3279,15.8024,3.9752,0.0095,0.7693,0.8385,0.5
GLD,arima,2.8352,11.055,3.3249,0.0081,0.8386,0.8728,0.5
GLD,lgbm,3.8365,18.5437,4.3062,0.0111,0.4736,0.6193,0.8333
GLD,rf,3.766,24.3247,4.932,0.0104,-0.7741,-0.0569,0.8333
GLD,xgb,4.4446,31.8573,5.6442,0.0123,-1.3235,0.1172,0.8333
IEF,Top3Ensamble,0.1579,0.0381,0.1951,0.0016,0.4401,0.4544,0.3333
IEF,arima,0.15,0.0358,0.1893,0.0016,-0.1691,0.2129,0.3333
IEF,lgbm,0.1652,0.0493,0.2219,0.0017,0.2757,0.3599,0.3333
IEF,rf,0.1643,0.0363,0.1905,0.0017,0.4663,0.4663,0.3333
IEF,xgb,0.1544,0.0387,0.1966,0.0016,0.4569,0.5158,0.3333
QQQ,Top3Ensamble,3.8197,21.3747,4.6233,0.0064,0.1201,0.671,0.8333
QQQ,arima,3.0612,10.9414,3.3078,0.0051,0.1378,0.2537,0.8333
QQQ,lgbm,3.3027,15.5509,3.9435,0.0055,0.3598,0.7445,0.6667
QQQ,rf,3.3374,12.1153,3.4807,0.0055,-2.4013,-0.7499,0.8333
QQQ,xgb,6.428,56.6464,7.5264,0.0108,-1.3319,0.3448,0.8333
SPY,Top3Ensamble,3.2721,15.5676,3.9456,0.0049,-0.0235,0.3938,0.8333
SPY,arima,2.1435,5.7317,2.3941,0.0032,0.6232,0.634,0.8333
SPY,lgbm,3.7009,21.0532,4.5884,0.0056,-2.2381,-0.9677,0.8333
SPY,rf,1.8082,4.5078,2.1232,0.0027,-2.1874,0.1244,0.8333
SPY,xgb,5.2417,38.1997,6.1806,0.0079,-1.5114,-0.1423,0.8333
VNQ,Top3Ensamble,0.5326,0.4907,0.7005,0.0058,-0.026,-0.0098,0.3333
VNQ,lgbm,0.627,0.617,0.7855,0.0069,-0.2899,-0.279,0.3333
VNQ,rf,0.4799,0.4198,0.6479,0.0053,0.1224,0.1437,0.3333
VNQ,xgb,0.5395,0.5357,0.7319,0.0059,-0.1201,-0.1029,0.3333
WALMEX.MX,Top3Ensamble,0.6843,0.7482,0.865,0.0122,-0.7518,-0.6791,0.3333
WALMEX.MX,arima,0.6052,0.5926,0.7698,0.0107,-3.7765,-3.3466,0.3333
WALMEX.MX,linreg,0.7161,0.6792,0.8241,0.0127,-4.4749,-4.4472,0.3333
WALMEX.MX,rf,0.5797,0.5226,0.7229,0.0103,-0.2235,-0.204,0.3333
WALMEX.MX,xgb,1.3387,2.1718,1.4737,0.0242,-8.8935,-0.7299,0.8333
