ticker,model,regime_type,regime,MAE,MSE,RMSE,MAPE,R2,EVS,drift_score,total_regimes,failed_regimes,regime_only_failure
AAPL,_NaiveModel,high_vol_regime,high_vol_regime,8.3,88.6889,9.4175,0.028,0.3797,0.3805,0.8333,5,5,False
AAPL,_NaiveModel,high_vol_regime,normal_vol_regime,1.7467,3.5734,1.8903,0.0059,0.9675,0.9777,0.5,5,5,False
AMD,_NaiveModel,high_vol_regime,high_vol_regime,25.61,744.5671,27.2868,0.0482,-0.6423,-0.6103,0.8333,5,5,False
AMD,_NaiveModel,high_vol_regime,normal_vol_regime,2.69,13.2043,3.6338,0.0053,0.1586,0.6197,0.8333,5,5,False
AMZN,_NaiveModel,high_vol_regime,high_vol_regime,7.0367,51.3974,7.1692,0.0286,0.5918,0.6322,0.8333,5,5,False
AMZN,_NaiveModel,high_vol_regime,normal_vol_regime,1.84,4.5842,2.1411,0.0075,0.9576,0.9578,0.5,5,5,False
ASML,_NaiveModel,high_vol_regime,high_vol_regime,91.2555,9406.2822,96.986,0.0501,-0.3836,-0.3822,1.0,5,5,False
ASML,_NaiveModel,high_vol_regime,normal_vol_regime,14.87,246.392,15.6969,0.0088,0.9389,0.9512,0.5,5,5,False
AVGO,_NaiveModel,high_vol_regime,high_vol_regime,12.632,188.3572,13.7243,0.0304,0.8852,0.9132,0.5,5,5,False
AVGO,_NaiveModel,high_vol_regime,normal_vol_regime,2.808,8.2264,2.8682,0.0072,0.995,0.9975,0.5,5,5,False
BRK-B,_NaiveModel,high_vol_regime,high_vol_regime,8.04,64.6417,8.04,0.0158,,1.0,0.5,5,5,False
BRK-B,_NaiveModel,high_vol_regime,normal_vol_regime,3.0014,11.6107,3.4074,0.0062,0.8992,0.8999,0.5,5,5,False
CAT,_NaiveModel,high_vol_regime,high_vol_regime,36.6236,1637.5997,40.4673,0.0371,0.4121,0.4244,0.8333,5,5,False
CAT,_NaiveModel,high_vol_regime,normal_vol_regime,10.97,120.7485,10.9886,0.0121,0.9531,0.9531,0.5,5,5,False
COST,_NaiveModel,high_vol_regime,high_vol_regime,24.7175,698.9797,26.4382,0.026,-25.7947,-20.971,0.8333,5,5,False
COST,_NaiveModel,high_vol_regime,normal_vol_regime,6.8936,56.0489,7.4866,0.0073,0.7734,0.7745,0.5,5,5,False
CRM,_NaiveModel,high_vol_regime,high_vol_regime,7.0873,77.3315,8.7938,0.0383,0.8018,0.8122,0.5,5,4,True
CRM,_NaiveModel,high_vol_regime,normal_vol_regime,0.7325,0.6389,0.7993,0.0046,0.972,0.9955,0.0,5,4,True
GOOGL,_NaiveModel,high_vol_regime,high_vol_regime,11.4475,149.5774,12.2302,0.0316,-0.5881,-0.4713,0.8333,5,5,False
GOOGL,_NaiveModel,high_vol_regime,normal_vol_regime,2.58,8.3609,2.8915,0.0072,0.9117,0.9117,0.5,5,5,False
JNJ,_NaiveModel,high_vol_regime,high_vol_regime,6.0388,39.9377,6.3196,0.0244,0.8152,0.8353,0.5,5,5,False
JNJ,_NaiveModel,high_vol_regime,normal_vol_regime,1.1243,2.0471,1.4308,0.0048,0.9831,0.9836,0.5,5,5,False
JPM,_NaiveModel,high_vol_regime,high_vol_regime,6.6475,46.1957,6.7967,0.0207,0.6858,0.7292,0.6667,5,5,False
JPM,_NaiveModel,high_vol_regime,normal_vol_regime,1.4545,2.9835,1.7273,0.0046,0.9879,0.9881,0.5,5,5,False
LLY,_NaiveModel,high_vol_regime,high_vol_regime,24.2567,619.3473,24.8867,0.0209,0.8365,0.8383,0.5,5,5,False
