ticker,model,MAE,MSE,RMSE,MAPE,R2,EVS,drift_score
BIMBOA.MX,Top3Ensamble,0.9378,1.8098,1.3453,0.0146,0.3964,0.4492,0.6667
BIMBOA.MX,arima,1.0526,1.9529,1.3975,0.0164,0.3487,0.3681,0.8333
BIMBOA.MX,lgbm,0.8837,1.724,1.313,0.0137,0.425,0.5203,0.6667
BIMBOA.MX,xgb,0.9779,1.9596,1.3999,0.0152,0.3464,0.4045,0.6667
CEMEXCPO.MX,Top3Ensamble,0.2964,0.2895,0.538,0.0162,0.625,0.6334,0.3333
CEMEXCPO.MX,arima,0.2815,0.2679,0.5175,0.0154,0.653,0.6557,0.3333
CEMEXCPO.MX,rf,0.3384,0.3276,0.5724,0.0184,0.5756,0.5929,0.3333
EEM,Top3Ensamble,0.4391,0.27,0.5196,0.008,0.0262,0.0286,0.3333
EEM,arima,0.4238,0.2465,0.4965,0.0077,0.1107,0.1107,0.3333
EEM,rf,0.4593,0.3013,0.5489,0.0084,-0.087,-0.0764,0.3333
GFNORTEO.MX,Top3Ensamble,1.3991,3.2315,1.7976,0.008,0.3151,0.5059,0.8333
GFNORTEO.MX,rf,1.8919,8.7111,2.9515,0.0109,-0.8461,-0.4197,0.8333
GFNORTEO.MX,xgb,1.1036,1.8723,1.3683,0.0063,0.6032,0.6518,0.8333
GLD,Top3Ensamble,5.1698,70.5898,8.4018,0.0137,0.2785,0.2866,0.8333
GLD,arima,5.3933,74.7467,8.6456,0.0143,0.236,0.2598,0.8333
GLD,rf,5.2936,71.159,8.4356,0.0141,0.2727,0.2767,0.8333
GLD,xgb,5.2953,68.1036,8.2525,0.0141,0.3039,0.3067,0.8333
IEF,Top3Ensamble,0.2171,0.0712,0.2669,0.0022,0.6991,0.7017,0.1667
IEF,arima,0.2025,0.0811,0.2849,0.0021,0.6571,0.6778,0.3333
IEF,lgbm,0.2531,0.0913,0.3022,0.0026,0.614,0.6905,0.3333
IEF,rf,0.2,0.0662,0.2573,0.0021,0.7203,0.7207,0.0
QQQ,Top3Ensamble,6.0961,47.6563,6.9034,0.0098,0.4836,0.4866,0.8333
QQQ,lgbm,6.0292,48.512,6.9651,0.0097,0.4743,0.481,0.8333
QQQ,rf,6.0689,48.0155,6.9293,0.0098,0.4797,0.4822,0.8333
QQQ,xgb,6.2257,49.4994,7.0356,0.01,0.4636,0.4647,0.8333
SPY,Top3Ensamble,3.957,24.7285,4.9728,0.0059,0.3938,0.3973,0.8333
SPY,arima,3.7704,25.3676,5.0366,0.0056,0.3781,0.4145,0.8333
SPY,rf,4.197,25.9287,5.092,0.0062,0.3644,0.3781,0.8333
SPY,xgb,4.4773,27.7017,5.2632,0.0066,0.3209,0.3841,0.8333
VNQ,Top3Ensamble,0.617,0.822,0.9066,0.0068,0.6454,0.6488,0.3333
VNQ,lgbm,0.617,0.8017,0.8954,0.0068,0.6542,0.6595,0.3333
VNQ,rf,0.5983,0.8372,0.915,0.0066,0.6388,0.6459,0.3333
VNQ,xgb,0.7178,0.938,0.9685,0.008,0.5954,0.5957,0.3333
WALMEX.MX,Top3Ensamble,0.6049,0.5268,0.7258,0.0098,-0.8195,-0.267,0.3333
WALMEX.MX,rf,0.6258,0.5038,0.7098,0.0101,-0.7398,-0.0071,0.3333
WALMEX.MX,xgb,0.6752,0.7195,0.8482,0.011,-1.4849,-1.0873,0.3333
