ticker,model,MAE,MSE,RMSE,MAPE,R2,EVS,drift_score
BIMBOA.MX,Top3Ensamble,0.6896,0.813,0.9017,0.011,0.7312,0.7448,0.0
BIMBOA.MX,arima,0.7612,0.8702,0.9328,0.0121,0.7123,0.7177,0.0
BIMBOA.MX,lgbm,0.7177,0.8774,0.9367,0.0114,0.7099,0.7187,0.0
BIMBOA.MX,xgb,0.7126,0.9251,0.9618,0.0113,0.6941,0.7275,0.1667
CEMEXCPO.MX,Top3Ensamble,0.2498,0.0891,0.2986,0.0146,0.6149,0.7858,0.1667
CEMEXCPO.MX,arima,0.2006,0.0567,0.2381,0.0118,0.755,0.789,0.0
CEMEXCPO.MX,lgbm,0.149,0.0262,0.1619,0.009,-2.0038,-1.7179,0.3333
CEMEXCPO.MX,linreg,0.566,0.427,0.6535,0.0342,-47.9448,-11.2229,0.3333
CEMEXCPO.MX,rf,0.3027,0.1337,0.3657,0.0176,0.5029,0.7709,0.1667
EEM,Top3Ensamble,0.5602,0.6456,0.8035,0.0105,-0.3112,-0.3021,0.3333
EEM,arima,0.5573,0.5725,0.7567,0.0105,-0.1629,-0.1616,0.3333
EEM,lgbm,0.1747,0.0432,0.208,0.0033,0.4478,0.5136,0.3333
EEM,rf,0.5833,0.7544,0.8686,0.011,-0.5323,-0.5067,0.3333
GFNORTEO.MX,Top3Ensamble,3.9586,19.9538,4.467,0.0223,-1.0371,-0.9101,0.8333
GFNORTEO.MX,arima,3.3933,14.6846,3.8321,0.0189,-0.332,-0.2364,0.8333
GFNORTEO.MX,lgbm,3.6359,14.6387,3.8261,0.0202,-0.3279,-0.1769,0.8333
GFNORTEO.MX,rf,6.3276,63.1684,7.9479,0.0358,-7.988,-6.5442,0.8333
GFNORTEO.MX,xgb,2.1363,6.6631,2.5813,0.0121,0.0519,0.1903,0.8333
GLD,Top3Ensamble,4.3619,26.6058,5.1581,0.0119,0.8176,0.8993,0.5
GLD,arima,3.8358,21.0974,4.5932,0.0104,0.8554,0.9059,0.5
GLD,lgbm,3.6576,19.7436,4.4434,0.0104,-0.0661,0.6141,0.8333
GLD,rf,4.8584,31.6289,5.624,0.0131,0.6858,0.8086,0.6667
GLD,xgb,5.5072,38.7368,6.2239,0.0148,0.6152,0.8153,0.6667
IEF,Top3Ensamble,0.1773,0.0573,0.2394,0.0018,0.4521,0.5372,0.3333
IEF,arima,0.1706,0.0547,0.2339,0.0018,0.5427,0.553,0.3333
IEF,lgbm,0.2101,0.0826,0.2874,0.0022,0.2103,0.4828,0.3333
IEF,rf,0.1773,0.0528,0.2298,0.0018,0.4952,0.5607,0.3333
IEF,xgb,0.1572,0.0393,0.1982,0.0016,-1.7438,-1.7108,0.3333
QQQ,Top3Ensamble,5.2096,52.9566,7.2771,0.0087,-0.5464,-0.525,0.8333
QQQ,arima,2.3129,5.5537,2.3566,0.0039,0.1881,0.3309,0.8333
QQQ,lgbm,5.3251,53.2401,7.2966,0.0089,-0.5547,-0.5487,0.8333
QQQ,rf,5.8445,66.0151,8.125,0.0098,-0.9686,-0.9685,0.8333
QQQ,xgb,6.0669,63.9224,7.9952,0.0101,-0.8667,-0.7623,0.8333
SPY,Top3Ensamble,3.9097,31.7072,5.6309,0.0059,-0.1279,-0.1211,0.8333
SPY,arima,3.7765,36.0606,6.0051,0.0057,-0.2828,-0.2471,0.8333
SPY,lgbm,3.6871,15.1759,3.8956,0.0056,-0.7254,-0.3776,0.8333
SPY,rf,3.8445,35.4586,5.9547,0.0058,-0.1846,-0.1827,0.8333
SPY,xgb,4.5263,35.8761,5.9897,0.0068,-0.2762,-0.1311,0.8333
VNQ,Top3Ensamble,0.5489,0.5242,0.724,0.0061,0.4889,0.5318,0.3333
VNQ,lgbm,0.6109,0.6002,0.7747,0.0068,0.4148,0.5239,0.3333
VNQ,rf,0.607,0.513,0.7162,0.0067,0.4998,0.5048,0.3333
VNQ,xgb,0.5503,0.6144,0.7838,0.0061,0.401,0.4496,0.3333
WALMEX.MX,Top3Ensamble,0.7833,1.3975,1.1822,0.0136,0.3784,0.3932,0.6667
WALMEX.MX,arima,0.4015,0.1899,0.4358,0.0071,-3.3302,-3.0644,0.3333
WALMEX.MX,linreg,0.5979,0.4358,0.6601,0.0106,-8.9376,-8.69,0.3333
WALMEX.MX,rf,0.7622,1.3486,1.1613,0.0132,0.4002,0.446,0.6667
WALMEX.MX,xgb,1.0261,2.0721,1.4395,0.0179,0.3179,0.3188,0.8333
