ticker,model,MAE,MSE,RMSE,MAPE,R2,EVS,drift_score
BIMBOA.MX,Top3Ensamble,0.9484,1.4156,1.1898,0.0154,0.7596,0.8523,0.3333
BIMBOA.MX,arima,0.8559,1.0832,1.0408,0.014,0.816,0.8493,0.3333
BIMBOA.MX,lgbm,1.0832,1.7885,1.3374,0.0177,0.6962,0.8524,0.6667
BIMBOA.MX,xgb,1.0208,1.6151,1.2709,0.0166,0.7257,0.8386,0.5
CEMEXCPO.MX,Top3Ensamble,0.4688,0.2858,0.5346,0.0273,-1.3653,0.3933,0.3333
CEMEXCPO.MX,arima,0.199,0.0642,0.2534,0.0116,0.4685,0.4823,0.3333
CEMEXCPO.MX,lgbm,0.2593,0.0912,0.3021,0.0152,0.245,0.4293,0.3333
CEMEXCPO.MX,linreg,1.1928,1.5627,1.2501,0.0695,-11.9321,-0.1581,1.0
EEM,Top3Ensamble,0.3681,0.2069,0.4548,0.0072,0.7099,0.8092,0.0
EEM,arima,0.3044,0.1264,0.3555,0.006,0.8227,0.8417,0.0
EEM,lgbm,0.5024,0.3615,0.6013,0.0099,0.493,0.7362,0.1667
EEM,rf,0.354,0.2003,0.4476,0.0069,0.719,0.8182,0.0
GFNORTEO.MX,Top3Ensamble,2.1678,7.4239,2.7247,0.0124,0.6201,0.734,0.6667
GFNORTEO.MX,arima,2.0873,6.4994,2.5494,0.012,0.6674,0.7174,0.6667
GFNORTEO.MX,lgbm,2.4406,9.026,3.0043,0.014,0.5381,0.7417,0.6667
GLD,Top3Ensamble,1.5839,3.3008,1.8168,0.0049,0.9652,0.97,0.5
GLD,arima,1.6985,4.0493,2.0123,0.0052,0.9573,0.9658,0.5
GLD,lgbm,1.5291,3.0656,1.7509,0.0047,0.9676,0.9698,0.5
IEF,Top3Ensamble,0.2706,0.085,0.2915,0.0028,0.7133,0.8139,0.0
IEF,lgbm,0.2713,0.0883,0.2972,0.0028,0.7021,0.8211,0.0
IEF,rf,0.2528,0.0728,0.2698,0.0026,0.7545,0.8295,0.0
IEF,xgb,0.2877,0.0975,0.3122,0.003,0.6711,0.7817,0.1667
QQQ,Top3Ensamble,4.4591,24.4432,4.944,0.0077,0.0733,0.6388,0.8333
QQQ,arima,2.7245,10.6979,3.2708,0.0047,0.5944,0.6707,0.8333
QQQ,lgbm,5.088,29.6091,5.4414,0.0088,-0.1225,0.5685,0.8333
QQQ,xgb,5.8987,48.028,6.9302,0.0102,-0.8208,0.4983,0.8333
SPY,Top3Ensamble,3.6177,18.2348,4.2702,0.0056,0.1099,0.5385,0.8333
SPY,arima,2.5696,8.7052,2.9505,0.004,0.575,0.6319,0.8333
SPY,lgbm,3.2638,14.1139,3.7568,0.005,0.311,0.5325,0.8333
SPY,xgb,6.0014,47.9981,6.9281,0.0092,-1.3431,0.2318,0.8333
VNQ,Top3Ensamble,0.5164,0.4245,0.6515,0.0056,-0.0934,0.0073,0.3333
VNQ,lgbm,0.5751,0.4795,0.6925,0.0062,-0.2352,-0.1354,0.3333
VNQ,rf,0.4962,0.4206,0.6486,0.0054,-0.0835,-0.0047,0.3333
VNQ,xgb,0.4909,0.4238,0.651,0.0053,-0.0916,0.0343,0.3333
WALMEX.MX,Top3Ensamble,0.6346,0.6119,0.7823,0.0113,-0.909,-0.5062,0.3333
WALMEX.MX,arima,0.5207,0.4152,0.6443,0.0093,-0.2952,-0.293,0.3333
WALMEX.MX,linreg,0.9621,1.4951,1.2227,0.0172,-3.6644,-1.6487,0.6667
WALMEX.MX,rf,0.5514,0.4183,0.6467,0.0099,-0.3049,-0.1133,0.3333
