ticker,model,MAE,MSE,RMSE,MAPE,R2,EVS,drift_score
BIMBOA.MX,Top3Ensamble,1.136,1.8644,1.3654,0.0187,0.4442,0.4591,0.8333
BIMBOA.MX,arima,0.7668,0.6801,0.8247,0.013,-1.7415,-1.3103,0.3333
BIMBOA.MX,lgbm,1.208,2.1589,1.4693,0.0198,0.3565,0.3791,0.8333
BIMBOA.MX,rf,1.1485,1.8553,1.3621,0.0188,0.4387,0.4738,0.8333
BIMBOA.MX,xgb,0.7437,0.7273,0.8528,0.0126,-1.9316,-1.1413,0.3333
CEMEXCPO.MX,Top3Ensamble,0.3678,0.2267,0.4762,0.017,0.3278,0.3635,0.3333
CEMEXCPO.MX,arima,0.352,0.205,0.4528,0.0163,0.3922,0.3928,0.3333
CEMEXCPO.MX,rf,0.382,0.2459,0.4959,0.0176,0.271,0.3737,0.3333
CEMEXCPO.MX,xgb,0.4362,0.2993,0.5471,0.02,-0.2744,-0.0874,0.3333
EEM,Top3Ensamble,0.4226,0.2623,0.5121,0.0074,0.8158,0.8204,0.0
EEM,arima,0.1856,0.0346,0.1861,0.0034,-2.9044,-2.5413,0.3333
EEM,rf,0.587,0.4619,0.6797,0.0103,0.6755,0.6896,0.3333
EEM,xgb,0.5236,0.3445,0.5869,0.0091,-0.658,0.1637,0.3333
GFNORTEO.MX,Top3Ensamble,2.1068,8.4926,2.9142,0.012,0.7634,0.7698,0.5
GFNORTEO.MX,lgbm,2.1776,8.4454,2.9061,0.0124,0.762,0.7779,0.5
GFNORTEO.MX,rf,2.0882,9.2848,3.0471,0.0119,0.7413,0.7524,0.5
GFNORTEO.MX,xgb,1.9161,5.5393,2.3536,0.0114,-0.5194,0.0047,0.8333
GLD,Top3Ensamble,5.3233,51.8805,7.2028,0.013,0.4486,0.4593,0.8333
GLD,arima,4.7378,43.9135,6.6267,0.0116,0.5333,0.5338,0.8333
GLD,lgbm,4.1127,28.5911,5.3471,0.0099,0.22,0.2884,0.8333
GLD,rf,7.6552,92.6383,9.6249,0.0186,0.0154,0.133,0.8333
GLD,xgb,6.6327,88.3501,9.3995,0.0167,-65.347,-40.3705,0.8333
IEF,Top3Ensamble,0.2556,0.0875,0.2958,0.0027,-2.0843,-1.764,0.3333
IEF,arima,0.1944,0.0489,0.2211,0.002,-0.5229,-0.0997,0.3333
IEF,lgbm,0.2531,0.091,0.3017,0.0026,-1.8369,-1.7954,0.3333
IEF,linreg,0.3872,0.2358,0.4856,0.004,-8.8905,-2.9918,0.3333
IEF,rf,0.195,0.0499,0.2233,0.002,-0.757,-0.7283,0.3333
IEF,xgb,0.2866,0.1103,0.3322,0.003,-3.6271,-3.3606,0.3333
QQQ,Top3Ensamble,3.1638,14.7325,3.8383,0.0051,-0.1689,-0.1672,0.8333
QQQ,lgbm,3.3412,15.9967,3.9996,0.0054,-0.2692,-0.2013,0.8333
QQQ,rf,3.5784,18.5003,4.3012,0.0058,-0.4679,-0.3556,0.8333
QQQ,xgb,2.7434,8.8207,2.97,0.0044,-0.1131,0.8367,0.6667
SPY,Top3Ensamble,2.3053,8.5009,2.9156,0.0033,0.2753,0.2794,0.8333
SPY,arima,4.4533,22.8987,4.7853,0.0065,-2.3359,0.5532,0.8333
SPY,lgbm,2.1086,6.886,2.6241,0.0031,-0.4059,-0.3963,0.8333
SPY,rf,2.5583,10.0488,3.17,0.0037,0.1434,0.2385,0.8333
SPY,xgb,1.6709,4.6572,2.1581,0.0024,0.3215,0.6779,0.8333
VNQ,Top3Ensamble,0.5381,0.3839,0.6196,0.006,0.7247,0.808,0.0
VNQ,arima,0.5954,0.4519,0.6722,0.0066,0.7011,0.8201,0.0
VNQ,lgbm,0.3341,0.1671,0.4087,0.0038,-0.7326,-0.067,0.3333
VNQ,rf,0.5596,0.4165,0.6454,0.0062,0.7013,0.8079,0.0
VNQ,xgb,0.3742,0.1404,0.3746,0.0042,-0.4556,-0.3163,0.3333
WALMEX.MX,Top3Ensamble,0.5625,0.5142,0.7171,0.0098,0.3273,0.3351,0.3333
WALMEX.MX,arima,0.515,0.4902,0.7001,0.0089,-0.0015,0.0181,0.3333
WALMEX.MX,lgbm,0.6063,0.5342,0.7309,0.0105,-0.0913,0.0109,0.3333
WALMEX.MX,rf,0.5501,0.5037,0.7097,0.0095,0.3409,0.4053,0.3333
WALMEX.MX,xgb,0.7075,0.87,0.9328,0.0126,-2.82,-0.6223,0.3333
