ticker,model,MAE,MSE,RMSE,MAPE,R2,EVS,drift_score
BIMBOA.MX,Top3Ensamble,0.8292,1.594,1.2625,0.0156,0.7307,0.7419,0.3333
BIMBOA.MX,arima,0.9722,1.8885,1.3742,0.0182,0.681,0.6981,0.6667
BIMBOA.MX,lgbm,0.8041,1.4229,1.1929,0.0152,0.7596,0.7668,0.3333
BIMBOA.MX,xgb,0.8105,1.6849,1.298,0.0152,0.7154,0.7255,0.3333
CEMEXCPO.MX,Top3Ensamble,0.3658,0.1724,0.4152,0.0239,0.6105,0.7222,0.1667
CEMEXCPO.MX,arima,0.3036,0.1383,0.3719,0.0198,0.6875,0.715,0.1667
CEMEXCPO.MX,lgbm,0.3126,0.1395,0.3735,0.0204,0.6849,0.712,0.1667
CEMEXCPO.MX,linreg,0.5161,0.3431,0.5858,0.0336,0.2249,0.6766,0.3333
EEM,Top3Ensamble,0.2488,0.0896,0.2994,0.0051,0.5175,0.5805,0.3333
EEM,arima,0.2578,0.0871,0.2952,0.0053,0.531,0.531,0.3333
EEM,lgbm,0.2722,0.1145,0.3384,0.0055,0.3837,0.629,0.3333
EEM,rf,0.267,0.0994,0.3152,0.0054,0.4651,0.5338,0.3333
GFNORTEO.MX,Top3Ensamble,2.0998,6.9765,2.6413,0.0126,0.2617,0.2964,0.8333
GFNORTEO.MX,arima,2.1567,7.0865,2.662,0.013,0.2501,0.2582,0.8333
GFNORTEO.MX,lgbm,2.0761,7.6946,2.7739,0.0125,0.1857,0.2853,0.8333
GFNORTEO.MX,lstm,2.3832,8.9995,2.9999,0.0144,0.3261,0.349,0.8333
GLD,Top3Ensamble,2.4784,9.0858,3.0143,0.008,0.3684,0.3803,0.8333
GLD,arima,2.4528,9.2468,3.0409,0.0079,0.3572,0.3628,0.8333
GLD,lgbm,2.5527,9.3897,3.0643,0.0083,0.3473,0.3678,0.8333
IEF,Top3Ensamble,0.2953,0.1201,0.3466,0.0031,0.5462,0.5612,0.3333
IEF,lgbm,0.308,0.1273,0.3567,0.0032,0.5191,0.5584,0.3333
IEF,rf,0.2666,0.1094,0.3307,0.0028,0.5867,0.594,0.3333
IEF,xgb,0.3113,0.1341,0.3663,0.0033,0.4931,0.5001,0.3333
QQQ,Top3Ensamble,4.0172,27.0388,5.1999,0.0071,-1.0426,-0.5686,0.8333
QQQ,arima,3.6275,23.4812,4.8457,0.0065,-0.7739,-0.7476,0.8333
QQQ,lgbm,4.837,37.2151,6.1004,0.0086,-1.8114,-0.6095,0.8333
QQQ,xgb,4.3868,30.2879,5.5034,0.0078,-1.2881,-0.6366,0.8333
SPY,Top3Ensamble,3.209,22.271,4.7192,0.0051,-0.3278,-0.2569,0.8333
SPY,arima,3.1132,19.2139,4.3834,0.0049,-0.1455,-0.1382,0.8333
SPY,lgbm,3.3267,23.0835,4.8045,0.0053,-0.3763,-0.3321,0.8333
SPY,xgb,3.6493,26.6552,5.1629,0.0058,-0.5892,-0.3361,0.8333
VNQ,Top3Ensamble,0.6729,0.7071,0.8409,0.0074,0.3134,0.3166,0.3333
VNQ,lgbm,0.7015,0.7729,0.8791,0.0077,0.2495,0.3144,0.3333
VNQ,rf,0.6838,0.7716,0.8784,0.0076,0.2508,0.2638,0.3333
VNQ,xgb,0.6625,0.6804,0.8249,0.0073,0.3393,0.3402,0.3333
WALMEX.MX,Top3Ensamble,1.0317,2.3077,1.5191,0.0193,0.1,0.167,0.8333
WALMEX.MX,arima,1.1226,2.3172,1.5222,0.0209,0.0963,0.1021,0.8333
WALMEX.MX,linreg,1.0825,2.6953,1.6417,0.0204,-0.0511,0.1565,0.8333
WALMEX.MX,rf,1.0854,2.4942,1.5793,0.0203,0.0273,0.0873,0.8333
