ticker,model,MAE,MSE,RMSE,MAPE,R2,EVS,drift_score
BIMBOA.MX,Top3Ensamble,0.7032,0.827,0.9094,0.0112,0.6473,0.672,0.3333
BIMBOA.MX,arima,0.7854,0.8996,0.9485,0.0124,0.6163,0.6365,0.3333
BIMBOA.MX,lgbm,0.7263,0.8846,0.9405,0.0115,0.6227,0.6316,0.3333
BIMBOA.MX,xgb,0.7255,0.9382,0.9686,0.0115,0.5998,0.6553,0.3333
CEMEXCPO.MX,Top3Ensamble,0.2098,0.0585,0.2418,0.0125,-0.181,0.3288,0.3333
CEMEXCPO.MX,arima,0.1649,0.0329,0.1813,0.0099,0.3361,0.3361,0.3333
CEMEXCPO.MX,lgbm,0.1379,0.0223,0.1492,0.0083,-0.6233,-0.6213,0.3333
CEMEXCPO.MX,linreg,0.7084,0.6157,0.7847,0.0426,-43.8971,-7.3063,0.3333
CEMEXCPO.MX,rf,0.2403,0.0844,0.2905,0.0143,-0.3236,0.2941,0.3333
EEM,Top3Ensamble,0.4822,0.5804,0.7619,0.0091,-0.2077,-0.206,0.3333
EEM,arima,0.4813,0.5105,0.7145,0.0091,-0.0622,-0.062,0.3333
EEM,lgbm,0.1796,0.0491,0.2216,0.0034,0.2116,0.2154,0.3333
EEM,rf,0.5042,0.6872,0.829,0.0095,-0.4297,-0.4157,0.3333
GFNORTEO.MX,Top3Ensamble,3.7868,19.267,4.3894,0.0213,-1.0231,-0.9321,0.8333
GFNORTEO.MX,arima,2.9817,11.772,3.431,0.0166,-0.3354,-0.3352,0.8333
GFNORTEO.MX,lgbm,2.9333,11.0961,3.3311,0.0163,-0.2587,-0.2447,0.8333
GFNORTEO.MX,rf,7.0262,74.839,8.651,0.0397,-10.4121,-7.9078,0.8333
GFNORTEO.MX,xgb,1.9265,6.0254,2.4547,0.0109,0.0812,0.2864,0.8333
GLD,Top3Ensamble,4.0723,23.8562,4.8843,0.0112,0.776,0.8451,0.5
GLD,arima,3.5387,18.8005,4.3359,0.0098,0.8235,0.8589,0.5
GLD,lgbm,3.6224,17.4213,4.1739,0.0103,0.0657,0.4008,0.8333
GLD,rf,4.889,33.1222,5.7552,0.0133,0.3822,0.579,0.8333
GLD,xgb,5.3909,38.3688,6.1943,0.0147,0.2844,0.605,0.8333
IEF,Top3Ensamble,0.1891,0.0628,0.2505,0.002,-0.1814,-0.0085,0.3333
IEF,arima,0.1685,0.0592,0.2432,0.0017,0.1305,0.1459,0.3333
IEF,lgbm,0.2281,0.0937,0.306,0.0024,-0.763,-0.195,0.3333
IEF,rf,0.1841,0.0552,0.2349,0.0019,-0.0385,0.0628,0.3333
IEF,xgb,0.1796,0.0473,0.2176,0.0019,-0.6444,-0.5484,0.3333
QQQ,Top3Ensamble,4.7548,50.355,7.0961,0.0079,-0.3935,-0.3562,0.8333
QQQ,arima,2.585,7.2671,2.6957,0.0043,-0.4747,-0.4448,0.8333
QQQ,lgbm,4.7932,49.0824,7.0059,0.008,-0.3583,-0.3315,0.8333
QQQ,rf,6.2902,77.1393,8.7829,0.0105,-1.0896,-1.0887,0.8333
QQQ,xgb,5.9619,62.8202,7.9259,0.01,-0.7384,-0.5597,0.8333
SPY,Top3Ensamble,3.8407,31.5395,5.616,0.0058,-0.0853,-0.082,0.8333
SPY,arima,3.9384,36.8946,6.0741,0.006,-0.2696,-0.2083,0.8333
SPY,lgbm,2.588,10.1944,3.1929,0.0039,-0.6307,-0.4469,0.8333
SPY,rf,4.3017,42.5961,6.5266,0.0065,-0.2749,-0.2708,0.8333
SPY,xgb,4.7581,37.2521,6.1034,0.0072,-0.2819,-0.1365,0.8333
VNQ,Top3Ensamble,0.528,0.5338,0.7306,0.0058,0.5468,0.5488,0.3333
VNQ,lgbm,0.5834,0.5985,0.7737,0.0064,0.4918,0.495,0.3333
VNQ,rf,0.6094,0.5705,0.7553,0.0068,0.5156,0.5382,0.3333
VNQ,xgb,0.5127,0.5845,0.7645,0.0057,0.5038,0.5054,0.3333
WALMEX.MX,Top3Ensamble,0.5625,0.5436,0.7373,0.0101,-0.0865,-0.0815,0.3333
WALMEX.MX,arima,0.417,0.2404,0.4903,0.0074,-1.8302,-1.2536,0.3333
WALMEX.MX,linreg,0.6099,0.4706,0.686,0.0108,-4.5417,-4.5067,0.3333
WALMEX.MX,rf,0.4891,0.373,0.6107,0.0087,0.2544,0.2574,0.3333
WALMEX.MX,xgb,0.8472,1.1627,1.0783,0.0152,-0.8904,-0.6994,0.6667
