ticker,model,MAE,MSE,RMSE,MAPE,R2,EVS,drift_score
BIMBOA.MX,Top3Ensamble,1.0427,2.2806,1.5102,0.0156,0.379,0.4005,0.8333
BIMBOA.MX,lgbm,1.0836,2.3648,1.5378,0.0162,0.3561,0.3971,0.8333
BIMBOA.MX,rf,1.0463,2.2962,1.5153,0.0157,0.3747,0.383,0.8333
CEMEXCPO.MX,Top3Ensamble,0.4248,0.2581,0.5081,0.0198,-0.3412,-0.3406,0.3333
CEMEXCPO.MX,arima,0.3898,0.2558,0.5057,0.0182,-0.329,-0.3004,0.3333
CEMEXCPO.MX,rf,0.4547,0.2738,0.5233,0.0211,-0.4226,-0.3915,0.3333
CEMEXCPO.MX,xgb,0.4299,0.265,0.5147,0.02,-0.3766,-0.3724,0.3333
EEM,Top3Ensamble,0.5333,0.4458,0.6677,0.0088,0.607,0.6356,0.3333
EEM,rf,0.5874,0.5405,0.7352,0.0097,0.5235,0.5369,0.3333
EEM,xgb,0.6381,0.6815,0.8255,0.0105,0.3992,0.6053,0.3333
GFNORTEO.MX,Top3Ensamble,3.2669,18.2653,4.2738,0.016,-0.8973,-0.6097,0.8333
GFNORTEO.MX,lgbm,2.2802,9.8651,3.1409,0.0112,-0.0248,-0.0084,0.8333
GFNORTEO.MX,rf,4.9788,44.761,6.6904,0.0245,-3.6496,-2.2079,0.8333
GLD,Top3Ensamble,10.6466,157.9448,12.5676,0.0231,-0.7994,-0.2512,0.8333
GLD,arima,10.2071,147.8995,12.1614,0.0222,-0.6849,-0.4239,0.8333
GLD,lgbm,9.8875,138.8626,11.784,0.0215,-0.582,-0.2292,0.8333
GLD,rf,12.9105,221.4314,14.8806,0.028,-1.5227,-0.2766,0.8333
IEF,Top3Ensamble,0.3345,0.1637,0.4046,0.0035,0.5715,0.7775,0.1667
IEF,linreg,0.5093,0.3421,0.5849,0.0053,0.1045,0.7256,0.1667
IEF,rf,0.2518,0.1094,0.3308,0.0026,0.7137,0.7785,0.0
IEF,xgb,0.2854,0.1295,0.3599,0.003,0.6609,0.7626,0.1667
QQQ,Top3Ensamble,7.2889,68.4543,8.2737,0.012,-1.0982,-0.9018,0.8333
QQQ,lgbm,8.4924,94.4884,9.7205,0.014,-1.8962,-1.543,0.8333
QQQ,rf,6.2948,50.1041,7.0784,0.0104,-0.5358,-0.4504,0.8333
SPY,Top3Ensamble,5.5243,45.4185,6.7393,0.0081,-0.963,-0.8986,0.8333
SPY,lgbm,6.2789,56.9236,7.5448,0.0092,-1.4603,-1.3221,0.8333
SPY,rf,4.8263,36.1031,6.0086,0.007,-0.5604,-0.5419,0.8333
VNQ,Top3Ensamble,0.6622,0.7022,0.838,0.0071,0.7362,0.7707,0.0
VNQ,arima,0.6696,0.7271,0.8527,0.0072,0.7269,0.7683,0.0
VNQ,rf,0.6585,0.68,0.8246,0.0071,0.7446,0.7728,0.0
WALMEX.MX,Top3Ensamble,0.6532,0.7674,0.876,0.0113,-0.0146,0.0229,0.3333
WALMEX.MX,arima,0.6657,0.7432,0.8621,0.0115,0.0173,0.0204,0.3333
WALMEX.MX,lgbm,0.7139,0.8838,0.9401,0.0123,-0.1685,-0.0757,0.3333
WALMEX.MX,rf,0.678,0.7644,0.8743,0.0117,-0.0106,0.0381,0.3333
