ticker,model,MAE,MSE,RMSE,MAPE,R2,EVS,drift_score
BIMBOA.MX,Top3Ensamble,0.7238,1.0685,1.0337,0.0122,-0.1092,-0.0828,0.6667
BIMBOA.MX,arima,0.6871,0.9609,0.9803,0.0116,0.0026,0.0029,0.3333
BIMBOA.MX,lgbm,0.8286,1.2135,1.1016,0.014,-0.2596,-0.168,0.6667
BIMBOA.MX,xgb,0.7801,1.1537,1.0741,0.0132,-0.1976,-0.1695,0.6667
CEMEXCPO.MX,Top3Ensamble,0.2893,0.1074,0.3277,0.0146,0.3816,0.4006,0.3333
CEMEXCPO.MX,arima,0.2843,0.1006,0.3172,0.0144,0.4206,0.424,0.3333
CEMEXCPO.MX,rf,0.3083,0.129,0.3592,0.0156,0.2572,0.3688,0.3333
EEM,Top3Ensamble,0.4846,0.3527,0.5939,0.009,0.2389,0.6683,0.3333
EEM,arima,0.2864,0.1702,0.4125,0.0053,0.6327,0.6465,0.3333
EEM,rf,0.8123,0.8061,0.8978,0.015,-0.7395,0.6845,0.3333
GFNORTEO.MX,Top3Ensamble,2.8713,14.2796,3.7788,0.0167,0.0927,0.1063,0.8333
GFNORTEO.MX,rf,3.8287,28.5946,5.3474,0.0222,-0.8168,-0.7328,0.8333
GFNORTEO.MX,xgb,2.1487,8.7725,2.9618,0.0125,0.4426,0.4459,0.8333
GLD,Top3Ensamble,2.3064,7.9738,2.8238,0.0059,0.6279,0.7976,0.6667
GLD,arima,1.5993,4.1026,2.0255,0.0041,0.8085,0.8381,0.5
GLD,rf,2.4133,9.0486,3.0081,0.0062,0.5777,0.7634,0.6667
GLD,xgb,3.0914,13.8427,3.7206,0.0079,0.354,0.7547,0.6667
IEF,Top3Ensamble,0.209,0.0783,0.2799,0.0022,0.4457,0.4487,0.3333
IEF,arima,0.2079,0.0855,0.2924,0.0022,0.3952,0.4323,0.3333
IEF,lgbm,0.2301,0.0886,0.2977,0.0024,0.3727,0.3817,0.3333
IEF,rf,0.2012,0.0788,0.2807,0.0021,0.4423,0.4466,0.3333
QQQ,Top3Ensamble,3.8099,26.0778,5.1066,0.0062,0.5559,0.5625,0.8333
QQQ,lgbm,5.1019,43.2638,6.5775,0.0083,0.2632,0.3049,0.8333
QQQ,rf,3.1717,19.3422,4.398,0.0052,0.6706,0.6709,0.8333
QQQ,xgb,3.3289,20.6052,4.5393,0.0054,0.6491,0.6495,0.8333
SPY,Top3Ensamble,2.7338,11.487,3.3893,0.004,0.3785,0.3812,0.8333
SPY,arima,2.6628,12.6116,3.5513,0.0039,0.3177,0.4651,0.8333
SPY,rf,2.8741,12.5285,3.5396,0.0042,0.3222,0.3572,0.8333
SPY,xgb,3.4019,15.6564,3.9568,0.005,0.153,0.2775,0.8333
VNQ,Top3Ensamble,0.3849,0.2266,0.476,0.0043,0.3218,0.3683,0.3333
VNQ,lgbm,0.436,0.3207,0.5663,0.0049,0.0403,0.2455,0.3333
VNQ,rf,0.4286,0.2566,0.5065,0.0048,0.2322,0.2504,0.3333
VNQ,xgb,0.3794,0.2029,0.4505,0.0042,0.3928,0.3963,0.3333
WALMEX.MX,Top3Ensamble,0.635,0.7195,0.8482,0.0108,0.7458,0.7556,0.0
WALMEX.MX,rf,0.6775,0.7212,0.8492,0.0115,0.7453,0.7615,0.0
WALMEX.MX,xgb,0.625,0.7504,0.8663,0.0106,0.7349,0.7399,0.0
