ticker,model,MAE,MSE,RMSE,MAPE,R2,EVS,drift_score
BIMBOA.MX,Top3Ensamble,1.0091,1.9894,1.4105,0.0158,0.3529,0.4403,0.8333
BIMBOA.MX,arima,1.094,2.0808,1.4425,0.0172,0.3232,0.3651,0.8333
BIMBOA.MX,lgbm,1.0288,1.9874,1.4097,0.0161,0.3535,0.484,0.8333
BIMBOA.MX,xgb,1.0055,2.0972,1.4482,0.0157,0.3178,0.4208,0.8333
CEMEXCPO.MX,Top3Ensamble,0.2834,0.2807,0.5298,0.0155,0.6025,0.6149,0.3333
CEMEXCPO.MX,arima,0.2909,0.2718,0.5214,0.016,0.6151,0.6169,0.3333
CEMEXCPO.MX,rf,0.3029,0.3026,0.5501,0.0166,0.5715,0.6038,0.3333
EEM,Top3Ensamble,0.4254,0.2643,0.5141,0.0077,0.2495,0.2705,0.3333
EEM,arima,0.4062,0.2386,0.4884,0.0074,0.3225,0.3322,0.3333
EEM,rf,0.452,0.2976,0.5455,0.0082,0.1548,0.1913,0.3333
GFNORTEO.MX,Top3Ensamble,1.7508,5.1449,2.2682,0.0101,-0.21,-0.1187,0.8333
GFNORTEO.MX,rf,2.2916,10.8159,3.2888,0.0132,-1.5436,-1.2423,0.8333
GFNORTEO.MX,xgb,1.4074,3.6034,1.8983,0.0081,0.1526,0.1556,0.8333
GLD,Top3Ensamble,5.9053,77.9677,8.8299,0.0155,0.4537,0.4591,0.8333
GLD,arima,6.316,83.5856,9.1425,0.0166,0.4144,0.431,0.8333
GLD,rf,5.8357,77.3028,8.7922,0.0154,0.4584,0.4622,0.8333
GLD,xgb,5.9591,75.4243,8.6847,0.0157,0.4716,0.4725,0.8333
IEF,Top3Ensamble,0.2099,0.0634,0.2517,0.0022,0.7183,0.7183,0.0
IEF,arima,0.2109,0.081,0.2846,0.0022,0.64,0.6728,0.3333
IEF,lgbm,0.2229,0.0689,0.2625,0.0023,0.6936,0.7413,0.1667
IEF,rf,0.2002,0.063,0.2511,0.0021,0.7198,0.7205,0.0
QQQ,Top3Ensamble,5.4429,37.0709,6.0886,0.0088,0.7006,0.722,0.5
QQQ,lgbm,5.2889,35.3268,5.9436,0.0085,0.7147,0.7482,0.5
QQQ,rf,5.4822,38.9788,6.2433,0.0088,0.6852,0.703,0.6667
QQQ,xgb,5.5929,39.7403,6.304,0.009,0.679,0.6939,0.8333
SPY,Top3Ensamble,3.9607,22.9883,4.7946,0.0059,0.636,0.6456,0.8333
SPY,arima,3.6609,22.8329,4.7784,0.0054,0.6384,0.6493,0.8333
SPY,rf,4.1348,23.6544,4.8636,0.0061,0.6254,0.6487,0.8333
SPY,xgb,4.4985,27.2368,5.2189,0.0067,0.5687,0.6294,0.8333
VNQ,Top3Ensamble,0.5658,0.753,0.8677,0.0063,0.6463,0.6506,0.3333
VNQ,lgbm,0.5945,0.7849,0.886,0.0066,0.6313,0.6339,0.3333
VNQ,rf,0.5359,0.7214,0.8494,0.0059,0.6611,0.6749,0.3333
VNQ,xgb,0.6704,0.8613,0.9281,0.0074,0.5954,0.5962,0.3333
WALMEX.MX,Top3Ensamble,0.7344,0.8707,0.9331,0.0119,-2.4456,-1.3365,0.3333
WALMEX.MX,rf,0.7583,0.8993,0.9483,0.0123,-2.5587,-1.1668,0.3333
WALMEX.MX,xgb,0.8017,1.0156,1.0078,0.013,-3.0188,-2.1603,0.6667
