ticker,model,regime_type,regime,MAE,MSE,RMSE,MAPE,R2,EVS,drift_score,total_regimes,failed_regimes,regime_only_failure
AAPL,_NaiveModel,high_vol_regime,high_vol_regime,4.91,28.248,5.3149,0.0173,0.7215,0.8237,0.5,5,5,False
AAPL,_NaiveModel,high_vol_regime,normal_vol_regime,1.0329,1.587,1.2598,0.0036,0.9879,0.9897,0.5,5,5,False
AMD,_NaiveModel,high_vol_regime,high_vol_regime,21.3783,739.576,27.1951,0.0543,0.6454,0.6623,1.0,5,5,False
AMD,_NaiveModel,high_vol_regime,normal_vol_regime,3.53,12.7948,3.577,0.0078,0.5841,0.6748,0.8333,5,5,False
AMZN,_NaiveModel,high_vol_regime,high_vol_regime,3.55,12.7599,3.5721,0.0132,-0.3384,-0.3371,0.8333,5,5,False
AMZN,_NaiveModel,high_vol_regime,normal_vol_regime,1.9529,4.2008,2.0496,0.0073,0.8703,0.8706,0.5,5,5,False
ASML,_NaiveModel,high_vol_regime,high_vol_regime,52.9475,3324.4237,57.6578,0.0353,0.3272,0.3299,0.8333,5,5,False
ASML,_NaiveModel,high_vol_regime,normal_vol_regime,8.14,80.8313,8.9906,0.0057,0.9883,0.9883,0.5,5,5,False
AVGO,_NaiveModel,high_vol_regime,high_vol_regime,12.866,194.8916,13.9604,0.0306,-0.5448,-0.5381,0.8333,5,5,False
AVGO,_NaiveModel,high_vol_regime,normal_vol_regime,2.882,9.6135,3.1006,0.0068,0.4955,0.59,0.8333,5,5,False
BRK-B,_NaiveModel,high_vol_regime,high_vol_regime,5.3367,28.4844,5.3371,0.0111,-0.6718,0.9997,0.6667,5,5,False
BRK-B,_NaiveModel,high_vol_regime,normal_vol_regime,2.3575,7.4356,2.7268,0.005,0.797,0.7983,0.5,5,5,False
CAT,_NaiveModel,high_vol_regime,high_vol_regime,28.308,1152.9034,33.9544,0.0315,-0.217,-0.1562,0.8333,5,5,False
CAT,_NaiveModel,high_vol_regime,normal_vol_regime,4.372,33.054,5.7493,0.0051,0.9776,0.9867,0.5,5,5,False
COST,_NaiveModel,high_vol_regime,high_vol_regime,16.5983,290.8523,17.0544,0.0164,-0.7341,-0.5648,0.8333,5,5,False
COST,_NaiveModel,high_vol_regime,normal_vol_regime,4.9656,31.5397,5.616,0.0049,0.9003,0.9016,0.5,5,5,False
CRM,_NaiveModel,high_vol_regime,high_vol_regime,5.138,28.1841,5.3089,0.029,0.1896,0.2219,0.8333,5,5,False
CRM,_NaiveModel,high_vol_regime,normal_vol_regime,1.23,1.8746,1.3692,0.0068,0.9601,0.9902,0.5,5,5,False
GOOGL,_NaiveModel,high_vol_regime,high_vol_regime,13.8367,291.7874,17.0818,0.0357,-0.0265,0.3102,0.8333,5,5,False
GOOGL,_NaiveModel,high_vol_regime,normal_vol_regime,1.56,4.1616,2.04,0.004,0.9886,0.9899,0.5,5,5,False
JNJ,_NaiveModel,high_vol_regime,high_vol_regime,3.5383,14.1581,3.7627,0.0156,-1.4119,-1.3974,0.8333,5,5,False
JNJ,_NaiveModel,high_vol_regime,normal_vol_regime,1.2356,2.1749,1.4747,0.0055,0.7543,0.7633,0.5,5,5,False
JPM,_NaiveModel,high_vol_regime,high_vol_regime,5.23,29.4914,5.4306,0.017,-0.1714,-0.1209,0.8333,5,5,False
JPM,_NaiveModel,high_vol_regime,normal_vol_regime,1.5975,3.5838,1.8931,0.0052,0.8912,0.8944,0.5,5,5,False
LLY,_NaiveModel,high_vol_regime,high_vol_regime,27.744,1136.9291,33.7184,0.0293,0.5487,0.609,0.8333,5,5,False
LLY,_NaiveModel,high_vol_regime,normal_vol_regime,4.596,28.4751,5.3362,0.0048,0.9882,0.9883,0.5,5,5,False
LMT,_NaiveModel,high_vol_regime,high_vol_regime,7.554,59.1827,7.693,0.0147,-1.0076,-0.9307,0.8333,5,5,False
LMT,_NaiveModel,high_vol_regime,normal_vol_regime,2.733,11.5804,3.403,0.0053,-0.0175,0.0042,0.8333,5,5,False
MA,_NaiveModel,high_vol_regime,high_vol_regime,11.7914,167.7547,12.952,0.0234,-0.5787,-0.5568,0.8333,5,5,False
MA,_NaiveModel,high_vol_regime,normal_vol_regime,2.9237,11.4172,3.3789,0.0059,0.685,0.6852,0.8333,5,5,False
MCD,_NaiveModel,high_vol_regime,high_vol_regime,6.89,51.8869,7.2033,0.0241,-0.1556,0.4317,0.8333,5,5,False
MCD,_NaiveModel,high_vol_regime,normal_vol_regime,1.27,2.1508,1.4666,0.0045,0.9434,0.9447,0.5,5,5,False
META,_NaiveModel,high_vol_regime,high_vol_regime,19.342,737.8071,27.1626,0.0317,-19.4793,-16.2883,0.8333,5,5,False
META,_NaiveModel,high_vol_regime,normal_vol_regime,3.743,16.6722,4.0832,0.0059,0.98,0.9807,0.5,5,5,False
MRK,_NaiveModel,high_vol_regime,high_vol_regime,1.942,4.1021,2.0254,0.0175,-1.8999,-1.5023,0.8333,5,5,False
MRK,_NaiveModel,high_vol_regime,normal_vol_regime,0.575,0.5171,0.7191,0.0051,0.6404,0.7129,0.1667,5,5,False
MSFT,_NaiveModel,high_vol_regime,high_vol_regime,8.2814,86.2476,9.287,0.0199,-1.2538,-1.2343,0.8333,5,5,False
MSFT,_NaiveModel,high_vol_regime,normal_vol_regime,2.4387,7.8031,2.7934,0.0059,0.8606,0.8638,0.5,5,5,False
NEE,_NaiveModel,high_vol_regime,high_vol_regime,2.1857,5.2615,2.2938,0.0229,-1.1651,-1.156,0.8333,5,5,False
NEE,_NaiveModel,high_vol_regime,normal_vol_regime,0.575,0.415,0.6442,0.006,0.6519,0.662,0.3333,5,5,False
NVDA,_NaiveModel,high_vol_regime,high_vol_regime,6.7,54.2046,7.3624,0.031,0.401,0.4332,0.8333,5,5,False
NVDA,_NaiveModel,high_vol_regime,normal_vol_regime,1.1175,1.7428,1.3202,0.0055,0.9825,0.9844,0.5,5,5,False
ORCL,_NaiveModel,high_vol_regime,high_vol_regime,5.6964,40.0022,6.3247,0.0315,0.7325,0.755,0.5,5,5,False
ORCL,_NaiveModel,high_vol_regime,normal_vol_regime,1.0875,1.6794,1.2959,0.0056,0.9813,0.9815,0.5,5,5,False
PG,_NaiveModel,high_vol_regime,high_vol_regime,2.6867,7.7713,2.7877,0.0185,-0.9097,-0.2106,0.8333,5,4,True
PG,_NaiveModel,high_vol_regime,normal_vol_regime,0.6433,0.5789,0.7609,0.0044,0.9036,0.9289,0.0,5,4,True
PLTR,_NaiveModel,high_vol_regime,high_vol_regime,4.1311,23.2128,4.818,0.0302,0.0298,0.0759,0.8333,5,4,True
PLTR,_NaiveModel,high_vol_regime,normal_vol_regime,0.66,0.5917,0.7692,0.0048,0.9266,0.9271,0.0,5,4,True
TSLA,_NaiveModel,high_vol_regime,high_vol_regime,13.12,187.6325,13.6979,0.0312,0.6078,0.6799,0.8333,5,5,False
TSLA,_NaiveModel,high_vol_regime,normal_vol_regime,2.5067,6.6008,2.5692,0.0065,0.9885,0.9908,0.5,5,5,False
