ticker,model,regime_type,regime,MAE,MSE,RMSE,MAPE,R2,EVS,drift_score,total_regimes,failed_regimes,regime_only_failure
AAPL,_NaiveModel,high_vol_regime,high_vol_regime,9.87,117.3088,10.8309,0.0326,0.7449,0.7608,0.5,5,5,False
AAPL,_NaiveModel,high_vol_regime,normal_vol_regime,1.83,4.475,2.1154,0.0058,0.9799,0.9838,0.5,5,5,False
AMD,_NaiveModel,high_vol_regime,high_vol_regime,22.9293,669.0371,25.8658,0.0428,-0.5429,-0.5229,0.8333,5,5,False
AMD,_NaiveModel,high_vol_regime,normal_vol_regime,5.18,26.8323,5.18,0.0104,,1.0,0.5,5,5,False
AMZN,_NaiveModel,high_vol_regime,high_vol_regime,7.7425,64.7828,8.0488,0.0328,0.0912,0.3176,0.8333,5,5,False
AMZN,_NaiveModel,high_vol_regime,normal_vol_regime,2.1573,5.0812,2.2542,0.0088,0.7823,0.7836,0.5,5,5,False
ASML,_NaiveModel,high_vol_regime,high_vol_regime,74.41,6510.1627,80.6856,0.0408,-0.2013,-0.1683,0.8333,5,5,False
ASML,_NaiveModel,high_vol_regime,normal_vol_regime,4.245,30.6801,5.539,0.0024,0.9573,0.9743,0.5,5,5,False
AVGO,_NaiveModel,high_vol_regime,high_vol_regime,10.7789,132.5026,11.511,0.0285,-0.3192,-0.2072,0.8333,5,5,False
AVGO,_NaiveModel,high_vol_regime,normal_vol_regime,3.4467,13.5083,3.6754,0.0091,0.8859,0.9098,0.5,5,5,False
BRK-B,_NaiveModel,high_vol_regime,high_vol_regime,8.04,64.6417,8.04,0.0158,,1.0,0.5,5,5,False
BRK-B,_NaiveModel,high_vol_regime,normal_vol_regime,2.6343,10.3194,3.2124,0.0053,0.5064,0.5064,0.8333,5,5,False
CAT,_NaiveModel,high_vol_regime,high_vol_regime,34.0818,1471.7552,38.3635,0.035,0.6693,0.6717,0.8333,5,5,False
CAT,_NaiveModel,high_vol_regime,normal_vol_regime,3.7025,17.8042,4.2195,0.0042,0.3181,0.3264,0.8333,5,5,False
COST,_NaiveModel,high_vol_regime,high_vol_regime,24.96,642.3555,25.3447,0.0264,-41.1298,-31.0561,0.8333,5,5,False
COST,_NaiveModel,high_vol_regime,normal_vol_regime,6.0467,47.9467,6.9244,0.0065,0.4028,0.4692,0.8333,5,5,False
CRM,_NaiveModel,high_vol_regime,high_vol_regime,5.0982,29.3389,5.4165,0.0308,0.3708,0.4234,0.8333,5,5,False
CRM,_NaiveModel,high_vol_regime,normal_vol_regime,1.11,1.5317,1.2376,0.0068,0.9504,0.9663,0.5,5,5,False
GOOGL,_NaiveModel,high_vol_regime,high_vol_regime,12.515,207.1112,14.3914,0.0368,-0.2828,-0.1052,0.8333,5,5,False
GOOGL,_NaiveModel,high_vol_regime,normal_vol_regime,2.6978,9.4951,3.0814,0.0077,0.9453,0.9464,0.5,5,5,False
JNJ,_NaiveModel,high_vol_regime,high_vol_regime,5.3263,31.9008,5.6481,0.0206,0.3767,0.5689,0.8333,5,5,False
