ticker,model,MAE,MSE,RMSE,MAPE,R2,EVS,drift_score
BIMBOA.MX,Top3Ensamble,0.5918,0.5631,0.7504,0.0092,0.2028,0.2464,0.3333
BIMBOA.MX,arima,0.641,0.5903,0.7683,0.01,0.1642,0.1711,0.3333
BIMBOA.MX,lgbm,0.6627,0.6822,0.826,0.0103,0.0341,0.243,0.3333
BIMBOA.MX,xgb,0.621,0.6233,0.7895,0.0097,0.1175,0.125,0.3333
CEMEXCPO.MX,Top3Ensamble,0.2987,0.1465,0.3827,0.0176,-0.1452,0.3773,0.3333
CEMEXCPO.MX,arima,0.2266,0.0733,0.2707,0.0134,0.4273,0.4832,0.3333
CEMEXCPO.MX,lgbm,0.2217,0.0754,0.2747,0.0131,0.3425,0.3426,0.3333
CEMEXCPO.MX,linreg,0.9274,1.0126,1.0063,0.0547,-7.826,-0.3292,0.8333
CEMEXCPO.MX,rf,0.005,0.0,0.005,0.0003,,1.0,0.0
EEM,Top3Ensamble,0.2818,0.1307,0.3616,0.0053,0.5603,0.6875,0.3333
EEM,arima,0.2619,0.1005,0.3171,0.005,0.6618,0.7241,0.1667
EEM,lgbm,0.3274,0.1859,0.4312,0.0062,0.274,0.4137,0.3333
EEM,rf,0.2972,0.1475,0.384,0.0056,0.504,0.703,0.1667
GFNORTEO.MX,Top3Ensamble,2.9205,10.291,3.208,0.0161,-0.2308,-0.1622,0.8333
GFNORTEO.MX,arima,2.7838,9.6523,3.1068,0.0154,-0.0804,-0.0378,0.8333
GFNORTEO.MX,lgbm,3.1252,12.0956,3.4779,0.0172,-0.3539,-0.1359,0.8333
GFNORTEO.MX,rf,2.7705,7.6757,2.7705,0.0152,,1.0,0.5
GFNORTEO.MX,xgb,2.1843,4.7711,2.1843,0.012,,1.0,0.5
GLD,Top3Ensamble,2.6475,10.3234,3.213,0.0077,0.795,0.8284,0.5
GLD,arima,2.2515,7.642,2.7644,0.0065,0.8482,0.8684,0.5
GLD,lgbm,3.3041,15.339,3.9165,0.0096,0.6272,0.6858,0.8333
GLD,rf,1.0655,1.1354,1.0655,0.003,,1.0,0.5
GLD,xgb,2.2513,5.0682,2.2513,0.0063,,1.0,0.5
IEF,Top3Ensamble,0.178,0.0487,0.2206,0.0018,0.5141,0.5843,0.3333
IEF,arima,0.0068,0.0,0.0068,0.0001,,1.0,0.0
IEF,lgbm,0.1914,0.0613,0.2476,0.002,0.3882,0.5217,0.3333
IEF,rf,0.181,0.045,0.2121,0.0019,0.5509,0.5734,0.3333
IEF,xgb,0.1824,0.051,0.2258,0.0019,0.5107,0.596,0.3333
QQQ,Top3Ensamble,4.1709,24.0102,4.9,0.007,0.4194,0.8278,0.6667
QQQ,arima,2.8275,9.8228,3.1341,0.0048,0.7437,0.7931,0.5
QQQ,lgbm,3.5997,17.0216,4.1257,0.0061,0.5884,0.8622,0.6667
QQQ,rf,4.5269,20.4924,4.5269,0.0075,,1.0,0.5
QQQ,xgb,7.3787,66.8666,8.1772,0.0124,-0.6169,0.6996,0.8333
SPY,Top3Ensamble,3.7489,19.5093,4.4169,0.0057,-0.1813,0.3623,0.8333
SPY,arima,2.4105,7.4573,2.7308,0.0036,0.5484,0.6035,0.8333
SPY,lgbm,3.5168,18.5987,4.3126,0.0053,-0.3278,0.1959,0.8333
SPY,rf,3.1353,9.8303,3.1353,0.0047,,1.0,0.5
SPY,xgb,5.9763,49.4325,7.0308,0.009,-1.9933,-0.2936,0.8333
VNQ,Top3Ensamble,0.5789,0.5995,0.7743,0.0063,0.1293,0.1302,0.3333
VNQ,lgbm,0.68,0.7109,0.8431,0.0074,-0.0324,-0.0311,0.3333
VNQ,rf,0.5082,0.5313,0.7289,0.0055,0.2283,0.229,0.3333
VNQ,xgb,0.5912,0.6317,0.7948,0.0065,0.0825,0.0884,0.3333
WALMEX.MX,Top3Ensamble,0.6388,0.6486,0.8053,0.0114,-1.1372,-1.0756,0.3333
WALMEX.MX,arima,0.5318,0.4943,0.7031,0.0094,-0.8518,-0.8053,0.3333
WALMEX.MX,linreg,0.7262,0.6658,0.816,0.0129,-1.4943,-1.4307,0.3333
WALMEX.MX,rf,0.5659,0.518,0.7197,0.0101,-0.7069,-0.6424,0.3333
WALMEX.MX,xgb,1.9642,3.8581,1.9642,0.0354,,1.0,0.5
