ticker,model,regime_type,regime,MAE,MSE,RMSE,MAPE,R2,EVS,drift_score,total_regimes,failed_regimes,regime_only_failure
AAPL,_NaiveModel,high_vol_regime,high_vol_regime,7.7329,107.8838,10.3867,0.0248,-0.3945,-0.2212,0.8333,5,5,False
AAPL,_NaiveModel,high_vol_regime,normal_vol_regime,1.4962,2.9308,1.712,0.0046,0.9828,0.984,0.5,5,5,False
AMD,_NaiveModel,high_vol_regime,high_vol_regime,22.7742,742.8412,27.2551,0.0479,-0.628,-0.5195,0.8333,5,5,False
AMD,_NaiveModel,high_vol_regime,normal_vol_regime,2.3033,7.8732,2.8059,0.0049,0.7585,0.9212,0.5,5,5,False
AMZN,_NaiveModel,high_vol_regime,high_vol_regime,9.9486,215.3232,14.6739,0.0379,0.3599,0.4581,0.8333,5,5,False
AMZN,_NaiveModel,high_vol_regime,normal_vol_regime,1.5562,2.9475,1.7168,0.0059,0.981,0.9875,0.5,5,5,False
ASML,_NaiveModel,high_vol_regime,high_vol_regime,48.4055,2916.9373,54.0087,0.0284,0.7157,0.7179,0.5,5,5,False
ASML,_NaiveModel,high_vol_regime,normal_vol_regime,6.55,63.4776,7.9673,0.0037,0.9648,0.9648,0.5,5,5,False
AVGO,_NaiveModel,high_vol_regime,high_vol_regime,12.4825,199.6306,14.1291,0.0324,0.6189,0.6705,0.8333,5,5,False
AVGO,_NaiveModel,high_vol_regime,normal_vol_regime,1.4343,2.6453,1.6264,0.0036,0.9935,0.9945,0.5,5,5,False
BRK-B,_NaiveModel,high_vol_regime,high_vol_regime,8.5925,88.9045,9.4289,0.0167,0.3901,0.6124,0.8333,5,5,False
BRK-B,_NaiveModel,high_vol_regime,normal_vol_regime,2.5336,7.6954,2.7741,0.005,0.879,0.893,0.5,5,5,False
CAT,_NaiveModel,high_vol_regime,high_vol_regime,27.6644,956.4034,30.9258,0.0335,-0.3127,-0.0649,0.8333,5,5,False
CAT,_NaiveModel,high_vol_regime,normal_vol_regime,3.245,14.7784,3.8443,0.0039,0.967,0.968,0.5,5,5,False
COST,_NaiveModel,high_vol_regime,high_vol_regime,16.968,304.755,17.4572,0.0179,-1.2696,-1.2686,0.8333,5,5,False
COST,_NaiveModel,high_vol_regime,normal_vol_regime,4.957,31.1334,5.5797,0.0052,0.5649,0.5687,0.8333,5,5,False
CRM,_NaiveModel,high_vol_regime,high_vol_regime,5.8579,38.5037,6.2051,0.0304,0.445,0.5272,0.8333,5,4,True
CRM,_NaiveModel,high_vol_regime,normal_vol_regime,0.66,0.4356,0.66,0.0032,,1.0,0.0,5,4,True
GOOGL,_NaiveModel,high_vol_regime,high_vol_regime,8.7386,122.1574,11.0525,0.0248,-0.3158,-0.3069,0.8333,5,5,False
GOOGL,_NaiveModel,high_vol_regime,normal_vol_regime,1.8962,5.0944,2.2571,0.0055,0.8844,0.8911,0.5,5,5,False
JNJ,_NaiveModel,high_vol_regime,high_vol_regime,5.4317,38.1784,6.1789,0.0206,-0.0722,-0.0713,0.8333,5,5,False
JNJ,_NaiveModel,high_vol_regime,normal_vol_regime,1.4056,2.4067,1.5514,0.0053,0.9057,0.9207,0.5,5,5,False
JPM,_NaiveModel,high_vol_regime,high_vol_regime,7.61,66.2361,8.1386,0.0218,-2.3519,-1.3089,0.8333,5,5,False
JPM,_NaiveModel,high_vol_regime,normal_vol_regime,1.5218,3.0451,1.745,0.0042,0.8042,0.8073,0.5,5,5,False
LLY,_NaiveModel,high_vol_regime,high_vol_regime,40.2922,1782.6199,42.2211,0.0333,-0.2516,-0.1205,0.8333,5,5,False
LLY,_NaiveModel,high_vol_regime,normal_vol_regime,8.0467,74.4731,8.6298,0.0067,0.9296,0.9404,0.5,5,5,False
LMT,_NaiveModel,high_vol_regime,high_vol_regime,12.6391,171.1694,13.0832,0.0215,0.252,0.3193,0.8333,5,5,False
LMT,_NaiveModel,high_vol_regime,normal_vol_regime,4.1425,19.8492,4.4552,0.0071,0.1903,0.8903,0.6667,5,5,False
MA,_NaiveModel,high_vol_regime,high_vol_regime,10.1771,111.6784,10.5678,0.0179,-1.1991,-0.8084,0.8333,5,5,False
MA,_NaiveModel,high_vol_regime,normal_vol_regime,1.7625,6.7711,2.6021,0.0031,0.671,0.6787,0.8333,5,5,False
MCD,_NaiveModel,high_vol_regime,high_vol_regime,4.8725,26.6786,5.1651,0.0181,-1.4552,-1.0713,0.8333,5,5,False
MCD,_NaiveModel,high_vol_regime,normal_vol_regime,1.5318,2.7528,1.6591,0.0056,0.6392,0.7225,0.6667,5,5,False
META,_NaiveModel,high_vol_regime,high_vol_regime,22.3933,646.5054,25.4265,0.0403,-0.5292,-0.2363,0.8333,5,5,False
META,_NaiveModel,high_vol_regime,normal_vol_regime,2.1322,7.0399,2.6533,0.0037,0.984,0.9856,0.5,5,5,False
MRK,_NaiveModel,high_vol_regime,high_vol_regime,5.0383,54.5871,7.3883,0.0342,0.419,0.548,0.8333,5,4,True
MRK,_NaiveModel,high_vol_regime,normal_vol_regime,0.4267,0.2791,0.5283,0.0032,0.9706,0.9721,0.0,5,4,True
MSFT,_NaiveModel,high_vol_regime,high_vol_regime,16.7571,616.6871,24.8332,0.0362,0.5126,0.607,0.8333,5,5,False
MSFT,_NaiveModel,high_vol_regime,normal_vol_regime,2.26,6.6351,2.5759,0.0048,0.994,0.9942,0.5,5,5,False
NEE,_NaiveModel,high_vol_regime,high_vol_regime,1.174,1.4158,1.1899,0.0138,-0.1324,0.97,0.6667,5,2,True
NEE,_NaiveModel,high_vol_regime,normal_vol_regime,0.265,0.1343,0.3665,0.003,0.9363,0.9384,0.0,5,2,True
NVDA,_NaiveModel,high_vol_regime,high_vol_regime,5.1089,29.195,5.4032,0.0244,0.7832,0.7832,0.5,5,4,True
NVDA,_NaiveModel,high_vol_regime,normal_vol_regime,0.49,0.3855,0.6209,0.0023,0.9961,0.9962,0.0,5,4,True
ORCL,_NaiveModel,high_vol_regime,high_vol_regime,4.04,20.8125,4.5621,0.0288,0.8325,0.8387,0.5,5,4,True
ORCL,_NaiveModel,high_vol_regime,normal_vol_regime,0.8375,0.9282,0.9634,0.0058,0.9914,0.9922,0.0,5,4,True
PG,_NaiveModel,high_vol_regime,high_vol_regime,1.894,3.853,1.9629,0.0131,-1.9316,-0.8176,0.8333,5,3,True
PG,_NaiveModel,high_vol_regime,normal_vol_regime,0.572,0.4742,0.6886,0.0039,0.8108,0.8143,0.0,5,3,True
PLTR,_NaiveModel,high_vol_regime,high_vol_regime,6.2911,54.9727,7.4144,0.0385,0.8095,0.8221,0.5,5,5,False
PLTR,_NaiveModel,high_vol_regime,normal_vol_regime,0.9667,1.0369,1.0183,0.0064,0.9983,0.9991,0.3333,5,5,False
TSLA,_NaiveModel,high_vol_regime,high_vol_regime,10.615,127.2368,11.2799,0.0317,0.6957,0.7651,0.6667,5,5,False
TSLA,_NaiveModel,high_vol_regime,normal_vol_regime,2.31,5.4529,2.3351,0.0071,0.9678,0.9684,0.5,5,5,False
TSM,_NaiveModel,high_vol_regime,high_vol_regime,13.24,254.1207,15.9412,0.0331,0.2383,0.24,0.8333,5,5,False
TSM,_NaiveModel,high_vol_regime,normal_vol_regime,2.3533,6.8279,2.613,0.0056,0.8706,0.8707,0.5,5,5,False
UNH,_NaiveModel,high_vol_regime,high_vol_regime,6.74,49.6085,7.0433,0.0166,0.7475,0.7773,0.5,5,5,False
UNH,_NaiveModel,high_vol_regime,normal_vol_regime,2.006,4.6445,2.1551,0.005,0.9434,0.9649,0.5,5,5,False
V,_NaiveModel,high_vol_regime,high_vol_regime,5.6817,33.6709,5.8027,0.0156,-1.4144,-1.3015,0.8333,5,5,False
V,_NaiveModel,high_vol_regime,normal_vol_regime,1.2978,2.2512,1.5004,0.0035,0.6546,0.6553,0.8333,5,5,False
WMT,_NaiveModel,high_vol_regime,high_vol_regime,4.015,30.5625,5.5283,0.0377,-0.8722,-0.4005,0.8333,5,4,True
WMT,_NaiveModel,high_vol_regime,normal_vol_regime,0.5255,0.3789,0.6156,0.0046,0.9626,0.963,0.0,5,4,True
XOM,_NaiveModel,high_vol_regime,high_vol_regime,3.145,12.5554,3.5434,0.02,0.3027,0.3962,0.8333,5,5,False
XOM,_NaiveModel,high_vol_regime,normal_vol_regime,1.06,1.2897,1.1356,0.0065,0.8799,0.8841,0.5,5,5,False
AAPL,_NaiveModel,risk_regime,risk_off,6.2943,98.2376,9.9115,0.0201,0.3631,0.62,0.8333,5,5,False
AAPL,_NaiveModel,risk_regime,risk_on,2.755,11.3713,3.3721,0.0087,0.8938,0.9647,0.5,5,5,False
AMD,_NaiveModel,risk_regime,risk_off,19.8722,528.9029,22.9979,0.0426,-0.2882,0.6736,0.8333,5,5,False
AMD,_NaiveModel,risk_regime,risk_on,16.8917,696.2647,26.3868,0.0342,-2.31,-0.9536,0.8333,5,5,False
AMZN,_NaiveModel,risk_regime,risk_off,2.494,9.1962,3.0325,0.0097,0.9585,0.9866,0.5,5,5,False
AMZN,_NaiveModel,risk_regime,risk_on,11.43,287.7761,16.964,0.0431,-0.2241,0.3316,0.8333,5,5,False
ASML,_NaiveModel,risk_regime,risk_off,33.8689,1892.0744,43.498,0.0201,0.7848,0.9153,0.5,5,5,False
ASML,_NaiveModel,risk_regime,risk_on,42.3067,2551.9252,50.5166,0.0244,0.5968,0.8796,0.6667,5,5,False
AVGO,_NaiveModel,risk_regime,risk_off,10.5143,174.9303,13.2261,0.0276,0.462,0.802,0.6667,5,5,False
