ticker,model,MAE,MSE,RMSE,MAPE,R2,EVS,drift_score
BIMBOA.MX,Top3Ensamble,0.8876,1.3505,1.1621,0.0144,0.8007,0.8685,0.3333
BIMBOA.MX,arima,0.8247,1.0589,1.029,0.0134,0.8437,0.8662,0.3333
BIMBOA.MX,lgbm,1.0102,1.6599,1.2884,0.0164,0.755,0.8708,0.5
BIMBOA.MX,xgb,0.9633,1.5587,1.2485,0.0156,0.77,0.8547,0.3333
CEMEXCPO.MX,Top3Ensamble,0.4851,0.2982,0.5461,0.0282,-1.8339,0.3303,0.3333
CEMEXCPO.MX,arima,0.2043,0.065,0.255,0.0119,0.3821,0.4024,0.3333
CEMEXCPO.MX,lgbm,0.2543,0.0893,0.2988,0.0148,0.1515,0.3493,0.3333
CEMEXCPO.MX,linreg,1.2412,1.6475,1.2836,0.0722,-14.6551,-0.0154,1.0
EEM,Top3Ensamble,0.3785,0.2124,0.4609,0.0074,0.7801,0.8779,0.0
EEM,arima,0.3095,0.1298,0.3602,0.0061,0.8657,0.8948,0.0
EEM,lgbm,0.5082,0.3634,0.6028,0.01,0.6239,0.8254,0.1667
EEM,rf,0.3743,0.2127,0.4612,0.0073,0.7798,0.8811,0.0
GFNORTEO.MX,Top3Ensamble,2.2784,8.0823,2.8429,0.013,0.6713,0.8164,0.6667
GFNORTEO.MX,arima,2.0942,6.5394,2.5572,0.0119,0.7341,0.8111,0.5
GFNORTEO.MX,lgbm,2.6547,10.3335,3.2146,0.0151,0.5798,0.8143,0.6667
GLD,Top3Ensamble,1.7862,4.1751,2.0433,0.0054,0.9514,0.9632,0.5
GLD,arima,1.8428,4.6612,2.159,0.0056,0.9458,0.9633,0.5
GLD,lgbm,1.7893,4.2119,2.0523,0.0054,0.951,0.9582,0.5
IEF,Top3Ensamble,0.2822,0.0907,0.3011,0.0029,0.6468,0.8193,0.1667
IEF,lgbm,0.2878,0.0953,0.3087,0.003,0.6289,0.8179,0.1667
IEF,rf,0.2611,0.0772,0.2778,0.0027,0.6994,0.8399,0.1667
IEF,xgb,0.2977,0.1027,0.3204,0.0031,0.6,0.7905,0.1667
QQQ,Top3Ensamble,5.0168,28.6038,5.3482,0.0087,0.2486,0.7618,0.6667
QQQ,arima,2.9716,12.3459,3.5137,0.0051,0.6757,0.7737,0.6667
QQQ,lgbm,5.4216,32.4009,5.6922,0.0094,0.1488,0.7054,0.6667
QQQ,xgb,6.7251,56.9536,7.5468,0.0116,-0.4962,0.692,0.8333
SPY,Top3Ensamble,3.9087,20.8877,4.5703,0.006,0.2147,0.7195,0.6667
SPY,arima,2.5866,8.8133,2.9687,0.004,0.6686,0.761,0.6667
SPY,lgbm,3.6091,17.6325,4.1991,0.0055,0.3371,0.6563,0.8333
SPY,xgb,6.5121,53.5228,7.3159,0.01,-1.0123,0.5821,0.8333
VNQ,Top3Ensamble,0.5057,0.4166,0.6454,0.0055,0.0051,0.1088,0.3333
VNQ,lgbm,0.5971,0.4972,0.7051,0.0065,-0.1875,-0.1145,0.3333
VNQ,rf,0.4585,0.3947,0.6283,0.005,0.0572,0.1652,0.3333
VNQ,xgb,0.4744,0.412,0.6419,0.0051,0.016,0.1508,0.3333
WALMEX.MX,Top3Ensamble,0.6144,0.545,0.7382,0.011,-0.5526,-0.4977,0.3333
WALMEX.MX,arima,0.5358,0.4615,0.6794,0.0095,-0.3148,-0.2236,0.3333
WALMEX.MX,linreg,0.8846,1.183,1.0877,0.0158,-2.3701,-1.5535,0.6667
WALMEX.MX,rf,0.5532,0.4233,0.6506,0.0099,-0.206,-0.1958,0.3333
