ticker,model,MAE,MSE,RMSE,MAPE,R2,EVS,drift_score
BIMBOA.MX,Top3Ensamble,0.9003,1.3929,1.1802,0.0144,0.7183,0.8099,0.3333
BIMBOA.MX,arima,0.8096,1.0761,1.0373,0.013,0.7824,0.824,0.3333
BIMBOA.MX,lgbm,1.0258,1.6805,1.2963,0.0164,0.6602,0.8125,0.6667
BIMBOA.MX,xgb,0.9697,1.6037,1.2664,0.0155,0.6757,0.774,0.5
CEMEXCPO.MX,Top3Ensamble,0.4724,0.2915,0.5399,0.0273,-2.2479,-0.0244,0.3333
CEMEXCPO.MX,arima,0.2521,0.0902,0.3004,0.0147,-0.0053,-0.0053,0.3333
CEMEXCPO.MX,lgbm,0.2682,0.1028,0.3206,0.0156,-0.145,-0.0452,0.3333
CEMEXCPO.MX,linreg,1.2457,1.6506,1.2848,0.0722,-17.3892,-0.1012,1.0
EEM,Top3Ensamble,0.3747,0.21,0.4583,0.0073,0.8542,0.9375,0.0
EEM,arima,0.2984,0.1247,0.3531,0.0058,0.9135,0.948,0.0
EEM,lgbm,0.5091,0.35,0.5916,0.0099,0.7571,0.8977,0.0
EEM,rf,0.3747,0.2169,0.4657,0.0073,0.8495,0.9422,0.0
GFNORTEO.MX,Top3Ensamble,2.4887,8.6533,2.9417,0.0139,0.6543,0.7397,0.6667
GFNORTEO.MX,arima,2.3809,7.498,2.7382,0.0133,0.7005,0.7412,0.5
GFNORTEO.MX,lgbm,2.6848,10.3897,3.2233,0.015,0.585,0.7313,0.6667
GLD,Top3Ensamble,2.4221,8.2708,2.8759,0.0072,0.6031,0.6439,0.8333
GLD,arima,2.3726,7.5947,2.7558,0.0071,0.6355,0.6848,0.8333
GLD,lgbm,2.6443,10.0551,3.171,0.0079,0.5175,0.5506,0.8333
IEF,Top3Ensamble,0.2444,0.0776,0.2786,0.0025,0.4422,0.6063,0.3333
IEF,lgbm,0.2456,0.0783,0.2799,0.0025,0.4373,0.6099,0.3333
IEF,rf,0.2422,0.0713,0.267,0.0025,0.4877,0.5978,0.3333
IEF,xgb,0.2499,0.0877,0.2961,0.0026,0.3703,0.5893,0.3333
QQQ,Top3Ensamble,5.408,33.4029,5.7795,0.0092,0.6235,0.9532,0.6667
QQQ,arima,2.9669,11.4843,3.3888,0.0051,0.8706,0.9572,0.5
QQQ,lgbm,4.9439,28.7319,5.3602,0.0085,0.6762,0.9517,0.6667
QQQ,xgb,8.5068,80.9216,8.9956,0.0145,0.088,0.9036,0.6667
SPY,Top3Ensamble,4.6426,28.1682,5.3074,0.0071,0.4108,0.8481,0.6667
SPY,arima,2.4451,8.0908,2.8444,0.0037,0.8308,0.9058,0.5
SPY,lgbm,4.3173,24.6296,4.9628,0.0066,0.4848,0.8445,0.6667
SPY,xgb,7.7383,73.1131,8.5506,0.0118,-0.5294,0.7033,0.6667
VNQ,Top3Ensamble,0.495,0.4012,0.6334,0.0054,0.0089,0.0111,0.3333
VNQ,lgbm,0.5663,0.4274,0.6537,0.0061,-0.0558,-0.0404,0.3333
VNQ,rf,0.4352,0.382,0.6181,0.0047,0.0563,0.0828,0.3333
VNQ,xgb,0.5097,0.448,0.6693,0.0055,-0.1067,-0.0965,0.3333
WALMEX.MX,Top3Ensamble,0.6522,0.5675,0.7533,0.0116,-0.9527,-0.9242,0.3333
WALMEX.MX,arima,0.6031,0.5667,0.7528,0.0107,-0.9499,-0.9008,0.3333
WALMEX.MX,linreg,0.7551,0.7804,0.8834,0.0134,-1.685,-1.3395,0.3333
WALMEX.MX,rf,0.6039,0.5002,0.7072,0.0107,-0.7209,-0.7013,0.3333
