ticker,model,regime_type,regime,MAE,MSE,RMSE,MAPE,R2,EVS,drift_score,total_regimes,failed_regimes,regime_only_failure
AAPL,_NaiveModel,high_vol_regime,high_vol_regime,7.0883,56.3737,7.5082,0.022,-0.0374,0.0774,0.8333,5,5,False
AAPL,_NaiveModel,high_vol_regime,normal_vol_regime,1.3856,2.933,1.7126,0.0043,0.9559,0.956,0.5,5,5,False
AMD,_NaiveModel,high_vol_regime,high_vol_regime,17.4462,321.6178,17.9337,0.0358,0.3766,0.3771,0.8333,5,5,False
AMD,_NaiveModel,high_vol_regime,normal_vol_regime,3.0614,11.2222,3.35,0.0065,0.8517,0.8614,0.5,5,5,False
AMZN,_NaiveModel,high_vol_regime,high_vol_regime,4.5911,22.1518,4.7066,0.0178,-1.3629,-0.9903,0.8333,5,4,True
AMZN,_NaiveModel,high_vol_regime,normal_vol_regime,0.705,0.7058,0.8401,0.0027,0.93,0.9765,0.0,5,4,True
ASML,_NaiveModel,high_vol_regime,high_vol_regime,45.0025,3214.9151,56.7002,0.0272,-0.2907,0.0203,0.8333,5,5,False
ASML,_NaiveModel,high_vol_regime,normal_vol_regime,8.4343,103.8528,10.1908,0.0049,0.8626,0.8955,0.5,5,5,False
AVGO,_NaiveModel,high_vol_regime,high_vol_regime,10.265,130.8611,11.4395,0.0286,-0.6971,-0.5405,0.8333,5,5,False
AVGO,_NaiveModel,high_vol_regime,normal_vol_regime,1.6467,3.4548,1.8587,0.0045,0.8718,0.8825,0.5,5,5,False
BRK-B,_NaiveModel,high_vol_regime,high_vol_regime,8.5,72.25,8.5,0.0169,,1.0,0.5,5,5,False
BRK-B,_NaiveModel,high_vol_regime,normal_vol_regime,1.8064,4.9126,2.2164,0.0036,0.7756,0.7832,0.5,5,5,False
CAT,_NaiveModel,high_vol_regime,high_vol_regime,14.674,275.0949,16.586,0.0183,-0.1282,-0.1127,0.8333,5,5,False
CAT,_NaiveModel,high_vol_regime,normal_vol_regime,4.148,26.9242,5.1889,0.0051,0.2924,0.3135,0.8333,5,5,False
COST,_NaiveModel,high_vol_regime,high_vol_regime,17.12,319.3705,17.8709,0.0182,-0.0834,-0.0662,0.8333,5,5,False
COST,_NaiveModel,high_vol_regime,normal_vol_regime,4.0412,24.903,4.9903,0.0044,0.9346,0.9658,0.5,5,5,False
CRM,_NaiveModel,high_vol_regime,high_vol_regime,10.9537,306.048,17.4942,0.0439,0.3263,0.4525,0.8333,5,4,True
CRM,_NaiveModel,high_vol_regime,normal_vol_regime,0.7557,0.841,0.9171,0.0031,0.9985,0.9986,0.0,5,4,True
GOOGL,_NaiveModel,high_vol_regime,high_vol_regime,5.861,38.713,6.222,0.0172,-0.6192,-0.6041,0.8333,5,5,False
GOOGL,_NaiveModel,high_vol_regime,normal_vol_regime,1.948,4.3485,2.0853,0.0057,0.8729,0.9003,0.5,5,5,False
JNJ,_NaiveModel,high_vol_regime,high_vol_regime,4.17,18.5027,4.3015,0.0154,-0.0207,-0.0024,0.8333,5,5,False
JNJ,_NaiveModel,high_vol_regime,normal_vol_regime,1.53,3.3398,1.8275,0.0057,0.6294,0.6304,0.8333,5,5,False
JPM,_NaiveModel,high_vol_regime,high_vol_regime,5.615,31.7641,5.636,0.0158,-0.4539,-0.45,0.8333,5,5,False
JPM,_NaiveModel,high_vol_regime,normal_vol_regime,1.38,2.9301,1.7117,0.0039,0.0835,0.1299,0.8333,5,5,False
LLY,_NaiveModel,high_vol_regime,high_vol_regime,26.792,851.2908,29.1769,0.0225,0.348,0.5896,0.8333,5,5,False
LLY,_NaiveModel,high_vol_regime,normal_vol_regime,5.562,53.9466,7.3448,0.0046,0.9786,0.9813,0.5,5,5,False
LMT,_NaiveModel,high_vol_regime,high_vol_regime,10.8078,132.6574,11.5177,0.0198,0.6058,0.8351,0.6667,5,5,False
LMT,_NaiveModel,high_vol_regime,normal_vol_regime,2.6183,11.3656,3.3713,0.0049,0.9586,0.9697,0.5,5,5,False
MA,_NaiveModel,high_vol_regime,high_vol_regime,9.6,115.631,10.7532,0.0162,-1.2576,-1.0017,0.8333,5,5,False
MA,_NaiveModel,high_vol_regime,normal_vol_regime,3.101,14.3076,3.7825,0.0054,0.8972,0.9087,0.5,5,5,False
MCD,_NaiveModel,high_vol_regime,high_vol_regime,4.334,21.8334,4.6726,0.0166,-0.111,0.17,0.8333,5,5,False
MCD,_NaiveModel,high_vol_regime,normal_vol_regime,1.345,2.3589,1.5359,0.0051,0.9543,0.9564,0.5,5,5,False
META,_NaiveModel,high_vol_regime,high_vol_regime,17.0543,391.3921,19.7836,0.0273,0.7409,0.8781,0.5,5,5,False
