ticker,model,regime_type,regime,MAE,MSE,RMSE,MAPE,R2,EVS,drift_score,total_regimes,failed_regimes,regime_only_failure
AAPL,_NaiveModel,high_vol_regime,high_vol_regime,9.6217,115.352,10.7402,0.0323,0.7259,0.7297,0.5,5,5,False
AAPL,_NaiveModel,high_vol_regime,normal_vol_regime,1.7622,4.1432,2.0355,0.0056,0.9836,0.9873,0.5,5,5,False
AMD,_NaiveModel,high_vol_regime,high_vol_regime,23.3285,696.2933,26.3874,0.0435,-0.5339,-0.5267,0.8333,5,5,False
AMD,_NaiveModel,high_vol_regime,normal_vol_regime,2.645,13.4222,3.6636,0.0053,0.9066,0.9553,0.5,5,5,False
AMZN,_NaiveModel,high_vol_regime,high_vol_regime,6.866,54.0842,7.3542,0.029,0.0929,0.2012,0.8333,5,5,False
AMZN,_NaiveModel,high_vol_regime,normal_vol_regime,1.898,4.2227,2.0549,0.0077,0.7925,0.799,0.5,5,5,False
ASML,_NaiveModel,high_vol_regime,high_vol_regime,77.26,6950.4059,83.3691,0.0423,-0.2251,-0.207,0.8333,5,5,False
ASML,_NaiveModel,high_vol_regime,normal_vol_regime,6.534,73.7789,8.5895,0.0037,0.8875,0.9413,0.5,5,5,False
AVGO,_NaiveModel,high_vol_regime,high_vol_regime,10.1956,123.2568,11.1021,0.027,-0.2482,-0.2225,0.8333,5,5,False
AVGO,_NaiveModel,high_vol_regime,normal_vol_regime,2.8833,9.441,3.0726,0.0076,0.918,0.9617,0.5,5,5,False
BRK-B,_NaiveModel,high_vol_regime,high_vol_regime,7.52,56.8209,7.538,0.0151,0.4301,0.4328,0.8333,5,5,False
BRK-B,_NaiveModel,high_vol_regime,normal_vol_regime,2.1385,6.3712,2.5241,0.0043,0.6672,0.6731,0.8333,5,5,False
CAT,_NaiveModel,high_vol_regime,high_vol_regime,34.0818,1471.7552,38.3635,0.035,0.6693,0.6717,0.8333,5,5,False
CAT,_NaiveModel,high_vol_regime,normal_vol_regime,4.8025,35.4263,5.952,0.0051,0.9835,0.9928,0.5,5,5,False
COST,_NaiveModel,high_vol_regime,high_vol_regime,24.96,642.3555,25.3447,0.0264,-41.1298,-31.0561,0.8333,5,5,False
COST,_NaiveModel,high_vol_regime,normal_vol_regime,5.5833,42.2106,6.497,0.006,0.7042,0.758,0.5,5,5,False
CRM,_NaiveModel,high_vol_regime,high_vol_regime,4.935,27.7435,5.2672,0.0298,0.4552,0.4768,0.8333,5,5,False
