ticker,model,MAE,MSE,RMSE,MAPE,R2,EVS,drift_score
BIMBOA.MX,Top3Ensamble,0.7867,1.5376,1.24,0.0145,0.441,0.4752,0.6667
BIMBOA.MX,arima,0.9429,1.8833,1.3723,0.0174,0.3153,0.3677,0.6667
BIMBOA.MX,lgbm,0.7571,1.3612,1.1667,0.014,0.5051,0.5241,0.6667
BIMBOA.MX,xgb,0.7681,1.6047,1.2668,0.0141,0.4166,0.4521,0.6667
CEMEXCPO.MX,Top3Ensamble,0.3337,0.1498,0.387,0.0211,0.1905,0.46,0.3333
CEMEXCPO.MX,arima,0.245,0.099,0.3146,0.0155,0.465,0.507,0.3333
CEMEXCPO.MX,lgbm,0.2828,0.1147,0.3387,0.0179,0.38,0.4544,0.3333
CEMEXCPO.MX,linreg,0.5179,0.3524,0.5936,0.0328,-0.9047,0.2603,0.3333
EEM,Top3Ensamble,0.2911,0.1226,0.3501,0.0059,0.4609,0.5314,0.3333
EEM,arima,0.2895,0.1103,0.3321,0.0059,0.5148,0.5164,0.3333
EEM,lgbm,0.3295,0.1677,0.4095,0.0067,0.2625,0.5059,0.3333
EEM,rf,0.2941,0.1241,0.3523,0.006,0.4541,0.5236,0.3333
GFNORTEO.MX,Top3Ensamble,2.1678,7.0967,2.664,0.013,-1.147,-0.751,0.8333
GFNORTEO.MX,arima,2.1187,6.952,2.6367,0.0127,-1.1032,-0.9309,0.8333
GFNORTEO.MX,lgbm,2.2548,8.1292,2.8512,0.0135,-1.4593,-0.6749,0.8333
GFNORTEO.MX,lstm,4.011,18.7436,4.3294,0.024,-4.0974,-1.9043,0.8333
GLD,Top3Ensamble,2.52,10.5859,3.2536,0.0082,0.1127,0.1997,0.8333
GLD,arima,2.454,9.4815,3.0792,0.008,0.2052,0.2815,0.8333
GLD,lgbm,2.6962,12.4257,3.525,0.0087,-0.0416,0.0569,0.8333
IEF,Top3Ensamble,0.2368,0.0994,0.3153,0.0025,0.5095,0.5146,0.3333
IEF,lgbm,0.2383,0.1016,0.3188,0.0025,0.4984,0.5166,0.3333
IEF,rf,0.2238,0.0967,0.311,0.0024,0.5225,0.5225,0.3333
IEF,xgb,0.2615,0.1115,0.3339,0.0027,0.4498,0.4554,0.3333
QQQ,Top3Ensamble,4.4066,30.3781,5.5116,0.0078,0.1123,0.3606,0.8333
QQQ,arima,3.967,26.6545,5.1628,0.007,0.2211,0.2614,0.8333
QQQ,lgbm,5.0392,38.5902,6.2121,0.0089,-0.1276,0.3433,0.8333
QQQ,xgb,4.8576,35.0171,5.9175,0.0086,-0.0232,0.3463,0.8333
SPY,Top3Ensamble,3.6588,26.3617,5.1344,0.0058,-0.2674,-0.1504,0.8333
SPY,arima,3.6538,22.7785,4.7727,0.0058,-0.0951,-0.0713,0.8333
SPY,lgbm,3.7368,26.7222,5.1694,0.0059,-0.2847,-0.1922,0.8333
SPY,xgb,4.1791,31.9754,5.6547,0.0066,-0.5372,-0.2147,0.8333
VNQ,Top3Ensamble,0.6978,0.6784,0.8236,0.0078,0.4802,0.5127,0.3333
VNQ,lgbm,0.7111,0.7135,0.8447,0.0079,0.4533,0.4578,0.3333
VNQ,rf,0.701,0.7267,0.8525,0.0078,0.4432,0.5063,0.3333
VNQ,xgb,0.7047,0.7,0.8367,0.0078,0.4636,0.513,0.3333
WALMEX.MX,Top3Ensamble,0.8508,1.4194,1.1914,0.0153,-0.2366,-0.1947,0.6667
WALMEX.MX,arima,0.9383,1.7417,1.3197,0.0169,-0.5173,-0.3664,0.6667
WALMEX.MX,linreg,0.7757,1.3798,1.1747,0.0139,-0.2021,-0.2002,0.6667
WALMEX.MX,rf,0.8749,1.5087,1.2283,0.0158,-0.3144,-0.2814,0.6667
