ticker,model,regime_type,regime,MAE,MSE,RMSE,MAPE,R2,EVS,drift_score,total_regimes,failed_regimes,regime_only_failure
AAPL,_NaiveModel,high_vol_regime,high_vol_regime,7.608,63.2254,7.9514,0.0233,-0.8187,-0.2839,0.8333,5,5,False
AAPL,_NaiveModel,high_vol_regime,normal_vol_regime,1.562,3.4473,1.8567,0.0048,0.9515,0.9524,0.5,5,5,False
AMD,_NaiveModel,high_vol_regime,high_vol_regime,18.99,532.5421,23.0769,0.0357,0.6837,0.7484,0.6667,5,5,False
AMD,_NaiveModel,high_vol_regime,normal_vol_regime,2.57,8.4866,2.9132,0.0055,0.9052,0.979,0.5,5,5,False
AMZN,_NaiveModel,high_vol_regime,high_vol_regime,4.724,23.0734,4.8035,0.0185,-0.9023,-0.825,0.8333,5,5,False
AMZN,_NaiveModel,high_vol_regime,normal_vol_regime,1.188,2.5636,1.6011,0.0047,0.8502,0.8516,0.5,5,5,False
ASML,_NaiveModel,high_vol_regime,high_vol_regime,39.915,2498.8834,49.9888,0.0241,-0.1626,-0.1523,0.8333,5,5,False
ASML,_NaiveModel,high_vol_regime,normal_vol_regime,10.7467,115.5004,10.7471,0.0064,0.9632,0.9674,0.5,5,5,False
AVGO,_NaiveModel,high_vol_regime,high_vol_regime,9.51,111.7399,10.5707,0.0267,-0.0624,-0.0617,0.8333,5,5,False
AVGO,_NaiveModel,high_vol_regime,normal_vol_regime,1.4771,3.335,1.8262,0.0041,0.9654,0.9672,0.5,5,5,False
BRK-B,_NaiveModel,high_vol_regime,high_vol_regime,9.18,86.2884,9.2892,0.0181,-5.6766,0.844,0.6667,5,5,False
BRK-B,_NaiveModel,high_vol_regime,normal_vol_regime,2.0246,5.5824,2.3627,0.004,0.7894,0.8354,0.5,5,5,False
CAT,_NaiveModel,high_vol_regime,high_vol_regime,14.7756,284.0115,16.8526,0.0186,-0.822,-0.822,0.8333,5,5,False
CAT,_NaiveModel,high_vol_regime,normal_vol_regime,4.75,31.8758,5.6459,0.0059,0.8565,0.8572,0.5,5,5,False
COST,_NaiveModel,high_vol_regime,high_vol_regime,14.862,238.8249,15.454,0.0162,-0.8263,-0.1782,0.8333,5,5,False
COST,_NaiveModel,high_vol_regime,normal_vol_regime,3.112,16.0484,4.0061,0.0034,0.9513,0.9599,0.5,5,5,False
CRM,_NaiveModel,high_vol_regime,high_vol_regime,10.203,254.6881,15.9589,0.0405,-3.0073,-2.7717,0.8333,5,5,False
CRM,_NaiveModel,high_vol_regime,normal_vol_regime,1.19,1.5369,1.2397,0.0048,0.9809,0.9824,0.5,5,5,False
GOOGL,_NaiveModel,high_vol_regime,high_vol_regime,5.975,39.7728,6.3066,0.0175,0.153,0.157,0.8333,5,5,False
GOOGL,_NaiveModel,high_vol_regime,normal_vol_regime,1.944,3.8743,1.9683,0.0057,0.8798,0.8895,0.5,5,5,False
JNJ,_NaiveModel,high_vol_regime,high_vol_regime,3.825,15.3035,3.912,0.014,0.0997,0.2066,0.8333,5,5,False
JNJ,_NaiveModel,high_vol_regime,normal_vol_regime,0.9089,1.3039,1.1419,0.0034,0.3788,0.5132,0.6667,5,5,False
JPM,_NaiveModel,high_vol_regime,high_vol_regime,5.97,35.6578,5.9714,0.0168,-0.0022,-0.0017,0.8333,5,5,False
JPM,_NaiveModel,high_vol_regime,normal_vol_regime,1.8238,4.3321,2.0814,0.0052,0.478,0.4824,0.8333,5,5,False
LLY,_NaiveModel,high_vol_regime,high_vol_regime,16.07,272.6994,16.5136,0.0139,-0.7129,-0.6318,0.8333,5,5,False
LLY,_NaiveModel,high_vol_regime,normal_vol_regime,2.725,17.8505,4.225,0.0024,0.9301,0.9396,0.5,5,5,False
LMT,_NaiveModel,high_vol_regime,high_vol_regime,10.105,118.38,10.8803,0.019,-1.3724,-0.0188,0.8333,5,5,False
LMT,_NaiveModel,high_vol_regime,normal_vol_regime,2.7689,10.4238,3.2286,0.0052,0.9328,0.9412,0.5,5,5,False
MA,_NaiveModel,high_vol_regime,high_vol_regime,7.1225,51.161,7.1527,0.0122,-0.97,-0.4703,0.8333,5,5,False
MA,_NaiveModel,high_vol_regime,normal_vol_regime,3.1436,12.8801,3.5889,0.0055,0.7944,0.8123,0.5,5,5,False
MCD,_NaiveModel,high_vol_regime,high_vol_regime,4.36,21.5743,4.6448,0.017,0.0795,0.3921,0.8333,5,5,False
MCD,_NaiveModel,high_vol_regime,normal_vol_regime,0.8744,1.5279,1.2361,0.0034,0.9415,0.9708,0.3333,5,5,False
META,_NaiveModel,high_vol_regime,high_vol_regime,22.9433,958.7593,30.9638,0.034,0.5642,0.6986,0.8333,5,5,False
META,_NaiveModel,high_vol_regime,normal_vol_regime,4.695,23.1717,4.8137,0.0076,0.987,0.9877,0.5,5,5,False
MRK,_NaiveModel,high_vol_regime,high_vol_regime,2.2163,5.5659,2.3592,0.0149,-0.3453,-0.3451,0.8333,5,4,True
MRK,_NaiveModel,high_vol_regime,normal_vol_regime,0.8272,0.7523,0.8674,0.0057,0.903,0.9032,0.0,5,4,True
MSFT,_NaiveModel,high_vol_regime,high_vol_regime,8.509,76.6929,8.7575,0.0169,-1.5741,-1.5468,0.8333,5,5,False
MSFT,_NaiveModel,high_vol_regime,normal_vol_regime,2.89,9.8982,3.1461,0.0058,-1.6618,-1.2087,0.8333,5,5,False
NEE,_NaiveModel,high_vol_regime,high_vol_regime,0.878,0.8195,0.9053,0.0107,0.6246,0.6269,0.3333,5,4,True
NEE,_NaiveModel,high_vol_regime,normal_vol_regime,0.523,0.3319,0.5762,0.0064,0.7328,0.8436,0.0,5,4,True
