ticker,model,MAE,MSE,RMSE,MAPE,R2,EVS,drift_score
BIMBOA.MX,Top3Ensamble,0.6141,0.5234,0.7235,0.0104,-0.0962,0.0031,0.3333
BIMBOA.MX,arima,0.5943,0.4679,0.6841,0.01,0.02,0.0246,0.3333
BIMBOA.MX,lgbm,0.7293,0.6816,0.8256,0.0123,-0.4274,-0.0426,0.3333
BIMBOA.MX,xgb,0.668,0.5927,0.7699,0.0113,-0.2413,-0.175,0.3333
CEMEXCPO.MX,Top3Ensamble,0.2818,0.1275,0.3571,0.0138,0.6319,0.6395,0.3333
CEMEXCPO.MX,arima,0.281,0.1185,0.3443,0.0138,0.6578,0.6609,0.3333
CEMEXCPO.MX,rf,0.2991,0.1522,0.3901,0.0146,0.5608,0.6137,0.3333
EEM,Top3Ensamble,0.4017,0.2865,0.5353,0.0075,0.4616,0.663,0.3333
EEM,arima,0.3522,0.1908,0.4368,0.0065,0.6415,0.6429,0.3333
EEM,rf,0.6821,0.6355,0.7972,0.0126,-0.1941,0.68,0.3333
GFNORTEO.MX,Top3Ensamble,2.752,11.7022,3.4208,0.0162,-0.5023,-0.5021,0.8333
GFNORTEO.MX,rf,2.8622,12.2598,3.5014,0.0169,-0.5739,-0.5738,0.8333
GFNORTEO.MX,xgb,2.6456,11.5156,3.3935,0.0156,-0.4783,-0.4779,0.8333
GLD,Top3Ensamble,3.7106,35.1227,5.9264,0.0093,0.5025,0.5253,0.8333
GLD,arima,3.246,32.2149,5.6758,0.0081,0.5436,0.5441,0.8333
GLD,rf,3.9674,38.7927,6.2284,0.0099,0.4505,0.4774,0.8333
GLD,xgb,4.4215,37.3795,6.1139,0.011,0.4705,0.5428,0.8333
IEF,Top3Ensamble,0.1818,0.0507,0.2252,0.0019,-0.5002,-0.4491,0.3333
IEF,arima,0.1793,0.0488,0.2208,0.0019,-0.4432,-0.4254,0.3333
IEF,lgbm,0.2126,0.0713,0.2669,0.0022,-1.1083,-0.7606,0.3333
IEF,rf,0.1747,0.0496,0.2227,0.0018,-0.4669,-0.4177,0.3333
QQQ,Top3Ensamble,3.4577,23.6514,4.8633,0.0056,0.5738,0.5763,0.8333
QQQ,lgbm,3.9859,33.3284,5.7731,0.0065,0.3995,0.4032,0.8333
QQQ,rf,3.2632,20.7198,4.5519,0.0053,0.6267,0.6288,0.8333
QQQ,xgb,3.3341,20.574,4.5359,0.0054,0.6293,0.631,0.8333
SPY,Top3Ensamble,2.9638,12.6883,3.5621,0.0043,0.5081,0.5332,0.8333
SPY,arima,2.7927,12.0301,3.4684,0.0041,0.5336,0.5711,0.8333
SPY,rf,3.0671,14.1766,3.7652,0.0045,0.4504,0.5171,0.8333
SPY,xgb,3.5013,17.4875,4.1818,0.0051,0.322,0.4906,0.8333
VNQ,Top3Ensamble,0.3553,0.1677,0.4095,0.004,0.2514,0.3202,0.3333
VNQ,lgbm,0.3976,0.2514,0.5014,0.0045,-0.1221,0.4807,0.3333
VNQ,rf,0.4021,0.2376,0.4874,0.0045,-0.0605,-0.0199,0.3333
VNQ,xgb,0.4165,0.2082,0.4563,0.0047,0.0704,0.1154,0.3333
WALMEX.MX,Top3Ensamble,0.5515,0.602,0.7759,0.0097,0.5202,0.5548,0.3333
WALMEX.MX,rf,0.5168,0.533,0.73,0.0091,0.5753,0.5878,0.3333
WALMEX.MX,xgb,0.59,0.6959,0.8342,0.0104,0.4454,0.5128,0.3333
