ticker,model,MAE,MSE,RMSE,MAPE,R2,EVS,drift_score
BIMBOA.MX,Top3Ensamble,0.4806,0.3266,0.5715,0.0085,0.8688,0.8773,0.0
BIMBOA.MX,arima,0.5159,0.4131,0.6428,0.0092,0.834,0.8633,0.0
BIMBOA.MX,lgbm,0.5652,0.483,0.695,0.01,0.8059,0.81,0.0
BIMBOA.MX,xgb,0.4689,0.3195,0.5653,0.0083,0.8716,0.8733,0.0
CEMEXCPO.MX,Top3Ensamble,0.2762,0.1037,0.322,0.0172,-0.3187,0.3279,0.3333
CEMEXCPO.MX,arima,0.1263,0.0325,0.1803,0.0079,0.5866,0.6052,0.3333
CEMEXCPO.MX,lgbm,0.2121,0.0705,0.2655,0.0133,0.1035,0.2186,0.3333
CEMEXCPO.MX,linreg,0.543,0.4143,0.6437,0.0337,-4.2705,-0.5194,0.3333
EEM,Top3Ensamble,0.3733,0.2222,0.4714,0.0075,0.2317,0.4462,0.3333
EEM,arima,0.3449,0.1874,0.4329,0.0069,0.352,0.4295,0.3333
EEM,lgbm,0.4367,0.2869,0.5356,0.0088,0.0082,0.4365,0.3333
EEM,rf,0.3736,0.2228,0.4721,0.0075,0.2297,0.4383,0.3333
GFNORTEO.MX,Top3Ensamble,1.3299,2.9335,1.7127,0.0079,-0.1347,0.0814,0.8333
GFNORTEO.MX,arima,1.3922,2.9649,1.7219,0.0083,-0.1469,-0.1024,0.8333
GFNORTEO.MX,lgbm,1.4645,3.479,1.8652,0.0087,-0.3458,0.1708,0.8333
GLD,Top3Ensamble,1.8564,6.0716,2.4641,0.006,-0.2369,-0.1603,0.8333
GLD,arima,1.6113,4.1194,2.0296,0.0052,0.1608,0.1835,0.8333
GLD,lgbm,2.2139,9.0145,3.0024,0.0072,-0.8364,-0.6742,0.8333
IEF,Top3Ensamble,0.1996,0.0614,0.2478,0.0021,-0.4303,-0.3719,0.3333
IEF,lgbm,0.2064,0.0775,0.2784,0.0022,-0.8058,-0.6397,0.3333
IEF,rf,0.184,0.0534,0.231,0.0019,-0.243,-0.2401,0.3333
IEF,xgb,0.2217,0.0646,0.2541,0.0023,-0.5037,-0.4343,0.3333
QQQ,Top3Ensamble,4.3178,32.1485,5.67,0.0076,0.204,0.3333,0.8333
QQQ,arima,4.2233,27.6412,5.2575,0.0074,0.3156,0.347,0.8333
QQQ,lgbm,4.6414,36.3769,6.0313,0.0081,0.0993,0.271,0.8333
QQQ,xgb,4.7019,37.404,6.1159,0.0082,0.0739,0.3113,0.8333
SPY,Top3Ensamble,3.5437,24.117,4.9109,0.0056,0.194,0.3481,0.8333
SPY,arima,3.5272,20.6062,4.5394,0.0055,0.3114,0.3726,0.8333
SPY,lgbm,3.5752,24.4403,4.9437,0.0056,0.1832,0.3186,0.8333
SPY,xgb,4.0104,29.7784,5.457,0.0063,0.0049,0.321,0.8333
VNQ,Top3Ensamble,0.7055,0.6975,0.8352,0.0078,0.1107,0.122,0.3333
VNQ,lgbm,0.7805,0.809,0.8994,0.0087,-0.0315,-0.0061,0.3333
VNQ,rf,0.6825,0.6481,0.8051,0.0076,0.1736,0.198,0.3333
VNQ,xgb,0.6769,0.6903,0.8309,0.0075,0.1198,0.1198,0.3333
WALMEX.MX,Top3Ensamble,0.6743,1.1328,1.0644,0.012,0.2134,0.235,0.6667
WALMEX.MX,arima,0.7017,1.1853,1.0887,0.0125,0.177,0.221,0.6667
WALMEX.MX,linreg,1.2529,2.29,1.5133,0.0222,-0.5901,-0.1646,0.8333
WALMEX.MX,rf,0.6457,1.0486,1.024,0.0115,0.2719,0.2719,0.6667
