ticker,model,regime_type,regime,MAE,MSE,RMSE,MAPE,R2,EVS,drift_score,total_regimes,failed_regimes,regime_only_failure
AAPL,Top3Ensamble,high_vol_regime,high_vol_regime,1.81,3.276,1.81,0.007,,1.0,0.5,3,3,False
AAPL,lgbm,high_vol_regime,high_vol_regime,1.2322,1.5182,1.2322,0.0048,,1.0,0.5,3,3,False
AAPL,xgb,high_vol_regime,high_vol_regime,2.3878,5.7016,2.3878,0.0093,,1.0,0.5,3,3,False
AMD,Top3Ensamble,high_vol_regime,high_vol_regime,7.0734,50.0323,7.0734,0.0368,,1.0,0.5,3,3,False
AMD,arima,high_vol_regime,high_vol_regime,7.6036,57.815,7.6036,0.0395,,1.0,0.5,3,3,False
AMD,lgbm,high_vol_regime,high_vol_regime,5.1495,26.5173,5.1495,0.0268,,1.0,0.5,3,3,False
AMD,rf,high_vol_regime,high_vol_regime,8.4669,71.6892,8.4669,0.044,,1.0,0.5,3,3,False
AMZN,Top3Ensamble,high_vol_regime,high_vol_regime,4.3517,18.9374,4.3517,0.0204,,1.0,0.5,3,3,False
AMZN,rf,high_vol_regime,high_vol_regime,5.5221,30.4941,5.5221,0.0259,,1.0,0.5,3,3,False
AMZN,xgb,high_vol_regime,high_vol_regime,3.1813,10.1205,3.1813,0.0149,,1.0,0.5,3,3,False
ASML,Top3Ensamble,high_vol_regime,high_vol_regime,84.7023,7174.4763,84.7023,0.0655,,1.0,0.6667,3,3,False
ASML,arima,high_vol_regime,high_vol_regime,77.2055,5960.6952,77.2055,0.0597,,1.0,0.6667,3,3,False
ASML,rf,high_vol_regime,high_vol_regime,87.0697,7581.1283,87.0697,0.0673,,1.0,0.6667,3,3,False
ASML,xgb,high_vol_regime,high_vol_regime,89.8316,8069.7214,89.8316,0.0695,,1.0,0.6667,3,3,False
AVGO,Top3Ensamble,high_vol_regime,normal_vol_regime,0.8723,0.7609,0.8723,0.0026,,1.0,0.0,3,0,False
AVGO,arima,high_vol_regime,normal_vol_regime,2.7683,7.6636,2.7683,0.0084,,1.0,0.5,3,3,False
AVGO,lgbm,high_vol_regime,normal_vol_regime,0.3095,0.0958,0.3095,0.0009,,1.0,0.0,3,0,False
AVGO,xgb,high_vol_regime,normal_vol_regime,0.158,0.025,0.158,0.0005,,1.0,0.0,3,0,False
BIMBOA.MX,Top3Ensamble,high_vol_regime,high_vol_regime,1.3704,2.4908,1.5782,0.0212,0.5035,0.5036,0.8333,5,4,True
BIMBOA.MX,Top3Ensamble,high_vol_regime,normal_vol_regime,0.2575,0.1012,0.3182,0.0039,0.9821,0.9829,0.0,5,4,True
