ticker,model,regime_type,regime,MAE,MSE,RMSE,MAPE,R2,EVS,drift_score,total_regimes,failed_regimes,regime_only_failure
AAPL,_NaiveModel,high_vol_regime,high_vol_regime,8.2275,89.9104,9.4821,0.0278,0.6619,0.6619,0.8333,5,5,False
AAPL,_NaiveModel,high_vol_regime,normal_vol_regime,1.8457,3.7154,1.9275,0.0062,0.9752,0.9784,0.5,5,5,False
AMD,_NaiveModel,high_vol_regime,high_vol_regime,25.6271,734.0628,27.0936,0.0484,-0.4646,-0.4642,0.8333,5,4,True
AMD,_NaiveModel,high_vol_regime,normal_vol_regime,0.11,0.0121,0.11,0.0002,,1.0,0.0,5,4,True
AMZN,_NaiveModel,high_vol_regime,high_vol_regime,6.0883,39.1544,6.2574,0.0252,0.348,0.3486,0.8333,5,5,False
AMZN,_NaiveModel,high_vol_regime,normal_vol_regime,1.5011,2.8278,1.6816,0.0062,0.8782,0.8788,0.5,5,5,False
ASML,_NaiveModel,high_vol_regime,high_vol_regime,85.7242,8631.3203,92.9049,0.047,-0.44,-0.416,0.8333,5,5,False
ASML,_NaiveModel,high_vol_regime,normal_vol_regime,14.5367,244.9265,15.6501,0.0083,0.7082,0.7086,0.5,5,5,False
AVGO,_NaiveModel,high_vol_regime,high_vol_regime,11.8978,164.6456,12.8314,0.0311,0.2028,0.2343,0.8333,5,5,False
AVGO,_NaiveModel,high_vol_regime,normal_vol_regime,2.53,7.0719,2.6593,0.0064,0.9948,0.9974,0.5,5,5,False
BRK-B,_NaiveModel,high_vol_regime,high_vol_regime,7.52,56.8209,7.538,0.0151,0.4301,0.4328,0.8333,5,5,False
BRK-B,_NaiveModel,high_vol_regime,normal_vol_regime,2.7938,9.3463,3.0572,0.0057,0.8044,0.8329,0.5,5,5,False
CAT,_NaiveModel,high_vol_regime,high_vol_regime,33.1154,1388.5749,37.2636,0.0337,0.5284,0.5295,0.8333,5,5,False
CAT,_NaiveModel,high_vol_regime,normal_vol_regime,10.785,116.6469,10.8003,0.0113,0.9249,0.9998,0.5,5,5,False
