ticker,model,MAE,MSE,RMSE,MAPE,R2,EVS,drift_score
BIMBOA.MX,Top3Ensamble,0.6943,0.9907,0.9953,0.0117,-0.1973,-0.0513,0.3333
BIMBOA.MX,arima,0.6592,0.8841,0.9403,0.0111,-0.0685,-0.0136,0.3333
BIMBOA.MX,lgbm,0.8,1.1424,1.0688,0.0134,-0.3806,-0.1082,0.6667
BIMBOA.MX,xgb,0.748,1.0679,1.0334,0.0126,-0.2906,-0.1384,0.6667
CEMEXCPO.MX,Top3Ensamble,0.3341,0.1547,0.3933,0.0167,0.3476,0.3916,0.3333
CEMEXCPO.MX,arima,0.3271,0.1386,0.3723,0.0164,0.4156,0.417,0.3333
CEMEXCPO.MX,rf,0.355,0.1863,0.4317,0.0178,0.2142,0.3599,0.3333
EEM,Top3Ensamble,0.4971,0.3551,0.5959,0.0092,0.3417,0.6859,0.3333
EEM,arima,0.3026,0.1853,0.4305,0.0056,0.6565,0.664,0.3333
EEM,rf,0.7982,0.7974,0.893,0.0148,-0.4782,0.7028,0.1667
GFNORTEO.MX,Top3Ensamble,3.2285,16.1003,4.0125,0.0188,-0.0485,-0.004,0.8333
GFNORTEO.MX,rf,4.1534,30.2291,5.4981,0.0241,-0.9686,-0.8203,0.8333
GFNORTEO.MX,xgb,2.5174,10.7836,3.2838,0.0147,0.2978,0.2991,0.8333
GLD,Top3Ensamble,2.038,6.856,2.6184,0.0052,0.6971,0.8157,0.6667
GLD,arima,1.4433,3.5163,1.8752,0.0037,0.8447,0.856,0.5
GLD,rf,2.1254,7.8197,2.7964,0.0054,0.6546,0.7833,0.6667
GLD,xgb,2.8633,12.4291,3.5255,0.0073,0.4509,0.7735,0.6667
IEF,Top3Ensamble,0.2215,0.0839,0.2897,0.0023,-0.6355,-0.6342,0.3333
IEF,arima,0.221,0.0892,0.2986,0.0023,-0.7378,-0.6691,0.3333
IEF,lgbm,0.2404,0.0964,0.3105,0.0025,-0.8792,-0.8381,0.3333
IEF,rf,0.2152,0.0831,0.2883,0.0022,-0.6201,-0.6179,0.3333
QQQ,Top3Ensamble,3.8427,26.4772,5.1456,0.0063,0.59,0.5967,0.8333
QQQ,lgbm,4.8507,40.3566,6.3527,0.0079,0.3751,0.4018,0.8333
QQQ,rf,3.3261,21.2668,4.6116,0.0054,0.6707,0.6721,0.8333
QQQ,xgb,3.524,23.048,4.8008,0.0057,0.6431,0.6451,0.8333
SPY,Top3Ensamble,2.7858,11.9512,3.457,0.0041,0.4172,0.4209,0.8333
SPY,arima,2.6943,12.814,3.5797,0.004,0.3752,0.503,0.8333
SPY,rf,2.914,12.9772,3.6024,0.0043,0.3672,0.402,0.8333
SPY,xgb,3.4865,16.4279,4.0531,0.0051,0.199,0.3241,0.8333
VNQ,Top3Ensamble,0.3752,0.2168,0.4656,0.0042,0.0194,0.2046,0.3333
VNQ,lgbm,0.4453,0.3331,0.5772,0.005,-0.507,0.0946,0.3333
VNQ,rf,0.4059,0.2467,0.4967,0.0045,-0.1161,-0.0599,0.3333
VNQ,xgb,0.3636,0.183,0.4278,0.0041,0.1723,0.2498,0.3333
WALMEX.MX,Top3Ensamble,0.6712,0.774,0.8798,0.0114,0.7303,0.7362,0.0
WALMEX.MX,rf,0.7177,0.7826,0.8847,0.0122,0.7273,0.7379,0.0
WALMEX.MX,xgb,0.6571,0.7981,0.8934,0.0112,0.7219,0.7245,0.0
