ticker,model,MAE,MSE,RMSE,MAPE,R2,EVS,drift_score
BIMBOA.MX,Top3Ensamble,1.0908,1.6198,1.2727,0.0185,-0.6092,-0.6072,0.8333
BIMBOA.MX,arima,0.985,1.3668,1.1691,0.0167,-0.3578,-0.3561,0.6667
BIMBOA.MX,lgbm,1.16,1.8998,1.3783,0.0196,-0.8873,-0.8798,0.8333
BIMBOA.MX,xgb,1.1311,1.6999,1.3038,0.0192,-0.6888,-0.6887,0.8333
CEMEXCPO.MX,Top3Ensamble,0.246,0.0859,0.2931,0.0128,0.5953,0.649,0.3333
CEMEXCPO.MX,arima,0.2383,0.0775,0.2784,0.0124,0.6348,0.6392,0.3333
CEMEXCPO.MX,rf,0.2723,0.1082,0.329,0.0141,0.4901,0.6474,0.3333
EEM,Top3Ensamble,0.3259,0.1853,0.4305,0.0061,0.3373,0.6607,0.3333
EEM,arima,0.2221,0.1016,0.3187,0.0041,0.6368,0.6368,0.3333
EEM,rf,0.6039,0.5009,0.7078,0.0112,-0.7916,0.5128,0.3333
GFNORTEO.MX,Top3Ensamble,2.0503,8.5399,2.9223,0.0117,-3.2397,-2.3589,0.8333
GFNORTEO.MX,rf,2.9566,22.3079,4.7231,0.0169,-10.0749,-8.0282,0.8333
GFNORTEO.MX,xgb,1.3796,3.5648,1.8881,0.0079,-0.7698,-0.5705,0.8333
GLD,Top3Ensamble,2.3079,11.4816,3.3885,0.0061,0.6378,0.6606,0.8333
GLD,arima,1.9867,8.4623,2.909,0.0052,0.733,0.7333,0.5
GLD,rf,2.3602,12.3184,3.5098,0.0062,0.6114,0.6331,0.8333
GLD,xgb,2.8321,15.9182,3.9898,0.0074,0.4978,0.5816,0.8333
IEF,Top3Ensamble,0.2235,0.0842,0.2902,0.0023,0.441,0.4442,0.3333
IEF,arima,0.2262,0.0881,0.2968,0.0023,0.4152,0.4206,0.3333
IEF,lgbm,0.2545,0.0976,0.3124,0.0026,0.3521,0.3955,0.3333
IEF,rf,0.215,0.0819,0.2862,0.0022,0.4562,0.4572,0.3333
QQQ,Top3Ensamble,5.751,54.4196,7.377,0.0095,0.6633,0.6992,0.8333
QQQ,lgbm,6.605,67.018,8.1865,0.0109,0.5854,0.6851,0.8333
QQQ,rf,5.2376,48.9694,6.9978,0.0087,0.697,0.709,0.6667
QQQ,xgb,5.5751,53.2114,7.2946,0.0092,0.6708,0.6912,0.8333
SPY,Top3Ensamble,4.2238,27.3334,5.2281,0.0063,0.7616,0.7711,0.5
SPY,arima,3.8136,26.0173,5.1007,0.0057,0.7731,0.7746,0.5
SPY,rf,4.5412,30.3771,5.5115,0.0068,0.7351,0.7678,0.5
SPY,xgb,4.6737,29.9561,5.4732,0.007,0.7388,0.761,0.5
VNQ,Top3Ensamble,0.5104,0.4422,0.665,0.0057,0.2387,0.2387,0.3333
VNQ,lgbm,0.5762,0.4967,0.7048,0.0064,0.1448,0.1526,0.3333
VNQ,rf,0.49,0.4103,0.6405,0.0055,0.2936,0.2937,0.3333
VNQ,xgb,0.5324,0.4832,0.6952,0.0059,0.168,0.178,0.3333
WALMEX.MX,Top3Ensamble,0.5029,0.4112,0.6413,0.0082,0.6032,0.6332,0.3333
WALMEX.MX,rf,0.5281,0.4187,0.6471,0.0087,0.596,0.6016,0.3333
WALMEX.MX,xgb,0.5102,0.4376,0.6615,0.0083,0.5778,0.6515,0.3333
