ticker,model,MAE,MSE,RMSE,MAPE,R2,EVS,drift_score
BIMBOA.MX,Top3Ensamble,0.5706,0.4186,0.647,0.0099,0.7744,0.8407,0.0
BIMBOA.MX,arima,0.5019,0.3966,0.6298,0.0087,0.7862,0.8213,0.0
BIMBOA.MX,lgbm,0.6983,0.6939,0.833,0.0121,0.626,0.7362,0.1667
BIMBOA.MX,xgb,0.5498,0.4304,0.656,0.0095,0.768,0.8322,0.0
CEMEXCPO.MX,Top3Ensamble,0.3206,0.1354,0.3679,0.0195,-0.6252,0.4963,0.3333
CEMEXCPO.MX,arima,0.0956,0.0156,0.1248,0.0058,0.813,0.8433,0.0
CEMEXCPO.MX,lgbm,0.1892,0.048,0.2192,0.0115,0.4232,0.6405,0.3333
CEMEXCPO.MX,linreg,0.7322,0.6953,0.8339,0.0445,-7.3477,-0.9121,0.3333
EEM,Top3Ensamble,0.3249,0.1877,0.4332,0.0065,-0.7169,-0.6016,0.3333
EEM,arima,0.3385,0.1769,0.4206,0.0068,-0.6183,-0.6161,0.3333
EEM,lgbm,0.3698,0.2386,0.4885,0.0074,-1.1826,-0.7772,0.3333
EEM,rf,0.3149,0.1829,0.4276,0.0063,-0.6729,-0.561,0.3333
GFNORTEO.MX,Top3Ensamble,1.5005,3.729,1.9311,0.0089,-0.0075,0.1599,0.8333
GFNORTEO.MX,arima,1.4971,3.2369,1.7991,0.0089,0.1255,0.1429,0.8333
GFNORTEO.MX,lgbm,1.7741,4.9971,2.2354,0.0105,-0.3501,0.121,0.8333
GLD,Top3Ensamble,1.8601,5.9077,2.4306,0.006,0.4577,0.4791,0.8333
GLD,arima,1.7688,4.5842,2.1411,0.0057,0.5792,0.5801,0.8333
GLD,lgbm,2.0193,8.136,2.8524,0.0065,0.2532,0.3224,0.8333
IEF,Top3Ensamble,0.2377,0.0736,0.2714,0.0025,0.3149,0.3722,0.3333
IEF,lgbm,0.257,0.0932,0.3053,0.0027,0.1326,0.2553,0.3333
IEF,rf,0.2195,0.0628,0.2506,0.0023,0.4157,0.4333,0.3333
IEF,xgb,0.2367,0.0713,0.267,0.0025,0.3367,0.3923,0.3333
QQQ,Top3Ensamble,3.3063,19.0742,4.3674,0.0058,0.2358,0.2748,0.8333
QQQ,arima,3.3511,18.9124,4.3488,0.0059,0.2423,0.2473,0.8333
QQQ,lgbm,3.9115,21.7886,4.6678,0.0068,0.127,0.1841,0.8333
QQQ,xgb,3.4744,23.9938,4.8983,0.006,0.0387,0.219,0.8333
SPY,Top3Ensamble,2.6918,13.5472,3.6806,0.0042,0.0308,0.0996,0.8333
SPY,arima,2.8765,13.76,3.7095,0.0045,0.0155,0.0222,0.8333
SPY,lgbm,2.6751,13.3729,3.6569,0.0042,0.0432,0.0579,0.8333
SPY,xgb,3.27,18.4927,4.3003,0.0051,-0.3231,0.0179,0.8333
VNQ,Top3Ensamble,0.6542,0.6222,0.7888,0.0072,0.6068,0.6254,0.3333
VNQ,lgbm,0.721,0.7492,0.8656,0.008,0.5266,0.5739,0.3333
VNQ,rf,0.6232,0.575,0.7583,0.0069,0.6367,0.6546,0.3333
VNQ,xgb,0.6238,0.6013,0.7754,0.0069,0.62,0.6232,0.3333
WALMEX.MX,Top3Ensamble,0.5259,0.5445,0.7379,0.0094,-0.0222,0.4189,0.3333
WALMEX.MX,arima,0.4617,0.3584,0.5987,0.0082,0.3271,0.3394,0.3333
WALMEX.MX,linreg,1.3825,2.382,1.5434,0.0246,-3.4716,0.1167,0.8333
WALMEX.MX,rf,0.4228,0.3272,0.572,0.0075,0.3858,0.4295,0.3333
